ID;Temperatura;Tiempo;Dia;HEC1;HEC2;HEC3;HEC4;HEC5;BEC1;BEC2;BEC3;BEC4;BEC5;HIC1;HIC2;HIC3;HIC4;HIC5;BIC1;BIC2;BIC3;BIC4;BIC5;HCC1;HCC2;HCC3;HCC4;HCC5;BCC1;BCC2;BCC3;BCC4;BCC5
I011;T40;h3[0.5a0.75);lunes;0.0000000000000041700;0.0000002020000000000;0.0376543010000000000;27.1855392700000000000;75.8777054600000000000;74.5402901700000000000;28.2313438200000000000;0.0413356620000000000;0.0000002340000000000;0.0000000000000051200;0.0000000000000783000;0.0000016800000000000;0.1393280230000000000;44.6682776300000000000;55.3621332300000000000;62.2659535800000000000;38.3965163400000000000;0.0915347250000000000;0.0000008440000000000;0.0000000000000301000;0.0000000000006660000;0.0000077300000000000;0.3467176320000000000;60.1187226900000000000;40.2992014000000000000;48.8119678900000000000;51.0655083800000000000;0.2065293990000000000;0.0000032300000000000;0.0000000000001950000
I012;T40;h3[0.5a0.75);lunes;0.0000000000007690000;0.0000085500000000000;0.3679636710000000000;61.1932485900000000000;39.3418659700000000000;69.0436901700000000000;32.6462165500000000000;0.0596752980000000000;0.0000004220000000000;0.0000000000000115000;0.0000000000053100000;0.0000333000000000000;0.8069297380000000000;75.6133969300000000000;27.3914268600000000000;51.3727957100000000000;48.5090570000000000000;0.1770782990000000000;0.0000025000000000000;0.0000000000001360000;0.0000000000002540000;0.0000039000000000000;0.2311943370000000000;52.9822450800000000000;46.9392774200000000000;32.9487600400000000000;68.6762200200000000000;0.5533839630000000000;0.0000172000000000000;0.0000000000020800000
I013;T40;h4[0.75a1.00);lunes;0.0000000000003270000;0.0000046600000000000;0.2570174860000000000;54.8112736600000000000;45.1887154000000000000;80.4817552500000000000;23.6538919500000000000;0.0268757540000000000;0.0000001180000000000;0.0000000000000020000;0.0000000000076600000;0.0000430000000000000;0.9328086320000000000;78.2340342500000000000;25.3659874600000000000;50.5499728500000000000;49.3224969300000000000;0.1860467380000000000;0.0000027100000000000;0.0000000000001530000;0.0000000000041300000;0.0000279000000000000;0.7302334710000000000;73.7877334800000000000;28.8243474400000000000;27.7360724000000000000;75.1720592200000000000;0.7876273900000000000;0.0000319000000000000;0.0000000000050000000
I014;T40;h4[0.75a1.00);lunes;0.0000000000000088500;0.0000003480000000000;0.0529938710000000000;31.1661280800000000000;70.8586603200000000000;48.8530728400000000000;51.0238904400000000000;0.2060194060000000000;0.0000032200000000000;0.0000000000001940000;0.0000000000010100000;0.0000103000000000000;0.4113731820000000000;63.2220450600000000000;37.5624561800000000000;35.8535074900000000000;65.2095503900000000000;0.4585045410000000000;0.0000125000000000000;0.0000000000013100000;0.0000000002610000000;0.0004857470000000000;3.4970447540000000000;97.3295553300000000000;10.4722780900000000000;17.9907367200000000000;88.0359046600000000000;1.6654193000000000000;0.0001217980000000000;0.0000000000344000000
I015;T40;h4[0.75a1.00);lunes;0.0000000000004190000;0.0000055700000000000;0.2856577770000000000;56.6629268700000000000;43.4515060300000000000;64.2015916200000000000;36.7160653400000000000;0.0811744490000000000;0.0000006940000000000;0.0000000000000229000;0.0000000000186000000;0.0000796000000000000;1.3167134730000000000;84.2344108300000000000;20.8324661000000000000;32.3766978500000000000;69.3720600100000000000;0.5746316040000000000;0.0000184000000000000;0.0000000000022800000;0.0000000000028800000;0.0000217000000000000;0.6319257740000000000;71.1267585300000000000;30.9494434400000000000;35.7449480000000000000;65.3371051900000000000;0.4616979930000000000;0.0000126000000000000;0.0000000000013300000
I016;T40;h5[1.00a1.25);lunes;0.0000000000000781000;0.0000016800000000000;0.1391255950000000000;44.6455454700000000000;55.3862691000000000000;53.6321365100000000000;46.3132549100000000000;0.1546102880000000000;0.0000020000000000000;0.0000000000000996000;0.0000000000005930000;0.0000071100000000000;0.3301754900000000000;59.2399116700000000000;41.0900672800000000000;62.2659535800000000000;38.3965163400000000000;0.0915347250000000000;0.0000008440000000000;0.0000000000000301000;0.0000000000055700000;0.0000344000000000000;0.8222501540000000000;75.9556076700000000000;27.1249283600000000000;32.9487600400000000000;68.6762200200000000000;0.5533839630000000000;0.0000172000000000000;0.0000000000020800000
I017;T40;h5[1.00a1.25);lunes;0.0000000000000053900;0.0000002430000000000;0.0423133680000000000;28.4982063000000000000;74.2010977400000000000;44.2110444700000000000;55.8488115500000000000;0.2727407150000000000;0.0000051500000000000;0.0000000000003760000;0.0000000000002120000;0.0000034200000000000;0.2137372420000000000;51.6447035500000000000;48.2418834600000000000;46.4943164100000000000;53.4436949100000000000;0.2374903480000000000;0.0000040800000000000;0.0000000000002710000;0.0000000000411000000;0.0001376570000000000;1.7808161250000000000;89.0622021500000000000;17.2195047800000000000;27.7360724000000000000;75.1720592200000000000;0.7876273900000000000;0.0000319000000000000;0.0000000000050000000
I018;T40;h5[1.00a1.25);lunes;0.0000000000000221000;0.0000006750000000000;0.0798325790000000000;36.4869140400000000000;64.4684140800000000000;40.4796096500000000000;59.9175491700000000000;0.3428661760000000000;0.0000075800000000000;0.0000000000006490000;0.0000000000000052800;0.0000002390000000000;0.0419161440000000000;28.3903055500000000000;74.3381401700000000000;45.6965819800000000000;54.2768734100000000000;0.2492291330000000000;0.0000044200000000000;0.0000000000003040000;0.0000000000005000000;0.0000063100000000000;0.3075986600000000000;57.9744251300000000000;42.2416954600000000000;53.7615354900000000000;46.1891398000000000000;0.1534125760000000000;0.0000019700000000000;0.0000000000000978000
I019;T40;h6[1.25a1.50];lunes;0.0000000000000186000;0.0000005960000000000;0.0739365840000000000;35.4449410100000000000;65.6904157600000000000;70.6352749200000000000;31.3470499700000000000;0.0537804700000000000;0.0000003570000000000;0.0000000000000091500;0.0000000000030500000;0.0000226000000000000;0.6464947130000000000;71.5471485400000000000;30.6106506500000000000;38.7667414200000000000;61.8444696600000000000;0.3814128500000000000;0.0000090900000000000;0.0000000000008380000;0.0000000004060000000;0.0006552900000000000;4.0868318780000000000;98.5355543500000000000;9.1844263210000000000;11.6153278200000000000;96.1016200400000000000;3.0738510910000000000;0.0003800910000000000;0.0000000001820000000
I020;T40;h6[1.25a1.50];lunes;0.0000000000001370000;0.0000025000000000000;0.1772101030000000000;48.5212533100000000000;51.3604028700000000000;14.1669693700000000000;93.0335481200000000000;2.3618651180000000000;0.0002318050000000000;0.0000000000880000000;0.0000000000165000000;0.0000732000000000000;1.2570733950000000000;83.4525354900000000000;21.4176252600000000000;35.8535074900000000000;65.2095503900000000000;0.4585045410000000000;0.0000125000000000000;0.0000000000013100000;0.0000000000180000000;0.0000778000000000000;1.3002327650000000000;84.0228679000000000000;20.9906928800000000000;30.9330675600000000000;71.1470445700000000000;0.6326210180000000000;0.0000217000000000000;0.0000000000028900000
I021;T40;h6[1.25a1.50];lunes;0.0000000000104000000;0.0000533000000000000;1.0529589820000000000;80.3872163600000000000;23.7255017200000000000;52.8282159500000000000;47.0883056500000000000;0.1622605940000000000;0.0000021600000000000;0.0000000000001110000;0.0000000000056400000;0.0000347000000000000;0.8264020410000000000;76.0471514900000000000;27.0537454600000000000;31.7044917200000000000;70.1951861700000000000;0.6008232690000000000;0.0000199000000000000;0.0000000000025400000;0.0000000000057700000;0.0000353000000000000;0.8337509710000000000;76.2079597900000000000;26.9288120800000000000;14.9475313000000000000;92.0383893200000000000;2.1908943050000000000;0.0002016170000000000;0.0000000000717000000
I022;T40;h7[1.50a1.75];lunes;0.0000000000016100000;0.0000144000000000000;0.4992207960000000000;66.7754825900000000000;34.5298173300000000000;55.2468787400000000000;44.7769107700000000000;0.1402986160000000000;0.0000017000000000000;0.0000000000000796000;0.0000000000043400000;0.0000289000000000000;0.7446627900000000000;74.1464186900000000000;28.5412890400000000000;28.4644187000000000000;74.2439954900000000000;0.7486403490000000000;0.0000292000000000000;0.0000000000044000000;0.0000000000488000000;0.0001548110000000000;1.8985982650000000000;90.0155488000000000000;16.4988952700000000000;20.9289037100000000000;84.1054677500000000000;1.3066367210000000000;0.0000785000000000000;0.0000000000182000000
I023;T40;h7[1.50a1.75];lunes;0.0000000000001260000;0.0000023600000000000;0.1710201330000000000;47.9403120400000000000;51.9526078100000000000;39.7504240400000000000;60.7332334600000000000;0.3587268800000000000;0.0000081900000000000;0.0000000000007230000;0.0000000000000000825;0.0000000113000000000;0.0059395070000000000;12.1149056900000000000;95.5306181200000000000;31.7044917200000000000;70.1951861700000000000;0.6008232690000000000;0.0000199000000000000;0.0000000000025400000;0.0000000000484000000;0.0001539490000000000;1.8928391340000000000;89.9709694800000000000;16.5327071300000000000;35.0345958900000000000;66.1755948500000000000;0.4832273130000000000;0.0000136000000000000;0.0000000000014900000
I024;T40;h7[1.50a1.75];lunes;0.0000000000009460000;0.0000099100000000000;0.4010307240000000000;62.7573553700000000000;37.9668441800000000000;35.5078893700000000000;65.6161845000000000000;0.4687593750000000000;0.0000129000000000000;0.0000000000013800000;0.0000000000155000000;0.0000700000000000000;1.2263322510000000000;83.0312163200000000000;21.7333927500000000000;24.8512838600000000000;78.9068714200000000000;0.9685759850000000000;0.0000460000000000000;0.0000000000084300000;0.0000000001770000000;0.0003726720000000000;3.0419985530000000000;95.9940412800000000000;11.7106884200000000000;17.0795313600000000000;89.2478736200000000000;1.8029043370000000000;0.0001407990000000000;0.0000000000425000000
I025;T40;h8[1.75a2.00];lunes;0.0000000000001510000;0.0000026900000000000;0.1849858920000000000;49.2279773700000000000;50.6451958400000000000;61.7584279700000000000;38.8425121800000000000;0.0944433250000000000;0.0000008880000000000;0.0000000000000323000;0.0000000000016200000;0.0000145000000000000;0.5003622960000000000;66.8175830600000000000;34.4944977900000000000;36.5712268400000000000;64.3701603200000000000;0.4380084920000000000;0.0000115000000000000;0.0000000000011700000;0.0000000000256000000;0.0000993000000000000;1.4884509930000000000;86.2544723500000000000;19.3233127700000000000;17.5309141400000000000;88.6484136400000000000;1.7329668380000000000;0.0001309670000000000;0.0000000000383000000
I026;T40;h8[1.75a2.00];lunes;0.0000000000022800000;0.0000184000000000000;0.5751285920000000000;69.3880267300000000000;32.3636126100000000000;36.1985125000000000000;64.8052106600000000000;0.4485202000000000000;0.0000120000000000000;0.0000000000012400000;0.0000000000083400000;0.0000456000000000000;0.9643265000000000000;78.8284257100000000000;24.9111905200000000000;25.4322251600000000000;78.1476383300000000000;0.9283254020000000000;0.0000426000000000000;0.0000000000075700000;0.0000000002030000000;0.0004095220000000000;3.1971927080000000000;96.4968581200000000000;11.2592745900000000000;14.1519826300000000000;93.0524622800000000000;2.3653277690000000000;0.0002324380000000000;0.0000000000883000000
I027;T40;h8[1.75a2.00];lunes;0.0000000000001590000;0.0000027900000000000;0.1893192310000000000;49.6113028100000000000;50.2596441500000000000;39.7504240400000000000;60.7332334600000000000;0.3587268800000000000;0.0000081900000000000;0.0000000000007230000;0.0000000000577000000;0.0001736090000000000;2.0205807430000000000;90.9145030000000000000;15.8140463200000000000;40.2642158800000000000;60.1577833800000000000;0.3474699750000000000;0.0000077600000000000;0.0000000000006700000;0.0000000002490000000;0.0004701450000000000;3.4377462530000000000;97.1781963300000000000;10.6198095700000000000;21.9771734800000000000;82.7062905300000000000;1.2032562530000000000;0.0000677000000000000;0.0000000000147000000
I028;T40;h9[2.00a2.50];lunes;0.0000000000032200000;0.0000235000000000000;0.6609775490000000000;71.9555109400000000000;30.2826789900000000000;54.4384434300000000000;45.5427228800000000000;0.1472940370000000000;0.0000018400000000000;0.0000000000000890000;0.0000000000011800000;0.0000116000000000000;0.4388535630000000000;64.4054993700000000000;36.5408927000000000000;23.7151476200000000000;80.4008831600000000000;1.0537769250000000000;0.0000534000000000000;0.0000000000105000000;0.0000000002030000000;0.0004093320000000000;3.1964124540000000000;96.4944608200000000000;11.2614634500000000000;13.0183907500000000000;94.4570661100000000000;2.6495033890000000000;0.0002873080000000000;0.0000000001200000000
I029;T40;h9[2.00a2.50];lunes;0.0000000000009350000;0.0000098300000000000;0.3990910050000000000;62.6689613500000000000;38.0439789500000000000;44.2110444700000000000;55.8488115500000000000;0.2727407150000000000;0.0000051500000000000;0.0000000000003760000;0.0000000000003840000;0.0000052300000000000;0.2751838790000000000;56.0053410300000000000;44.0644934400000000000;22.0755478800000000000;82.5752632100000000000;1.1941017120000000000;0.0000668000000000000;0.0000000000144000000;0.0000000000368000000;0.0001276070000000000;1.7084840540000000000;88.4303513200000000000;17.6947588900000000000;20.9289037100000000000;84.1054677500000000000;1.3066367210000000000;0.0000785000000000000;0.0000000000182000000
I030;T40;h9[2.00a2.50];lunes;0.0000000000004840000;0.0000061600000000000;0.3033767960000000000;57.7286362000000000000;42.4671497300000000000;60.9428284500000000000;39.5640368100000000000;0.0992959340000000000;0.0000009630000000000;0.0000000000000361000;0.0000000000302000000;0.0001113490000000000;1.5853845480000000000;87.2638136300000000000;18.5689195600000000000;45.6965819800000000000;54.2768734100000000000;0.2492291330000000000;0.0000044200000000000;0.0000000000003040000;0.0000000008580000000;0.0010836600000000000;5.2883766780000000000;99.7710449500000000000;7.2767849190000000000;14.1519826300000000000;93.0524622800000000000;2.3653277690000000000;0.0002324380000000000;0.0000000000883000000
I031;T40;h10[2.50a3.00];lunes;0.0000000000008760000;0.0000093800000000000;0.3884333640000000000;62.1760511100000000000;38.4753539500000000000;32.8152611500000000000;68.8382199000000000000;0.5582596980000000000;0.0000175000000000000;0.0000000000021200000;0.0000000004650000000;0.0007176110000000000;4.2832338630000000000;98.8342325700000000000;8.8164932570000000000;27.8411189600000000000;75.0378183300000000000;0.7818556700000000000;0.0000315000000000000;0.0000000000049000000;0.0000000003020000000;0.0005364590000000000;3.6832958680000000000;97.7663612400000000000;10.0321767600000000000;17.5309141400000000000;88.6484136400000000000;1.7329668380000000000;0.0001309670000000000;0.0000000000383000000
I032;T40;h10[2.50a3.00];lunes;0.0000000000160000000;0.0000716000000000000;1.2416790030000000000;83.2431648800000000000;21.5744984600000000000;43.4539228300000000000;56.6603251400000000000;0.2856156590000000000;0.0000055700000000000;0.0000000000004190000;0.0000000000068300000;0.0000397000000000000;0.8917033790000000000;77.4238226200000000000;25.9885282400000000000;22.0755478800000000000;82.5752632100000000000;1.1941017120000000000;0.0000668000000000000;0.0000000000144000000;0.0000000000914000000;0.0002379370000000000;2.3952160200000000000;93.2137927500000000000;14.0238916900000000000;25.9183538300000000000;77.5149490100000000000;0.8962236400000000000;0.0000401000000000000;0.0000000000069200000
