id;V1;V2;V3;V4;V5;V6;V7;V8;V9;LOCALIDAD;PARAMETRO;ANO
I1126;0;0;0.0018;0.4923;0.7027;0.0304;0.0001;0;0.0004;La31.25Lo67.75;WS50M;a2014
I1127;0;0;0.0033;0.5834;0.6259;0.0224;0.0001;0;0.0003;La31.25Lo67.75;WS50M;a2015
I1128;0;0;0.0048;0.6412;0.5774;0.0183;0;0;0.0003;La31.25Lo67.75;WS50M;a2016
I1129;0;0;0.0039;0.6065;0.6065;0.0206;0.0001;0;0.0003;La31.25Lo67.75;WS50M;a2017
I1130;0;0;0.005;0.6469;0.5726;0.0179;0;0;0.0003;La31.25Lo67.75;WS50M;a2018
I1131;0;0;0.0064;0.6869;0.5389;0.0156;0;0;0.0003;La31.25Lo67.75;WS50M;a2019
I1132;0;0.0001;0.254;0.9085;0.0874;0.0006;0;0;0.0001;La31.25Lo67.75;WS10M;a1981
I1133;0;0;0.227;0.93;0.097;0.0007;0;0;0.0001;La31.25Lo67.75;WS10M;a1982
I1134;0;0;0.2142;0.9398;0.1022;0.0007;0;0;0.0001;La31.25Lo67.75;WS10M;a1983
I1135;0;0;0.1863;0.96;0.115;0.0009;0;0;0.0001;La31.25Lo67.75;WS10M;a1984
I1136;0;0;0.2059;0.946;0.1057;0.0008;0;0;0.0001;La31.25Lo67.75;WS10M;a1985
I1137;0;0;0.1324;0.9912;0.1488;0.0013;0;0;0.0001;La31.25Lo67.75;WS10M;a1986
I1138;0;0;0.151;0.982;0.1353;0.0012;0;0;0.0001;La31.25Lo67.75;WS10M;a1987
I1139;0;0;0.2142;0.9398;0.1022;0.0007;0;0;0.0001;La31.25Lo67.75;WS10M;a1988
I1140;0;0;0.2059;0.946;0.1057;0.0008;0;0;0.0001;La31.25Lo67.75;WS10M;a1989
I1141;0;0;0.21;0.9429;0.1039;0.0008;0;0;0.0001;La31.25Lo67.75;WS10M;a1990
I1142;0;0;0.21;0.9429;0.1039;0.0008;0;0;0.0001;La31.25Lo67.75;WS10M;a1991
I1143;0;0;0.1324;0.9912;0.1488;0.0013;0;0;0.0001;La31.25Lo67.75;WS10M;a1992
I1144;0;0;0.1979;0.9518;0.1093;0.0008;0;0;0.0001;La31.25Lo67.75;WS10M;a1993
I1145;0;0;0.1715;0.9698;0.1228;0.001;0;0;0.0001;La31.25Lo67.75;WS10M;a1994
I1146;0;0;0.1825;0.9626;0.1169;0.0009;0;0;0.0001;La31.25Lo67.75;WS10M;a1995
I1147;0;0;0.1788;0.9651;0.1188;0.0009;0;0;0.0001;La31.25Lo67.75;WS10M;a1996
I1148;0;0;0.1645;0.9742;0.1269;0.001;0;0;0.0001;La31.25Lo67.75;WS10M;a1997
I1149;0;0;0.1128;0.9978;0.1657;0.0016;0;0;0.0001;La31.25Lo67.75;WS10M;a1998
I1150;0;0;0.1543;0.9802;0.1332;0.0011;0;0;0.0001;La31.25Lo67.75;WS10M;a1999
I1151;0;0;0.1863;0.96;0.115;0.0009;0;0;0.0001;La31.25Lo67.75;WS10M;a2000
I1152;0;0;0.1384;0.9885;0.1442;0.0013;0;0;0.0001;La31.25Lo67.75;WS10M;a2001
I1153;0;0;0.1415;0.987;0.1419;0.0012;0;0;0.0001;La31.25Lo67.75;WS10M;a2002
I1154;0;0;0.1715;0.9698;0.1228;0.001;0;0;0.0001;La31.25Lo67.75;WS10M;a2003
I1155;0;0;0.1003;0.9998;0.1786;0.0018;0;0;0.0001;La31.25Lo67.75;WS10M;a2004
I1156;0;0;0.1265;0.9935;0.1535;0.0014;0;0;0.0001;La31.25Lo67.75;WS10M;a2005
I1157;0;0;0.1446;0.9854;0.1397;0.0012;0;0;0.0001;La31.25Lo67.75;WS10M;a2006
I1158;0;0;0.1788;0.9651;0.1188;0.0009;0;0;0.0001;La31.25Lo67.75;WS10M;a2007
I1159;0;0.0001;0.2587;0.9047;0.0858;0.0006;0;0;0.0001;La31.25Lo67.75;WS10M;a2008
I1160;0;0;0.1788;0.9651;0.1188;0.0009;0;0;0.0001;La31.25Lo67.75;WS10M;a2009
I1161;0;0;0.151;0.982;0.1353;0.0012;0;0;0.0001;La31.25Lo67.75;WS10M;a2010
I1162;0;0;0.1825;0.9626;0.1169;0.0009;0;0;0.0001;La31.25Lo67.75;WS10M;a2011
I1163;0;0;0.1353;0.9898;0.1465;0.0013;0;0;0.0001;La31.25Lo67.75;WS10M;a2012
I1164;0;0;0.1294;0.9924;0.1511;0.0014;0;0;0.0001;La31.25Lo67.75;WS10M;a2013
I1165;0;0;0.1415;0.987;0.1419;0.0012;0;0;0.0001;La31.25Lo67.75;WS10M;a2014
I1166;0;0;0.151;0.982;0.1353;0.0012;0;0;0.0001;La31.25Lo67.75;WS10M;a2015
I1167;0;0;0.1751;0.9675;0.1208;0.001;0;0;0.0001;La31.25Lo67.75;WS10M;a2016
I1168;0;0;0.1825;0.9626;0.1169;0.0009;0;0;0.0001;La31.25Lo67.75;WS10M;a2017
I1169;0;0;0.2142;0.9398;0.1022;0.0007;0;0;0.0001;La31.25Lo67.75;WS10M;a2018
I1170;0;0;0.2226;0.9333;0.0987;0.0007;0;0;0.0001;La31.25Lo67.75;WS10M;a2019
I1171;0;0;0.0015;0.4647;0.7261;0.0334;0.0001;0;0.0004;La31.25Lo67.25;WS50M;a1981
I1172;0;0;0.0006;0.3604;0.8148;0.048;0.0002;0;0.0005;La31.25Lo67.25;WS50M;a1982
I1173;0;0;0.0008;0.3803;0.7979;0.0447;0.0002;0;0.0005;La31.25Lo67.25;WS50M;a1983
I1174;0;0;0.0007;0.3654;0.8106;0.0472;0.0002;0;0.0005;La31.25Lo67.25;WS50M;a1984
I1175;0;0;0.0008;0.3803;0.7979;0.0447;0.0002;0;0.0005;La31.25Lo67.25;WS50M;a1985
I1176;0;0;0.0003;0.2738;0.8877;0.0665;0.0003;0;0.0006;La31.25Lo67.25;WS50M;a1986
I1177;0;0;0.0003;0.278;0.8843;0.0654;0.0003;0;0.0006;La31.25Lo67.25;WS50M;a1987
I1178;0;0;0.0007;0.3654;0.8106;0.0472;0.0002;0;0.0005;La31.25Lo67.25;WS50M;a1988
I1179;0;0;0.0005;0.3364;0.8353;0.0524;0.0002;0;0.0006;La31.25Lo67.25;WS50M;a1989
I1180;0;0;0.0008;0.3854;0.7936;0.0439;0.0002;0;0.0005;La31.25Lo67.25;WS50M;a1990
I1181;0;0;0.0007;0.3703;0.8064;0.0463;0.0002;0;0.0005;La31.25Lo67.25;WS50M;a1991
I1182;0;0;0.0002;0.2533;0.9045;0.0722;0.0004;0;0.0007;La31.25Lo67.25;WS50M;a1992
I1183;0;0;0.0005;0.3364;0.8353;0.0524;0.0002;0;0.0006;La31.25Lo67.25;WS50M;a1993
I1184;0;0;0.0006;0.3459;0.8272;0.0506;0.0002;0;0.0005;La31.25Lo67.25;WS50M;a1994
I1185;0;0;0.0005;0.3364;0.8353;0.0524;0.0002;0;0.0006;La31.25Lo67.25;WS50M;a1995
I1186;0;0;0.0004;0.3132;0.8549;0.0571;0.0003;0;0.0006;La31.25Lo67.25;WS50M;a1996
I1187;0;0;0.0003;0.2823;0.8807;0.0643;0.0003;0;0.0006;La31.25Lo67.25;WS50M;a1997
I1188;0;0;0.0002;0.2338;0.9201;0.0783;0.0004;0;0.0007;La31.25Lo67.25;WS50M;a1998
I1189;0;0;0.0004;0.3177;0.851;0.0561;0.0003;0;0.0006;La31.25Lo67.25;WS50M;a1999
I1190;0;0;0.0005;0.3317;0.8393;0.0533;0.0002;0;0.0006;La31.25Lo67.25;WS50M;a2000
I1191;0;0;0.0003;0.2823;0.8807;0.0643;0.0003;0;0.0006;La31.25Lo67.25;WS50M;a2001
I1192;0;0;0.0003;0.2738;0.8877;0.0665;0.0003;0;0.0006;La31.25Lo67.25;WS50M;a2002
I1193;0;0;0.0005;0.3364;0.8353;0.0524;0.0002;0;0.0006;La31.25Lo67.25;WS50M;a2003
I1194;0;0;0.0001;0.169;0.9678;0.1054;0.0007;0;0.0008;La31.25Lo67.25;WS50M;a2004
I1195;0;0;0.0001;0.2083;0.9399;0.0875;0.0005;0;0.0008;La31.25Lo67.25;WS50M;a2005
I1196;0;0;0.0003;0.2655;0.8946;0.0687;0.0003;0;0.0007;La31.25Lo67.25;WS50M;a2006
I1197;0;0;0.0006;0.3459;0.8272;0.0506;0.0002;0;0.0005;La31.25Lo67.25;WS50M;a2007
I1198;0;0;0.0008;0.3905;0.7893;0.0432;0.0002;0;0.0005;La31.25Lo67.25;WS50M;a2008
I1199;0;0;0.0005;0.3223;0.8471;0.0552;0.0002;0;0.0006;La31.25Lo67.25;WS50M;a2009
I1200;0;0;0.0003;0.2823;0.8807;0.0643;0.0003;0;0.0006;La31.25Lo67.25;WS50M;a2010
I1201;0;0;0.0004;0.2997;0.8662;0.0601;0.0003;0;0.0006;La31.25Lo67.25;WS50M;a2011
I1202;0;0;0.0003;0.2655;0.8946;0.0687;0.0003;0;0.0007;La31.25Lo67.25;WS50M;a2012
I1203;0;0;0.0001;0.219;0.9318;0.0835;0.0005;0;0.0007;La31.25Lo67.25;WS50M;a2013
I1204;0;0;0.0002;0.2377;0.9171;0.077;0.0004;0;0.0007;La31.25Lo67.25;WS50M;a2014
I1205;0;0;0.0005;0.3223;0.8471;0.0552;0.0002;0;0.0006;La31.25Lo67.25;WS50M;a2015
I1206;0;0;0.0006;0.3459;0.8272;0.0506;0.0002;0;0.0005;La31.25Lo67.25;WS50M;a2016
I1207;0;0;0.0005;0.3317;0.8393;0.0533;0.0002;0;0.0006;La31.25Lo67.25;WS50M;a2017
I1208;0;0;0.0008;0.3854;0.7936;0.0439;0.0002;0;0.0005;La31.25Lo67.25;WS50M;a2018
I1209;0;0;0.0013;0.4483;0.74;0.0353;0.0001;0;0.0004;La31.25Lo67.25;WS50M;a2019
I1210;0;0;0.1415;0.987;0.1419;0.0012;0;0;0.0001;La31.25Lo67.25;WS10M;a1981
I1211;0;0;0.1027;0.9996;0.176;0.0018;0;0;0.0001;La31.25Lo67.25;WS10M;a1982
I1212;0;0;0.1003;0.9998;0.1786;0.0018;0;0;0.0001;La31.25Lo67.25;WS10M;a1983
I1213;0;0;0.0868;0.9993;0.1951;0.0021;0;0;0.0001;La31.25Lo67.25;WS10M;a1984
I1214;0;0;0.0956;1;0.184;0.0019;0;0;0.0001;La31.25Lo67.25;WS10M;a1985
I1215;0;0;0.0608;0.9854;0.2374;0.003;0;0;0.0001;La31.25Lo67.25;WS10M;a1986
I1216;0;0;0.0692;0.9924;0.2216;0.0027;0;0;0.0001;La31.25Lo67.25;WS10M;a1987
I1217;0;0;0.1182;0.9963;0.1608;0.0015;0;0;0.0001;La31.25Lo67.25;WS10M;a1988
I1218;0;0;0.0956;1;0.184;0.0019;0;0;0.0001;La31.25Lo67.25;WS10M;a1989
I1219;0;0;0.1052;0.9993;0.1734;0.0017;0;0;0.0001;La31.25Lo67.25;WS10M;a1990
I1220;0;0;0.1027;0.9996;0.176;0.0018;0;0;0.0001;La31.25Lo67.25;WS10M;a1991
I1221;0;0;0.0675;0.9912;0.2247;0.0027;0;0;0.0001;La31.25Lo67.25;WS10M;a1992
I1222;0;0;0.0934;1;0.1867;0.002;0;0;0.0001;La31.25Lo67.25;WS10M;a1993
I1223;0;0;0.098;1;0.1813;0.0019;0;0;0.0001;La31.25Lo67.25;WS10M;a1994
I1224;0;0;0.0956;1;0.184;0.0019;0;0;0.0001;La31.25Lo67.25;WS10M;a1995
I1225;0;0;0.0826;0.9984;0.2008;0.0022;0;0;0.0001;La31.25Lo67.25;WS10M;a1996
I1226;0;0;0.0728;0.9945;0.2155;0.0025;0;0;0.0001;La31.25Lo67.25;WS10M;a1997
I1227;0;0;0.0491;0.9698;0.264;0.0037;0;0;0.0001;La31.25Lo67.25;WS10M;a1998
I1228;0;0;0.0889;0.9996;0.1923;0.0021;0;0;0.0001;La31.25Lo67.25;WS10M;a1999
I1229;0;0;0.0934;1;0.1867;0.002;0;0;0.0001;La31.25Lo67.25;WS10M;a2000
I1230;0;0;0.0657;0.9898;0.2278;0.0028;0;0;0.0001;La31.25Lo67.25;WS10M;a2001
I1231;0;0;0.0675;0.9912;0.2247;0.0027;0;0;0.0001;La31.25Lo67.25;WS10M;a2002
I1232;0;0;0.0956;1;0.184;0.0019;0;0;0.0001;La31.25Lo67.25;WS10M;a2003
I1233;0;0;0.0416;0.9546;0.2852;0.0042;0;0;0.0002;La31.25Lo67.25;WS10M;a2004
I1234;0;0;0.0532;0.9763;0.2538;0.0034;0;0;0.0001;La31.25Lo67.25;WS10M;a2005
I1235;0;0;0.0692;0.9924;0.2216;0.0027;0;0;0.0001;La31.25Lo67.25;WS10M;a2006
I1236;0;0;0.0956;1;0.184;0.0019;0;0;0.0001;La31.25Lo67.25;WS10M;a2007
I1237;0;0;0.1384;0.9885;0.1442;0.0013;0;0;0.0001;La31.25Lo67.25;WS10M;a2008
I1238;0;0;0.1003;0.9998;0.1786;0.0018;0;0;0.0001;La31.25Lo67.25;WS10M;a2009
I1239;0;0;0.0786;0.9971;0.2066;0.0024;0;0;0.0001;La31.25Lo67.25;WS10M;a2010
I1240;0;0;0.0889;0.9996;0.1923;0.0021;0;0;0.0001;La31.25Lo67.25;WS10M;a2011
I1241;0;0;0.0657;0.9898;0.2278;0.0028;0;0;0.0001;La31.25Lo67.25;WS10M;a2012
I1242;0;0;0.0561;0.9802;0.2471;0.0032;0;0;0.0001;La31.25Lo67.25;WS10M;a2013
I1243;0;0;0.0624;0.987;0.2341;0.0029;0;0;0.0001;La31.25Lo67.25;WS10M;a2014
I1244;0;0;0.0766;0.9963;0.2095;0.0024;0;0;0.0001;La31.25Lo67.25;WS10M;a2015
I1245;0;0;0.0868;0.9993;0.1951;0.0021;0;0;0.0001;La31.25Lo67.25;WS10M;a2016
I1246;0;0;0.0934;1;0.1867;0.002;0;0;0.0001;La31.25Lo67.25;WS10M;a2017
I1247;0;0;0.1182;0.9963;0.1608;0.0015;0;0;0.0001;La31.25Lo67.25;WS10M;a2018
I1248;0;0;0.1353;0.9898;0.1465;0.0013;0;0;0.0001;La31.25Lo67.25;WS10M;a2019
I1249;0;0;0.0004;0.3042;0.8625;0.0591;0.0003;0;0.0006;La31.25Lo66.75;WS50M;a1981
I1250;0;0;0.0001;0.1879;0.9548;0.0961;0.0006;0;0.0008;La31.25Lo66.75;WS50M;a1982
I1251;0;0;0.0001;0.219;0.9318;0.0835;0.0005;0;0.0007;La31.25Lo66.75;WS50M;a1983
I1252;0;0;0.0001;0.2083;0.9399;0.0875;0.0005;0;0.0008;La31.25Lo66.75;WS50M;a1984
I1253;0;0;0.0002;0.2338;0.9201;0.0783;0.0004;0;0.0007;La31.25Lo66.75;WS50M;a1985
I1254;0;0;0.0001;0.169;0.9678;0.1054;0.0007;0;0.0008;La31.25Lo66.75;WS50M;a1986
I1255;0;0;0.0001;0.1543;0.9769;0.1136;0.0008;0;0.0009;La31.25Lo66.75;WS50M;a1987
I1256;0;0;0.0002;0.2377;0.9171;0.077;0.0004;0;0.0007;La31.25Lo66.75;WS50M;a1988
I1257;0;0;0.0001;0.169;0.9678;0.1054;0.0007;0;0.0008;La31.25Lo66.75;WS50M;a1989
I1258;0;0;0.0002;0.2377;0.9171;0.077;0.0004;0;0.0007;La31.25Lo66.75;WS50M;a1990
I1259;0;0;0.0001;0.219;0.9318;0.0835;0.0005;0;0.0007;La31.25Lo66.75;WS50M;a1991
I1260;0;0;0;0.1432;0.9832;0.1205;0.0008;0;0.0009;La31.25Lo66.75;WS50M;a1992
I1261;0;0;0.0001;0.1945;0.9501;0.0932;0.0006;0;0.0008;La31.25Lo66.75;WS50M;a1993
I1262;0;0;0.0001;0.2083;0.9399;0.0875;0.0005;0;0.0008;La31.25Lo66.75;WS50M;a1994
I1263;0;0;0.0001;0.2083;0.9399;0.0875;0.0005;0;0.0008;La31.25Lo66.75;WS50M;a1995
I1264;0;0;0.0001;0.1572;0.9752;0.1119;0.0007;0;0.0009;La31.25Lo66.75;WS50M;a1996
I1265;0;0;0;0.1459;0.9817;0.1188;0.0008;0;0.0009;La31.25Lo66.75;WS50M;a1997
I1266;0;0;0;0.1253;0.9918;0.1334;0.001;0;0.001;La31.25Lo66.75;WS50M;a1998
I1267;0;0;0.0001;0.1979;0.9476;0.0918;0.0005;0;0.0008;La31.25Lo66.75;WS50M;a1999
I1268;0;0;0.0001;0.2048;0.9425;0.0889;0.0005;0;0.0008;La31.25Lo66.75;WS50M;a2000
I1269;0;0;0.0001;0.1601;0.9734;0.1103;0.0007;0;0.0009;La31.25Lo66.75;WS50M;a2001
I1270;0;0;0.0001;0.166;0.9697;0.107;0.0007;0;0.0009;La31.25Lo66.75;WS50M;a2002
I1271;0;0;0.0001;0.2083;0.9399;0.0875;0.0005;0;0.0008;La31.25Lo66.75;WS50M;a2003
I1272;0;0;0;0.0853;0.9997;0.1736;0.0016;0;0.0012;La31.25Lo66.75;WS50M;a2004
I1273;0;0;0;0.1114;0.9968;0.1453;0.0012;0;0.001;La31.25Lo66.75;WS50M;a2005
I1274;0;0;0;0.1432;0.9832;0.1205;0.0008;0;0.0009;La31.25Lo66.75;WS50M;a2006
I1275;0;0;0.0002;0.2263;0.926;0.0808;0.0004;0;0.0007;La31.25Lo66.75;WS50M;a2007
I1276;0;0;0.0002;0.2454;0.9109;0.0746;0.0004;0;0.0007;La31.25Lo66.75;WS50M;a2008
I1277;0;0;0.0001;0.1945;0.9501;0.0932;0.0006;0;0.0008;La31.25Lo66.75;WS50M;a2009
I1278;0;0;0.0001;0.172;0.9658;0.1038;0.0007;0;0.0008;La31.25Lo66.75;WS50M;a2010
I1279;0;0;0.0001;0.1814;0.9594;0.0991;0.0006;0;0.0008;La31.25Lo66.75;WS50M;a2011
I1280;0;0;0.0001;0.1515;0.9786;0.1153;0.0008;0;0.0009;La31.25Lo66.75;WS50M;a2012
I1281;0;0;0;0.1136;0.9961;0.1432;0.0011;0;0.001;La31.25Lo66.75;WS50M;a2013
I1282;0;0;0;0.1229;0.9928;0.1353;0.001;0;0.001;La31.25Lo66.75;WS50M;a2014
I1283;0;0;0.0001;0.1783;0.9616;0.1007;0.0006;0;0.0008;La31.25Lo66.75;WS50M;a2015
I1284;0;0;0.0001;0.1846;0.9571;0.0976;0.0006;0;0.0008;La31.25Lo66.75;WS50M;a2016
I1285;0;0;0.0001;0.1846;0.9571;0.0976;0.0006;0;0.0008;La31.25Lo66.75;WS50M;a2017
I1286;0;0;0.0002;0.2494;0.9077;0.0734;0.0004;0;0.0007;La31.25Lo66.75;WS50M;a2018
I1287;0;0;0.0004;0.2997;0.8662;0.0601;0.0003;0;0.0006;La31.25Lo66.75;WS50M;a2019
I1288;0;0;0.098;1;0.1813;0.0019;0;0;0.0001;La31.25Lo66.75;WS10M;a1981
I1289;0;0;0.0592;0.9838;0.2406;0.0031;0;0;0.0001;La31.25Lo66.75;WS10M;a1982
I1290;0;0;0.0608;0.9854;0.2374;0.003;0;0;0.0001;La31.25Lo66.75;WS10M;a1983
I1291;0;0;0.0518;0.9742;0.2572;0.0035;0;0;0.0001;La31.25Lo66.75;WS10M;a1984
I1292;0;0;0.064;0.9885;0.231;0.0029;0;0;0.0001;La31.25Lo66.75;WS10M;a1985
I1293;0;0;0.0416;0.9546;0.2852;0.0042;0;0;0.0002;La31.25Lo66.75;WS10M;a1986
I1294;0;0;0.0416;0.9546;0.2852;0.0042;0;0;0.0002;La31.25Lo66.75;WS10M;a1987
I1295;0;0;0.0868;0.9993;0.1951;0.0021;0;0;0.0001;La31.25Lo66.75;WS10M;a1988
I1296;0;0;0.0532;0.9763;0.2538;0.0034;0;0;0.0001;La31.25Lo66.75;WS10M;a1989
I1297;0;0;0.0692;0.9924;0.2216;0.0027;0;0;0.0001;La31.25Lo66.75;WS10M;a1990
I1298;0;0;0.0675;0.9912;0.2247;0.0027;0;0;0.0001;La31.25Lo66.75;WS10M;a1991
I1299;0;0;0.0464;0.9651;0.271;0.0038;0;0;0.0001;La31.25Lo66.75;WS10M;a1992
I1300;0;0;0.0576;0.982;0.2439;0.0032;0;0;0.0001;La31.25Lo66.75;WS10M;a1993
I1301;0;0;0.0675;0.9912;0.2247;0.0027;0;0;0.0001;La31.25Lo66.75;WS10M;a1994
I1302;0;0;0.0675;0.9912;0.2247;0.0027;0;0;0.0001;La31.25Lo66.75;WS10M;a1995
I1303;0;0;0.0439;0.96;0.278;0.004;0;0;0.0002;La31.25Lo66.75;WS10M;a1996
I1304;0;0;0.0427;0.9574;0.2816;0.0041;0;0;0.0002;La31.25Lo66.75;WS10M;a1997
I1305;0;0;0.0294;0.9159;0.3305;0.0056;0;0;0.0002;La31.25Lo66.75;WS10M;a1998
I1306;0;0;0.0675;0.9912;0.2247;0.0027;0;0;0.0001;La31.25Lo66.75;WS10M;a1999
I1307;0;0;0.0675;0.9912;0.2247;0.0027;0;0;0.0001;La31.25Lo66.75;WS10M;a2000
I1308;0;0;0.0416;0.9546;0.2852;0.0042;0;0;0.0002;La31.25Lo66.75;WS10M;a2001
I1309;0;0;0.0477;0.9675;0.2675;0.0037;0;0;0.0001;La31.25Lo66.75;WS10M;a2002
I1310;0;0;0.064;0.9885;0.231;0.0029;0;0;0.0001;La31.25Lo66.75;WS10M;a2003
I1311;0;0;0.0253;0.8968;0.3505;0.0063;0;0;0.0002;La31.25Lo66.75;WS10M;a2004
I1312;0;0;0.0321;0.9266;0.3188;0.0052;0;0;0.0002;La31.25Lo66.75;WS10M;a2005
I1313;0;0;0.0416;0.9546;0.2852;0.0042;0;0;0.0002;La31.25Lo66.75;WS10M;a2006
I1314;0;0;0.0692;0.9924;0.2216;0.0027;0;0;0.0001;La31.25Lo66.75;WS10M;a2007
I1315;0;0;0.098;1;0.1813;0.0019;0;0;0.0001;La31.25Lo66.75;WS10M;a2008
I1316;0;0;0.0675;0.9912;0.2247;0.0027;0;0;0.0001;La31.25Lo66.75;WS10M;a2009
I1317;0;0;0.0576;0.982;0.2439;0.0032;0;0;0.0001;La31.25Lo66.75;WS10M;a2010
I1318;0;0;0.0608;0.9854;0.2374;0.003;0;0;0.0001;La31.25Lo66.75;WS10M;a2011
I1319;0;0;0.0416;0.9546;0.2852;0.0042;0;0;0.0002;La31.25Lo66.75;WS10M;a2012
I1320;0;0;0.035;0.9366;0.3074;0.0049;0;0;0.0002;La31.25Lo66.75;WS10M;a2013
I1321;0;0;0.035;0.9366;0.3074;0.0049;0;0;0.0002;La31.25Lo66.75;WS10M;a2014
I1322;0;0;0.0477;0.9675;0.2675;0.0037;0;0;0.0001;La31.25Lo66.75;WS10M;a2015
I1323;0;0;0.0532;0.9763;0.2538;0.0034;0;0;0.0001;La31.25Lo66.75;WS10M;a2016
I1324;0;0;0.0576;0.982;0.2439;0.0032;0;0;0.0001;La31.25Lo66.75;WS10M;a2017
I1325;0;0;0.0826;0.9984;0.2008;0.0022;0;0;0.0001;La31.25Lo66.75;WS10M;a2018
I1326;0;0;0.1027;0.9996;0.176;0.0018;0;0;0.0001;La31.25Lo66.75;WS10M;a2019
I1327;0;0;0.0003;0.2655;0.8946;0.0687;0.0003;0;0.0007;La31.25Lo66.25;WS50M;a1981
I1328;0;0;0.0001;0.1572;0.9752;0.1119;0.0007;0;0.0009;La31.25Lo66.25;WS50M;a1982
I1329;0;0;0.0001;0.1846;0.9571;0.0976;0.0006;0;0.0008;La31.25Lo66.25;WS50M;a1983
I1330;0;0;0.0001;0.1945;0.9501;0.0932;0.0006;0;0.0008;La31.25Lo66.25;WS50M;a1984
I1331;0;0;0.0002;0.2263;0.926;0.0808;0.0004;0;0.0007;La31.25Lo66.25;WS50M;a1985
I1332;0;0;0.0001;0.1487;0.9802;0.117;0.0008;0;0.0009;La31.25Lo66.25;WS50M;a1986
I1333;0;0;0;0.1328;0.9885;0.1278;0.0009;0;0.001;La31.25Lo66.25;WS50M;a1987
I1334;0;0;0.0002;0.2301;0.9231;0.0796;0.0004;0;0.0007;La31.25Lo66.25;WS50M;a1988
I1335;0;0;0;0.1229;0.9928;0.1353;0.001;0;0.001;La31.25Lo66.25;WS50M;a1989
I1336;0;0;0.0002;0.2226;0.9289;0.0821;0.0005;0;0.0007;La31.25Lo66.25;WS50M;a1990
I1337;0;0;0.0001;0.1912;0.9525;0.0947;0.0006;0;0.0008;La31.25Lo66.25;WS50M;a1991
I1338;0;0;0;0.1353;0.9873;0.1259;0.0009;0;0.0009;La31.25Lo66.25;WS50M;a1992
I1339;0;0;0.0001;0.169;0.9678;0.1054;0.0007;0;0.0008;La31.25Lo66.25;WS50M;a1993
I1340;0;0;0.0001;0.1912;0.9525;0.0947;0.0006;0;0.0008;La31.25Lo66.25;WS50M;a1994
I1341;0;0;0.0001;0.1979;0.9476;0.0918;0.0005;0;0.0008;La31.25Lo66.25;WS50M;a1995
I1342;0;0;0;0.1303;0.9897;0.1296;0.001;0;0.001;La31.25Lo66.25;WS50M;a1996
I1343;0;0;0;0.1253;0.9918;0.1334;0.001;0;0.001;La31.25Lo66.25;WS50M;a1997
I1344;0;0;0;0.1253;0.9918;0.1334;0.001;0;0.001;La31.25Lo66.25;WS50M;a1998
I1345;0;0;0.0001;0.2013;0.9451;0.0903;0.0005;0;0.0008;La31.25Lo66.25;WS50M;a1999
I1346;0;0;0.0001;0.2083;0.9399;0.0875;0.0005;0;0.0008;La31.25Lo66.25;WS50M;a2000
I1347;0;0;0.0001;0.1543;0.9769;0.1136;0.0008;0;0.0009;La31.25Lo66.25;WS50M;a2001
I1348;0;0;0.0001;0.172;0.9658;0.1038;0.0007;0;0.0008;La31.25Lo66.25;WS50M;a2002
I1349;0;0;0.0001;0.1945;0.9501;0.0932;0.0006;0;0.0008;La31.25Lo66.25;WS50M;a2003
I1350;0;0;0;0.0853;0.9997;0.1736;0.0016;0;0.0012;La31.25Lo66.25;WS50M;a2004
I1351;0;0;0;0.1182;0.9946;0.1392;0.0011;0;0.001;La31.25Lo66.25;WS50M;a2005
I1352;0;0;0;0.1205;0.9937;0.1373;0.0011;0;0.001;La31.25Lo66.25;WS50M;a2006
I1353;0;0;0.0002;0.2301;0.9231;0.0796;0.0004;0;0.0007;La31.25Lo66.25;WS50M;a2007
I1354;0;0;0.0002;0.2301;0.9231;0.0796;0.0004;0;0.0007;La31.25Lo66.25;WS50M;a2008
I1355;0;0;0.0001;0.1814;0.9594;0.0991;0.0006;0;0.0008;La31.25Lo66.25;WS50M;a2009
I1356;0;0;0.0001;0.1751;0.9637;0.1022;0.0006;0;0.0008;La31.25Lo66.25;WS50M;a2010
I1357;0;0;0.0001;0.1814;0.9594;0.0991;0.0006;0;0.0008;La31.25Lo66.25;WS50M;a2011
I1358;0;0;0;0.1406;0.9846;0.1223;0.0009;0;0.0009;La31.25Lo66.25;WS50M;a2012
I1359;0;0;0;0.1092;0.9974;0.1473;0.0012;0;0.0011;La31.25Lo66.25;WS50M;a2013
I1360;0;0;0;0.107;0.998;0.1494;0.0012;0;0.0011;La31.25Lo66.25;WS50M;a2014
I1361;0;0;0.0001;0.172;0.9658;0.1038;0.0007;0;0.0008;La31.25Lo66.25;WS50M;a2015
I1362;0;0;0.0001;0.163;0.9716;0.1086;0.0007;0;0.0009;La31.25Lo66.25;WS50M;a2016
I1363;0;0;0.0001;0.1601;0.9734;0.1103;0.0007;0;0.0009;La31.25Lo66.25;WS50M;a2017
I1364;0;0;0.0002;0.2301;0.9231;0.0796;0.0004;0;0.0007;La31.25Lo66.25;WS50M;a2018
I1365;0;0;0.0004;0.2997;0.8662;0.0601;0.0003;0;0.0006;La31.25Lo66.25;WS50M;a2019
I1366;0;0;0.1003;0.9998;0.1786;0.0018;0;0;0.0001;La31.25Lo66.25;WS10M;a1981
