ID;LOCALIDAD;PARAMETRO;ANO;V1_calma;V2_ventolina;V3_brisamuydebil;V4_brisadebilflojo;V5_brisamoderada;V6_brisafresca;V7_brisafuerte;v8_vientofuerte;v9_temporal
ID1782;La28-25_ Lo66-25;WS50M;A2007;0,00;0,00;0,00;0,969565217;0,030434783;0,00;0,00;0,00;0,00
ID1783;La28-25_ Lo66-25;WS50M;A2008;0,00;0,00;0,00;0,852173913;0,147826087;0,00;0,00;0,00;0,00
ID1784;La28-25_ Lo66-25;WS50M;A2009;0,00;0,00;0,00;0,956521739;0,043478261;0,00;0,00;0,00;0,00
ID1785;La28-25_ Lo66-25;WS50M;A2010;0,00;0,00;0,00;0,969565217;0,030434783;0,00;0,00;0,00;0,00
ID1786;La28-25_ Lo66-25;WS50M;A2011;0,00;0,00;0,00;0,904347826;0,095652174;0,00;0,00;0,00;0,00
ID1787;La28-25_ Lo66-25;WS50M;A2012;0,00;0,00;0,00;0,939130435;0,060869565;0,00;0,00;0,00;0,00
ID1788;La28-25_ Lo66-25;WS50M;A2013;0,00;0,00;0,00;0,965217391;0,034782609;0,00;0,00;0,00;0,00
ID1789;La28-25_ Lo66-25;WS50M;A2014;0,00;0,00;0,00;0,782608696;0,217391304;0,00;0,00;0,00;0,00
ID1790;La28-25_ Lo66-25;WS50M;A2015;0,00;0,00;0,148717949;0,847368421;0,00;0,00;0,00;0,00;0,00
ID1791;La28-25_ Lo66-25;WS50M;A2016;0,00;0,00;0,041025641;0,957894737;0,00;0,00;0,00;0,00;0,00
ID1792;La28-25_ Lo66-25;WS50M;A2017;0,00;0,00;0,123076923;0,873684211;0,00;0,00;0,00;0,00;0,00
ID1793;La28-25_ Lo66-25;WS50M;A2018;0,00;0,00;0,323076923;0,668421053;0,00;0,00;0,00;0,00;0,00
ID1794;La28-25_ Lo66-25;WS50M;A2019;0,00;0,00;0,00;0,930434783;0,069565217;0,00;0,00;0,00;0,00
ID1795;La28-25_ Lo66-75;WS10M;A1981;0,00;0,00;0,779487179;0,2;0,00;0,00;0,00;0,00;0,00
ID1796;La28-25_ Lo66-75;WS10M;A1982;0,00;0,00;0,569230769;0,415789474;0,00;0,00;0,00;0,00;0,00
ID1797;La28-25_ Lo66-75;WS10M;A1983;0,00;0,00;0,723076923;0,257894737;0,00;0,00;0,00;0,00;0,00
ID1798;La28-25_ Lo66-75;WS10M;A1984;0,00;0,00;0,676923077;0,305263158;0,00;0,00;0,00;0,00;0,00
ID1799;La28-25_ Lo66-75;WS10M;A1985;0,00;0,00;0,758974359;0,221052632;0,00;0,00;0,00;0,00;0,00
ID1800;La28-25_ Lo66-75;WS10M;A1986;0,00;0,00;0,58974359;0,394736842;0,00;0,00;0,00;0,00;0,00
ID1801;La28-25_ Lo66-75;WS10M;A1987;0,00;0,00;0,707692308;0,273684211;0,00;0,00;0,00;0,00;0,00
ID1802;La28-25_ Lo66-75;WS10M;A1988;0,00;0,00;0,676923077;0,305263158;0,00;0,00;0,00;0,00;0,00
ID1803;La28-25_ Lo66-75;WS10M;A1989;0,00;0,00;0,651282051;0,331578947;0,00;0,00;0,00;0,00;0,00
ID1804;La28-25_ Lo66-75;WS10M;A1990;0,00;0,00;0,815384615;0,163157895;0,00;0,00;0,00;0,00;0,00
ID1805;La28-25_ Lo66-75;WS10M;A1991;0,00;0,00;0,753846154;0,226315789;0,00;0,00;0,00;0,00;0,00
ID1806;La28-25_ Lo66-75;WS10M;A1992;0,00;0,00;0,861538462;0,115789474;0,00;0,00;0,00;0,00;0,00
ID1807;La28-25_ Lo66-75;WS10M;A1993;0,00;0,00;0,733333333;0,247368421;0,00;0,00;0,00;0,00;0,00
ID1808;La28-25_ Lo66-75;WS10M;A1994;0,00;0,00;0,753846154;0,226315789;0,00;0,00;0,00;0,00;0,00
ID1809;La28-25_ Lo66-75;WS10M;A1995;0,00;0,00;0,661538462;0,321052632;0,00;0,00;0,00;0,00;0,00
ID1810;La28-25_ Lo66-75;WS10M;A1996;0,00;0,00;0,733333333;0,247368421;0,00;0,00;0,00;0,00;0,00
ID1811;La28-25_ Lo66-75;WS10M;A1997;0,00;0,00;0,697435897;0,284210526;0,00;0,00;0,00;0,00;0,00
ID1812;La28-25_ Lo66-75;WS10M;A1998;0,00;0,00;0,692307692;0,289473684;0,00;0,00;0,00;0,00;0,00
ID1813;La28-25_ Lo66-75;WS10M;A1999;0,00;0,00;0,733333333;0,247368421;0,00;0,00;0,00;0,00;0,00
ID1814;La28-25_ Lo66-75;WS10M;A2000;0,00;0,00;0,764102564;0,215789474;0,00;0,00;0,00;0,00;0,00
ID1815;La28-25_ Lo66-75;WS10M;A2001;0,00;0,00;0,605128205;0,378947368;0,00;0,00;0,00;0,00;0,00
ID1816;La28-25_ Lo66-75;WS10M;A2002;0,00;0,00;0,774358974;0,205263158;0,00;0,00;0,00;0,00;0,00
ID1817;La28-25_ Lo66-75;WS10M;A2003;0,00;0,00;0,81025641;0,168421053;0,00;0,00;0,00;0,00;0,00
ID1818;La28-25_ Lo66-75;WS10M;A2004;0,00;0,00;0,712820513;0,268421053;0,00;0,00;0,00;0,00;0,00
ID1819;La28-25_ Lo66-75;WS10M;A2005;0,00;0,00;0,697435897;0,284210526;0,00;0,00;0,00;0,00;0,00
ID1820;La28-25_ Lo66-75;WS10M;A2006;0,00;0,00;0,682051282;0,3;0,00;0,00;0,00;0,00;0,00
ID1821;La28-25_ Lo66-75;WS10M;A2007;0,00;0,00;0,753846154;0,226315789;0,00;0,00;0,00;0,00;0,00
ID1822;La28-25_ Lo66-75;WS10M;A2008;0,00;0,00;0,743589744;0,236842105;0,00;0,00;0,00;0,00;0,00
ID1823;La28-25_ Lo66-75;WS10M;A2009;0,00;0,00;0,641025641;0,342105263;0,00;0,00;0,00;0,00;0,00
ID1824;La28-25_ Lo66-75;WS10M;A2010;0,00;0,00;0,723076923;0,257894737;0,00;0,00;0,00;0,00;0,00
ID1825;La28-25_ Lo66-75;WS10M;A2011;0,00;0,00;0,8;0,178947368;0,00;0,00;0,00;0,00;0,00
ID1826;La28-25_ Lo66-75;WS10M;A2012;0,00;0,00;0,656410256;0,326315789;0,00;0,00;0,00;0,00;0,00
ID1827;La28-25_ Lo66-75;WS10M;A2013;0,00;0,00;0,579487179;0,405263158;0,00;0,00;0,00;0,00;0,00
ID1828;La28-25_ Lo66-75;WS10M;A2014;0,00;0,00;0,635897436;0,347368421;0,00;0,00;0,00;0,00;0,00
ID1829;La28-25_ Lo66-75;WS10M;A2015;0,00;0,00;0,671794872;0,310526316;0,00;0,00;0,00;0,00;0,00
ID1830;La28-25_ Lo66-75;WS10M;A2016;0,00;0,00;0,8;0,178947368;0,00;0,00;0,00;0,00;0,00
ID1831;La28-25_ Lo66-75;WS10M;A2017;0,00;0,00;0,784615385;0,194736842;0,00;0,00;0,00;0,00;0,00
ID1832;La28-25_ Lo66-75;WS10M;A2018;0,00;0,00;0,958974359;0,015789474;0,00;0,00;0,00;0,00;0,00
ID1833;La28-25_ Lo66-75;WS10M;A2019;0,00;0,00;0,723076923;0,257894737;0,00;0,00;0,00;0,00;0,00
ID1834;La28-25_ Lo66-75;WS50M;A1981;0,00;0,00;0,374358974;0,615789474;0,00;0,00;0,00;0,00;0,00
ID1835;La28-25_ Lo66-75;WS50M;A1982;0,00;0,00;0,133333333;0,863157895;0,00;0,00;0,00;0,00;0,00
ID1836;La28-25_ Lo66-75;WS50M;A1983;0,00;0,00;0,307692308;0,684210526;0,00;0,00;0,00;0,00;0,00
ID1837;La28-25_ Lo66-75;WS50M;A1984;0,00;0,00;0,225641026;0,768421053;0,00;0,00;0,00;0,00;0,00
ID1838;La28-25_ Lo66-75;WS50M;A1985;0,00;0,00;0,338461538;0,652631579;0,00;0,00;0,00;0,00;0,00
ID1839;La28-25_ Lo66-75;WS50M;A1986;0,00;0,00;0,153846154;0,842105263;0,00;0,00;0,00;0,00;0,00
ID1840;La28-25_ Lo66-75;WS50M;A1987;0,00;0,00;0,261538462;0,731578947;0,00;0,00;0,00;0,00;0,00
ID1841;La28-25_ Lo66-75;WS50M;A1988;0,00;0,00;0,220512821;0,773684211;0,00;0,00;0,00;0,00;0,00
ID1842;La28-25_ Lo66-75;WS50M;A1989;0,00;0,00;0,21025641;0,784210526;0,00;0,00;0,00;0,00;0,00
ID1843;La28-25_ Lo66-75;WS50M;A1990;0,00;0,00;0,415384615;0,573684211;0,00;0,00;0,00;0,00;0,00
ID1844;La28-25_ Lo66-75;WS50M;A1991;0,00;0,00;0,338461538;0,652631579;0,00;0,00;0,00;0,00;0,00
ID1845;La28-25_ Lo66-75;WS50M;A1992;0,00;0,00;0,456410256;0,531578947;0,00;0,00;0,00;0,00;0,00
ID1846;La28-25_ Lo66-75;WS50M;A1993;0,00;0,00;0,307692308;0,684210526;0,00;0,00;0,00;0,00;0,00
ID1847;La28-25_ Lo66-75;WS50M;A1994;0,00;0,00;0,312820513;0,678947368;0,00;0,00;0,00;0,00;0,00
ID1848;La28-25_ Lo66-75;WS50M;A1995;0,00;0,00;0,184615385;0,810526316;0,00;0,00;0,00;0,00;0,00
ID1849;La28-25_ Lo66-75;WS50M;A1996;0,00;0,00;0,292307692;0,7;0,00;0,00;0,00;0,00;0,00
ID1850;La28-25_ Lo66-75;WS50M;A1997;0,00;0,00;0,261538462;0,731578947;0,00;0,00;0,00;0,00;0,00
ID1851;La28-25_ Lo66-75;WS50M;A1998;0,00;0,00;0,256410256;0,736842105;0,00;0,00;0,00;0,00;0,00
ID1852;La28-25_ Lo66-75;WS50M;A1999;0,00;0,00;0,256410256;0,736842105;0,00;0,00;0,00;0,00;0,00
ID1853;La28-25_ Lo66-75;WS50M;A2000;0,00;0,00;0,317948718;0,673684211;0,00;0,00;0,00;0,00;0,00
ID1854;La28-25_ Lo66-75;WS50M;A2001;0,00;0,00;0,179487179;0,815789474;0,00;0,00;0,00;0,00;0,00
ID1855;La28-25_ Lo66-75;WS50M;A2002;0,00;0,00;0,348717949;0,642105263;0,00;0,00;0,00;0,00;0,00
ID1856;La28-25_ Lo66-75;WS50M;A2003;0,00;0,00;0,415384615;0,573684211;0,00;0,00;0,00;0,00;0,00
ID1857;La28-25_ Lo66-75;WS50M;A2004;0,00;0,00;0,256410256;0,736842105;0,00;0,00;0,00;0,00;0,00
ID1858;La28-25_ Lo66-75;WS50M;A2005;0,00;0,00;0,261538462;0,731578947;0,00;0,00;0,00;0,00;0,00
ID1859;La28-25_ Lo66-75;WS50M;A2006;0,00;0,00;0,215384615;0,778947368;0,00;0,00;0,00;0,00;0,00
ID1860;La28-25_ Lo66-75;WS50M;A2007;0,00;0,00;0,333333333;0,657894737;0,00;0,00;0,00;0,00;0,00
ID1861;La28-25_ Lo66-75;WS50M;A2008;0,00;0,00;0,297435897;0,694736842;0,00;0,00;0,00;0,00;0,00
ID1862;La28-25_ Lo66-75;WS50M;A2009;0,00;0,00;0,194871795;0,8;0,00;0,00;0,00;0,00;0,00
ID1863;La28-25_ Lo66-75;WS50M;A2010;0,00;0,00;0,261538462;0,731578947;0,00;0,00;0,00;0,00;0,00
ID1864;La28-25_ Lo66-75;WS50M;A2011;0,00;0,00;0,364102564;0,626315789;0,00;0,00;0,00;0,00;0,00
ID1865;La28-25_ Lo66-75;WS50M;A2012;0,00;0,00;0,21025641;0,784210526;0,00;0,00;0,00;0,00;0,00
ID1866;La28-25_ Lo66-75;WS50M;A2013;0,00;0,00;0,133333333;0,863157895;0,00;0,00;0,00;0,00;0,00
ID1867;La28-25_ Lo66-75;WS50M;A2014;0,00;0,00;0,153846154;0,842105263;0,00;0,00;0,00;0,00;0,00
ID1868;La28-25_ Lo66-75;WS50M;A2015;0,00;0,00;0,246153846;0,747368421;0,00;0,00;0,00;0,00;0,00
ID1869;La28-25_ Lo66-75;WS50M;A2016;0,00;0,00;0,379487179;0,610526316;0,00;0,00;0,00;0,00;0,00
ID1870;La28-25_ Lo66-75;WS50M;A2017;0,00;0,00;0,38974359;0,6;0,00;0,00;0,00;0,00;0,00
ID1871;La28-25_ Lo66-75;WS50M;A2018;0,00;0,00;0,584615385;0,4;0,00;0,00;0,00;0,00;0,00
ID1872;La28-25_ Lo66-75;WS50M;A2019;0,00;0,00;0,276923077;0,715789474;0,00;0,00;0,00;0,00;0,00
ID1873;La28-25_ Lo67-25;WS10M;A1981;0,00;0,00;0,948717949;0,026315789;0,00;0,00;0,00;0,00;0,00
ID1874;La28-25_ Lo67-25;WS10M;A1982;0,00;0,00;0,794871795;0,184210526;0,00;0,00;0,00;0,00;0,00
ID1875;La28-25_ Lo67-25;WS10M;A1983;0,00;0,032258065;0,967741935;0,00;0,00;0,00;0,00;0,00;0,00
ID1876;La28-25_ Lo67-25;WS10M;A1984;0,00;0,00;0,871794872;0,105263158;0,00;0,00;0,00;0,00;0,00
ID1877;La28-25_ Lo67-25;WS10M;A1985;0,00;0,00;0,902564103;0,073684211;0,00;0,00;0,00;0,00;0,00
ID1878;La28-25_ Lo67-25;WS10M;A1986;0,00;0,00;0,78974359;0,189473684;0,00;0,00;0,00;0,00;0,00
ID1879;La28-25_ Lo67-25;WS10M;A1987;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
ID1880;La28-25_ Lo67-25;WS10M;A1988;0,00;0,00;0,861538462;0,115789474;0,00;0,00;0,00;0,00;0,00
ID1881;La28-25_ Lo67-25;WS10M;A1989;0,00;0,00;0,958974359;0,015789474;0,00;0,00;0,00;0,00;0,00
ID1882;La28-25_ Lo67-25;WS10M;A1990;0,00;0,025806452;0,974193548;0,00;0,00;0,00;0,00;0,00;0,00
ID1883;La28-25_ Lo67-25;WS10M;A1991;0,00;0,00;0,953846154;0,021052632;0,00;0,00;0,00;0,00;0,00
ID1884;La28-25_ Lo67-25;WS10M;A1992;0,00;0,00;0,953846154;0,021052632;0,00;0,00;0,00;0,00;0,00
ID1885;La28-25_ Lo67-25;WS10M;A1993;0,00;0,00;0,907692308;0,068421053;0,00;0,00;0,00;0,00;0,00
ID1886;La28-25_ Lo67-25;WS10M;A1994;0,00;0,00;0,938461538;0,036842105;0,00;0,00;0,00;0,00;0,00
ID1887;La28-25_ Lo67-25;WS10M;A1995;0,00;0,00;0,856410256;0,121052632;0,00;0,00;0,00;0,00;0,00
ID1888;La28-25_ Lo67-25;WS10M;A1996;0,00;0,00;0,882051282;0,094736842;0,00;0,00;0,00;0,00;0,00
ID1889;La28-25_ Lo67-25;WS10M;A1997;0,00;0,00;0,974358974;0,00;0,00;0,00;0,00;0,00;0,00
ID1890;La28-25_ Lo67-25;WS10M;A1998;0,00;0,00;0,943589744;0,031578947;0,00;0,00;0,00;0,00;0,00
ID1891;La28-25_ Lo67-25;WS10M;A1999;0,00;0,00;0,846153846;0,131578947;0,00;0,00;0,00;0,00;0,00
ID1892;La28-25_ Lo67-25;WS10M;A2000;0,00;0,00;0,861538462;0,115789474;0,00;0,00;0,00;0,00;0,00
ID1893;La28-25_ Lo67-25;WS10M;A2001;0,00;0,00;0,758974359;0,221052632;0,00;0,00;0,00;0,00;0,00
ID1894;La28-25_ Lo67-25;WS10M;A2002;0,00;0,00;0,917948718;0,057894737;0,00;0,00;0,00;0,00;0,00
ID1895;La28-25_ Lo67-25;WS10M;A2003;0,00;0,00;0,98974359;0,00;0,00;0,00;0,00;0,00;0,00
ID1896;La28-25_ Lo67-25;WS10M;A2004;0,00;0,00;0,851282051;0,126315789;0,00;0,00;0,00;0,00;0,00
ID1897;La28-25_ Lo67-25;WS10M;A2005;0,00;0,00;0,912820513;0,063157895;0,00;0,00;0,00;0,00;0,00
ID1898;La28-25_ Lo67-25;WS10M;A2006;0,00;0,00;0,897435897;0,078947368;0,00;0,00;0,00;0,00;0,00
ID1899;La28-25_ Lo67-25;WS10M;A2007;0,00;0,00;0,933333333;0,042105263;0,00;0,00;0,00;0,00;0,00
ID1900;La28-25_ Lo67-25;WS10M;A2008;0,00;0,00;0,928205128;0,047368421;0,00;0,00;0,00;0,00;0,00
ID1901;La28-25_ Lo67-25;WS10M;A2009;0,00;0,00;0,856410256;0,121052632;0,00;0,00;0,00;0,00;0,00
ID1902;La28-25_ Lo67-25;WS10M;A2010;0,00;0,058064516;0,941935484;0,00;0,00;0,00;0,00;0,00;0,00
ID1903;La28-25_ Lo67-25;WS10M;A2011;0,00;0,025806452;0,974193548;0,00;0,00;0,00;0,00;0,00;0,00
ID1904;La28-25_ Lo67-25;WS10M;A2012;0,00;0,00;0,876923077;0,1;0,00;0,00;0,00;0,00;0,00
ID1905;La28-25_ Lo67-25;WS10M;A2013;0,00;0,00;0,815384615;0,163157895;0,00;0,00;0,00;0,00;0,00
ID1906;La28-25_ Lo67-25;WS10M;A2014;0,00;0,00;0,882051282;0,094736842;0,00;0,00;0,00;0,00;0,00
ID1907;La28-25_ Lo67-25;WS10M;A2015;0,00;0,122580645;0,877419355;0,00;0,00;0,00;0,00;0,00;0,00
ID1908;La28-25_ Lo67-25;WS10M;A2016;0,00;0,00;0,902564103;0,073684211;0,00;0,00;0,00;0,00;0,00
ID1909;La28-25_ Lo67-25;WS10M;A2017;0,00;0,00;0,943589744;0,031578947;0,00;0,00;0,00;0,00;0,00
ID1910;La28-25_ Lo67-25;WS10M;A2018;0,00;0,096774194;0,903225806;0,00;0,00;0,00;0,00;0,00;0,00
ID1911;La28-25_ Lo67-25;WS10M;A2019;0,00;0,00;0,897435897;0,078947368;0,00;0,00;0,00;0,00;0,00
ID1912;La28-25_ Lo67-25;WS50M;A1981;0,00;0,00;0,743589744;0,236842105;0,00;0,00;0,00;0,00;0,00
ID1913;La28-25_ Lo67-25;WS50M;A1982;0,00;0,00;0,579487179;0,405263158;0,00;0,00;0,00;0,00;0,00
ID1914;La28-25_ Lo67-25;WS50M;A1983;0,00;0,00;0,794871795;0,184210526;0,00;0,00;0,00;0,00;0,00
ID1915;La28-25_ Lo67-25;WS50M;A1984;0,00;0,00;0,605128205;0,378947368;0,00;0,00;0,00;0,00;0,00
ID1916;La28-25_ Lo67-25;WS50M;A1985;0,00;0,00;0,682051282;0,3;0,00;0,00;0,00;0,00;0,00
ID1917;La28-25_ Lo67-25;WS50M;A1986;0,00;0,00;0,548717949;0,436842105;0,00;0,00;0,00;0,00;0,00
ID1918;La28-25_ Lo67-25;WS50M;A1987;0,00;0,00;0,728205128;0,252631579;0,00;0,00;0,00;0,00;0,00
ID1919;La28-25_ Lo67-25;WS50M;A1988;0,00;0,00;0,605128205;0,378947368;0,00;0,00;0,00;0,00;0,00
ID1920;La28-25_ Lo67-25;WS50M;A1989;0,00;0,00;0,723076923;0,257894737;0,00;0,00;0,00;0,00;0,00
ID1921;La28-25_ Lo67-25;WS50M;A1990;0,00;0,00;0,815384615;0,163157895;0,00;0,00;0,00;0,00;0,00
ID1922;La28-25_ Lo67-25;WS50M;A1991;0,00;0,00;0,728205128;0,252631579;0,00;0,00;0,00;0,00;0,00
ID1923;La28-25_ Lo67-25;WS50M;A1992;0,00;0,00;0,712820513;0,268421053;0,00;0,00;0,00;0,00;0,00
ID1924;La28-25_ Lo67-25;WS50M;A1993;0,00;0,00;0,671794872;0,310526316;0,00;0,00;0,00;0,00;0,00
ID1925;La28-25_ Lo67-25;WS50M;A1994;0,00;0,00;0,707692308;0,273684211;0,00;0,00;0,00;0,00;0,00
ID1926;La28-25_ Lo67-25;WS50M;A1995;0,00;0,00;0,6;0,384210526;0,00;0,00;0,00;0,00;0,00
ID1927;La28-25_ Lo67-25;WS50M;A1996;0,00;0,00;0,635897436;0,347368421;0,00;0,00;0,00;0,00;0,00
ID1928;La28-25_ Lo67-25;WS50M;A1997;0,00;0,00;0,728205128;0,252631579;0,00;0,00;0,00;0,00;0,00
ID1929;La28-25_ Lo67-25;WS50M;A1998;0,00;0,00;0,723076923;0,257894737;0,00;0,00;0,00;0,00;0,00
ID1930;La28-25_ Lo67-25;WS50M;A1999;0,00;0,00;0,543589744;0,442105263;0,00;0,00;0,00;0,00;0,00
ID1931;La28-25_ Lo67-25;WS50M;A2000;0,00;0,00;0,579487179;0,405263158;0,00;0,00;0,00;0,00;0,00
ID1932;La28-25_ Lo67-25;WS50M;A2001;0,00;0,00;0,528205128;0,457894737;0,00;0,00;0,00;0,00;0,00
ID1933;La28-25_ Lo67-25;WS50M;A2002;0,00;0,00;0,676923077;0,305263158;0,00;0,00;0,00;0,00;0,00
ID1934;La28-25_ Lo67-25;WS50M;A2003;0,00;0,00;0,78974359;0,189473684;0,00;0,00;0,00;0,00;0,00
ID1935;La28-25_ Lo67-25;WS50M;A2004;0,00;0,00;0,6;0,384210526;0,00;0,00;0,00;0,00;0,00
ID1936;La28-25_ Lo67-25;WS50M;A2005;0,00;0,00;0,676923077;0,305263158;0,00;0,00;0,00;0,00;0,00
ID1937;La28-25_ Lo67-25;WS50M;A2006;0,00;0,00;0,646153846;0,336842105;0,00;0,00;0,00;0,00;0,00
ID1938;La28-25_ Lo67-25;WS50M;A2007;0,00;0,00;0,707692308;0,273684211;0,00;0,00;0,00;0,00;0,00
ID1939;La28-25_ Lo67-25;WS50M;A2008;0,00;0,00;0,707692308;0,273684211;0,00;0,00;0,00;0,00;0,00
ID1940;La28-25_ Lo67-25;WS50M;A2009;0,00;0,00;0,6;0,384210526;0,00;0,00;0,00;0,00;0,00
ID1941;La28-25_ Lo67-25;WS50M;A2010;0,00;0,00;0,820512821;0,157894737;0,00;0,00;0,00;0,00;0,00
ID1942;La28-25_ Lo67-25;WS50M;A2011;0,00;0,00;0,784615385;0,194736842;0,00;0,00;0,00;0,00;0,00
ID1943;La28-25_ Lo67-25;WS50M;A2012;0,00;0,00;0,635897436;0,347368421;0,00;0,00;0,00;0,00;0,00
ID1944;La28-25_ Lo67-25;WS50M;A2013;0,00;0,00;0,594871795;0,389473684;0,00;0,00;0,00;0,00;0,00
ID1945;La28-25_ Lo67-25;WS50M;A2014;0,00;0,00;0,615384615;0,368421053;0,00;0,00;0,00;0,00;0,00
ID1946;La28-25_ Lo67-25;WS50M;A2015;0,00;0,00;0,871794872;0,105263158;0,00;0,00;0,00;0,00;0,00
ID1947;La28-25_ Lo67-25;WS50M;A2016;0,00;0,00;0,687179487;0,294736842;0,00;0,00;0,00;0,00;0,00
ID1948;La28-25_ Lo67-25;WS50M;A2017;0,00;0,00;0,717948718;0,263157895;0,00;0,00;0,00;0,00;0,00
ID1949;La28-25_ Lo67-25;WS50M;A2018;0,00;0,00;0,856410256;0,121052632;0,00;0,00;0,00;0,00;0,00
ID1950;La28-25_ Lo67-25;WS50M;A2019;0,00;0,00;0,676923077;0,305263158;0,00;0,00;0,00;0,00;0,00
ID1951;La28-25_ Lo67-75;WS10M;A1981;0,00;0,109677419;0,890322581;0,00;0,00;0,00;0,00;0,00;0,00
ID1952;La28-25_ Lo67-75;WS10M;A1982;0,00;0,058064516;0,941935484;0,00;0,00;0,00;0,00;0,00;0,00
ID1953;La28-25_ Lo67-75;WS10M;A1983;0,00;0,00;0,958974359;0,015789474;0,00;0,00;0,00;0,00;0,00
ID1954;La28-25_ Lo67-75;WS10M;A1984;0,00;0,00;0,897435897;0,078947368;0,00;0,00;0,00;0,00;0,00
ID1955;La28-25_ Lo67-75;WS10M;A1985;0,00;0,00;0,958974359;0,015789474;0,00;0,00;0,00;0,00;0,00
ID1956;La28-25_ Lo67-75;WS10M;A1986;0,00;0,00;0,841025641;0,136842105;0,00;0,00;0,00;0,00;0,00
ID1957;La28-25_ Lo67-75;WS10M;A1987;0,00;0,00;0,907692308;0,068421053;0,00;0,00;0,00;0,00;0,00
ID1958;La28-25_ Lo67-75;WS10M;A1988;0,00;0,038709677;0,961290323;0,00;0,00;0,00;0,00;0,00;0,00
ID1959;La28-25_ Lo67-75;WS10M;A1989;0,00;0,00;0,964102564;0,010526316;0,00;0,00;0,00;0,00;0,00
ID1960;La28-25_ Lo67-75;WS10M;A1990;0,00;0,161290323;0,838709677;0,00;0,00;0,00;0,00;0,00;0,00
ID1961;La28-25_ Lo67-75;WS10M;A1991;0,00;0,025806452;0,974193548;0,00;0,00;0,00;0,00;0,00;0,00
ID1962;La28-25_ Lo67-75;WS10M;A1992;0,00;0,00;0,897435897;0,078947368;0,00;0,00;0,00;0,00;0,00
ID1963;La28-25_ Lo67-75;WS10M;A1993;0,00;0,096774194;0,903225806;0,00;0,00;0,00;0,00;0,00;0,00
ID1964;La28-25_ Lo67-75;WS10M;A1994;0,00;0,051612903;0,948387097;0,00;0,00;0,00;0,00;0,00;0,00
ID1965;La28-25_ Lo67-75;WS10M;A1995;0,00;0,00;0,964102564;0,010526316;0,00;0,00;0,00;0,00;0,00
ID1966;La28-25_ Lo67-75;WS10M;A1996;0,00;0,00;0,912820513;0,063157895;0,00;0,00;0,00;0,00;0,00
ID1967;La28-25_ Lo67-75;WS10M;A1997;0,00;0,00;0,876923077;0,1;0,00;0,00;0,00;0,00;0,00
ID1968;La28-25_ Lo67-75;WS10M;A1998;0,00;0,019354839;0,980645161;0,00;0,00;0,00;0,00;0,00;0,00
ID1969;La28-25_ Lo67-75;WS10M;A1999;0,00;0,00;0,784615385;0,194736842;0,00;0,00;0,00;0,00;0,00
ID1970;La28-25_ Lo67-75;WS10M;A2000;0,00;0,00;0,882051282;0,094736842;0,00;0,00;0,00;0,00;0,00
ID1971;La28-25_ Lo67-75;WS10M;A2001;0,00;0,038709677;0,961290323;0,00;0,00;0,00;0,00;0,00;0,00
ID1972;La28-25_ Lo67-75;WS10M;A2002;0,00;0,025806452;0,974193548;0,00;0,00;0,00;0,00;0,00;0,00
ID1973;La28-25_ Lo67-75;WS10M;A2003;0,00;0,064516129;0,935483871;0,00;0,00;0,00;0,00;0,00;0,00
ID1974;La28-25_ Lo67-75;WS10M;A2004;0,00;0,012903226;0,987096774;0,00;0,00;0,00;0,00;0,00;0,00
ID1975;La28-25_ Lo67-75;WS10M;A2005;0,00;0,00;0,938461538;0,036842105;0,00;0,00;0,00;0,00;0,00
ID1976;La28-25_ Lo67-75;WS10M;A2006;0,00;0,058064516;0,941935484;0,00;0,00;0,00;0,00;0,00;0,00
ID1977;La28-25_ Lo67-75;WS10M;A2007;0,00;0,129032258;0,870967742;0,00;0,00;0,00;0,00;0,00;0,00
ID1978;La28-25_ Lo67-75;WS10M;A2008;0,00;0,090322581;0,909677419;0,00;0,00;0,00;0,00;0,00;0,00
ID1979;La28-25_ Lo67-75;WS10M;A2009;0,00;0,00;0,897435897;0,078947368;0,00;0,00;0,00;0,00;0,00
ID1980;La28-25_ Lo67-75;WS10M;A2010;0,00;0,15483871;0,84516129;0,00;0,00;0,00;0,00;0,00;0,00
ID1981;La28-25_ Lo67-75;WS10M;A2011;0,00;0,00;0,98974359;0,00;0,00;0,00;0,00;0,00;0,00
ID1982;La28-25_ Lo67-75;WS10M;A2012;0,00;0,00;0,923076923;0,052631579;0,00;0,00;0,00;0,00;0,00
ID1983;La28-25_ Lo67-75;WS10M;A2013;0,00;0,206451613;0,793548387;0,00;0,00;0,00;0,00;0,00;0,00
ID1984;La28-25_ Lo67-75;WS10M;A2014;0,00;0,00;0,953846154;0,021052632;0,00;0,00;0,00;0,00;0,00
ID1985;La28-25_ Lo67-75;WS10M;A2015;0,00;0,00;0,892307692;0,084210526;0,00;0,00;0,00;0,00;0,00
ID1986;La28-25_ Lo67-75;WS10M;A2016;0,00;0,00;0,994871795;0,00;0,00;0,00;0,00;0,00;0,00
ID1987;La28-25_ Lo67-75;WS10M;A2017;0,00;0,051612903;0,948387097;0,00;0,00;0,00;0,00;0,00;0,00
ID1988;La28-25_ Lo67-75;WS10M;A2018;0,00;0,025806452;0,974193548;0,00;0,00;0,00;0,00;0,00;0,00
