ID;LOCALIDAD;PARAMETRO;ANO;V1_calma;V2_ventolina;V3_brisamuydebil;V4_brisadebilflojo;V5_brisamoderada;V6_brisafresca;V7_brisafuerte;v8_vientofuerte;v9_temporal
ID3887;La29-25_ Lo69-75;WS50M;A2006;0,00;0,00;0,00;0,465217391;0,534782609;0,00;0,00;0,00;0,00
ID3888;La29-25_ Lo69-75;WS50M;A2007;0,00;0,00;0,00;0,182608696;0,817391304;0,00;0,00;0,00;0,00
ID3889;La29-25_ Lo69-75;WS50M;A2008;0,00;0,00;0,00;0,347826087;0,652173913;0,00;0,00;0,00;0,00
ID3890;La29-25_ Lo69-75;WS50M;A2009;0,00;0,00;0,00;0,00;0,958490566;0,041509434;0,00;0,00;0,00
ID3891;La29-25_ Lo69-75;WS50M;A2010;0,00;0,00;0,00;0,213043478;0,786956522;0,00;0,00;0,00;0,00
ID3892;La29-25_ Lo69-75;WS50M;A2011;0,00;0,00;0,00;0,947826087;0,052173913;0,00;0,00;0,00;0,00
ID3893;La29-25_ Lo69-75;WS50M;A2012;0,00;0,00;0,00;0,239130435;0,760869565;0,00;0,00;0,00;0,00
ID3894;La29-25_ Lo69-75;WS50M;A2013;0,00;0,00;0,00;0,082608696;0,917391304;0,00;0,00;0,00;0,00
ID3895;La29-25_ Lo69-75;WS50M;A2014;0,00;0,00;0,00;0,00;0,645283019;0,354716981;0,00;0,00;0,00
ID3896;La29-25_ Lo69-75;WS50M;A2015;0,00;0,00;0,00;0,00;0,750943396;0,249056604;0,00;0,00;0,00
ID3897;La29-25_ Lo69-75;WS50M;A2016;0,00;0,00;0,00;0,917391304;0,082608696;0,00;0,00;0,00;0,00
ID3898;La29-25_ Lo69-75;WS50M;A2017;0,00;0,00;0,00;0,295652174;0,704347826;0,00;0,00;0,00;0,00
ID3899;La29-25_ Lo69-75;WS50M;A2018;0,00;0,00;0,00;0,782608696;0,217391304;0,00;0,00;0,00;0,00
ID3900;La29-25_ Lo69-75;WS50M;A2019;0,00;0,00;0,00;0,00;0,901886792;0,098113208;0,00;0,00;0,00
ID3901;La29-75_ Lo65-25;WS10M;A1981;0,00;0,00;0,358974359;0,631578947;0,00;0,00;0,00;0,00;0,00
ID3902;La29-75_ Lo65-25;WS10M;A1982;0,00;0,00;0,00;0,87826087;0,12173913;0,00;0,00;0,00;0,00
ID3903;La29-75_ Lo65-25;WS10M;A1983;0,00;0,00;0,00;0,995652174;0,004347826;0,00;0,00;0,00;0,00
ID3904;La29-75_ Lo65-25;WS10M;A1984;0,00;0,00;0,00;0,882608696;0,117391304;0,00;0,00;0,00;0,00
ID3905;La29-75_ Lo65-25;WS10M;A1985;0,00;0,00;0,00;0,965217391;0,034782609;0,00;0,00;0,00;0,00
ID3906;La29-75_ Lo65-25;WS10M;A1986;0,00;0,00;0,00;0,847826087;0,152173913;0,00;0,00;0,00;0,00
ID3907;La29-75_ Lo65-25;WS10M;A1987;0,00;0,00;0,00;0,947826087;0,052173913;0,00;0,00;0,00;0,00
ID3908;La29-75_ Lo65-25;WS10M;A1988;0,00;0,00;0,00;0,886956522;0,113043478;0,00;0,00;0,00;0,00
ID3909;La29-75_ Lo65-25;WS10M;A1989;0,00;0,00;0,00;0,913043478;0,086956522;0,00;0,00;0,00;0,00
ID3910;La29-75_ Lo65-25;WS10M;A1990;0,00;0,00;0,205128205;0,789473684;0,00;0,00;0,00;0,00;0,00
ID3911;La29-75_ Lo65-25;WS10M;A1991;0,00;0,00;0,00;0,934782609;0,065217391;0,00;0,00;0,00;0,00
ID3912;La29-75_ Lo65-25;WS10M;A1992;0,00;0,00;0,071794872;0,926315789;0,00;0,00;0,00;0,00;0,00
ID3913;La29-75_ Lo65-25;WS10M;A1993;0,00;0,00;0,241025641;0,752631579;0,00;0,00;0,00;0,00;0,00
ID3914;La29-75_ Lo65-25;WS10M;A1994;0,00;0,00;0,00;0,956521739;0,043478261;0,00;0,00;0,00;0,00
ID3915;La29-75_ Lo65-25;WS10M;A1995;0,00;0,00;0,00;0,969565217;0,030434783;0,00;0,00;0,00;0,00
ID3916;La29-75_ Lo65-25;WS10M;A1996;0,00;0,00;0,076923077;0,921052632;0,00;0,00;0,00;0,00;0,00
ID3917;La29-75_ Lo65-25;WS10M;A1997;0,00;0,00;0,00;0,943478261;0,056521739;0,00;0,00;0,00;0,00
ID3918;La29-75_ Lo65-25;WS10M;A1998;0,00;0,00;0,00;0,934782609;0,065217391;0,00;0,00;0,00;0,00
ID3919;La29-75_ Lo65-25;WS10M;A1999;0,00;0,00;0,00;0,973913043;0,026086957;0,00;0,00;0,00;0,00
ID3920;La29-75_ Lo65-25;WS10M;A2000;0,00;0,00;0,00;0,956521739;0,043478261;0,00;0,00;0,00;0,00
ID3921;La29-75_ Lo65-25;WS10M;A2001;0,00;0,00;0,00;0,891304348;0,108695652;0,00;0,00;0,00;0,00
ID3922;La29-75_ Lo65-25;WS10M;A2002;0,00;0,00;0,00;0,995652174;0,004347826;0,00;0,00;0,00;0,00
ID3923;La29-75_ Lo65-25;WS10M;A2003;0,00;0,00;0,056410256;0,942105263;0,00;0,00;0,00;0,00;0,00
ID3924;La29-75_ Lo65-25;WS10M;A2004;0,00;0,00;0,128205128;0,868421053;0,00;0,00;0,00;0,00;0,00
ID3925;La29-75_ Lo65-25;WS10M;A2005;0,00;0,00;0,00;0,765217391;0,234782609;0,00;0,00;0,00;0,00
ID3926;La29-75_ Lo65-25;WS10M;A2006;0,00;0,00;0,00;0,873913043;0,126086957;0,00;0,00;0,00;0,00
ID3927;La29-75_ Lo65-25;WS10M;A2007;0,00;0,00;0,061538462;0,936842105;0,00;0,00;0,00;0,00;0,00
ID3928;La29-75_ Lo65-25;WS10M;A2008;0,00;0,00;0,00;0,860869565;0,139130435;0,00;0,00;0,00;0,00
ID3929;La29-75_ Lo65-25;WS10M;A2009;0,00;0,00;0,117948718;0,878947368;0,00;0,00;0,00;0,00;0,00
ID3930;La29-75_ Lo65-25;WS10M;A2010;0,00;0,00;0,00;0,817391304;0,182608696;0,00;0,00;0,00;0,00
ID3931;La29-75_ Lo65-25;WS10M;A2011;0,00;0,00;0,00;0,830434783;0,169565217;0,00;0,00;0,00;0,00
ID3932;La29-75_ Lo65-25;WS10M;A2012;0,00;0,00;0,066666667;0,931578947;0,00;0,00;0,00;0,00;0,00
ID3933;La29-75_ Lo65-25;WS10M;A2013;0,00;0,00;0,01025641;0,989473684;0,00;0,00;0,00;0,00;0,00
ID3934;La29-75_ Lo65-25;WS10M;A2014;0,00;0,00;0,00;0,895652174;0,104347826;0,00;0,00;0,00;0,00
ID3935;La29-75_ Lo65-25;WS10M;A2015;0,00;0,00;0,276923077;0,715789474;0,00;0,00;0,00;0,00;0,00
ID3936;La29-75_ Lo65-25;WS10M;A2016;0,00;0,00;0,00;0,943478261;0,056521739;0,00;0,00;0,00;0,00
ID3937;La29-75_ Lo65-25;WS10M;A2017;0,00;0,00;0,066666667;0,931578947;0,00;0,00;0,00;0,00;0,00
ID3938;La29-75_ Lo65-25;WS10M;A2018;0,00;0,00;0,348717949;0,642105263;0,00;0,00;0,00;0,00;0,00
ID3939;La29-75_ Lo65-25;WS10M;A2019;0,00;0,00;0,071794872;0,926315789;0,00;0,00;0,00;0,00;0,00
ID3940;La29-75_ Lo65-25;WS50M;A1981;0,00;0,00;0,00;0,395652174;0,604347826;0,00;0,00;0,00;0,00
ID3941;La29-75_ Lo65-25;WS50M;A1982;0,00;0,00;0,00;0,00;0,977358491;0,022641509;0,00;0,00;0,00
ID3942;La29-75_ Lo65-25;WS50M;A1983;0,00;0,00;0,00;0,02173913;0,97826087;0,00;0,00;0,00;0,00
ID3943;La29-75_ Lo65-25;WS50M;A1984;0,00;0,00;0,00;0,00;0,932075472;0,067924528;0,00;0,00;0,00
ID3944;La29-75_ Lo65-25;WS50M;A1985;0,00;0,00;0,00;0,043478261;0,956521739;0,00;0,00;0,00;0,00
ID3945;La29-75_ Lo65-25;WS50M;A1986;0,00;0,00;0,00;0,00;0,894339623;0,105660377;0,00;0,00;0,00
ID3946;La29-75_ Lo65-25;WS50M;A1987;0,00;0,00;0,00;0,00;0,954716981;0,045283019;0,00;0,00;0,00
ID3947;La29-75_ Lo65-25;WS50M;A1988;0,00;0,00;0,00;0,00;0,958490566;0,041509434;0,00;0,00;0,00
ID3948;La29-75_ Lo65-25;WS50M;A1989;0,00;0,00;0,00;0,00;0,966037736;0,033962264;0,00;0,00;0,00
ID3949;La29-75_ Lo65-25;WS50M;A1990;0,00;0,00;0,00;0,186956522;0,813043478;0,00;0,00;0,00;0,00
ID3950;La29-75_ Lo65-25;WS50M;A1991;0,00;0,00;0,00;0,00;0,99245283;0,00754717;0,00;0,00;0,00
ID3951;La29-75_ Lo65-25;WS50M;A1992;0,00;0,00;0,00;0,056521739;0,943478261;0,00;0,00;0,00;0,00
ID3952;La29-75_ Lo65-25;WS50M;A1993;0,00;0,00;0,00;0,273913043;0,726086957;0,00;0,00;0,00;0,00
ID3953;La29-75_ Lo65-25;WS50M;A1994;0,00;0,00;0,00;0,034782609;0,965217391;0,00;0,00;0,00;0,00
ID3954;La29-75_ Lo65-25;WS50M;A1995;0,00;0,00;0,00;0,008695652;0,991304348;0,00;0,00;0,00;0,00
ID3955;La29-75_ Lo65-25;WS50M;A1996;0,00;0,00;0,00;0,113043478;0,886956522;0,00;0,00;0,00;0,00
ID3956;La29-75_ Lo65-25;WS50M;A1997;0,00;0,00;0,00;0,1;0,9;0,00;0,00;0,00;0,00
ID3957;La29-75_ Lo65-25;WS50M;A1998;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
ID3958;La29-75_ Lo65-25;WS50M;A1999;0,00;0,00;0,00;0,07826087;0,92173913;0,00;0,00;0,00;0,00
ID3959;La29-75_ Lo65-25;WS50M;A2000;0,00;0,00;0,00;0,00;0,977358491;0,022641509;0,00;0,00;0,00
ID3960;La29-75_ Lo65-25;WS50M;A2001;0,00;0,00;0,00;0,030434783;0,969565217;0,00;0,00;0,00;0,00
ID3961;La29-75_ Lo65-25;WS50M;A2002;0,00;0,00;0,00;0,026086957;0,973913043;0,00;0,00;0,00;0,00
ID3962;La29-75_ Lo65-25;WS50M;A2003;0,00;0,00;0,00;0,143478261;0,856521739;0,00;0,00;0,00;0,00
ID3963;La29-75_ Lo65-25;WS50M;A2004;0,00;0,00;0,00;0,239130435;0,760869565;0,00;0,00;0,00;0,00
ID3964;La29-75_ Lo65-25;WS50M;A2005;0,00;0,00;0,00;0,00;0,81509434;0,18490566;0,00;0,00;0,00
ID3965;La29-75_ Lo65-25;WS50M;A2006;0,00;0,00;0,00;0,00;0,913207547;0,086792453;0,00;0,00;0,00
ID3966;La29-75_ Lo65-25;WS50M;A2007;0,00;0,00;0,00;0,156521739;0,843478261;0,00;0,00;0,00;0,00
ID3967;La29-75_ Lo65-25;WS50M;A2008;0,00;0,00;0,00;0,00;0,939622642;0,060377358;0,00;0,00;0,00
ID3968;La29-75_ Lo65-25;WS50M;A2009;0,00;0,00;0,00;0,256521739;0,743478261;0,00;0,00;0,00;0,00
ID3969;La29-75_ Lo65-25;WS50M;A2010;0,00;0,00;0,00;0,00;0,901886792;0,098113208;0,00;0,00;0,00
ID3970;La29-75_ Lo65-25;WS50M;A2011;0,00;0,00;0,00;0,00;0,852830189;0,147169811;0,00;0,00;0,00
ID3971;La29-75_ Lo65-25;WS50M;A2012;0,00;0,00;0,00;0,230434783;0,769565217;0,00;0,00;0,00;0,00
ID3972;La29-75_ Lo65-25;WS50M;A2013;0,00;0,00;0,00;0,147826087;0,852173913;0,00;0,00;0,00;0,00
ID3973;La29-75_ Lo65-25;WS50M;A2014;0,00;0,00;0,00;0,026086957;0,973913043;0,00;0,00;0,00;0,00
ID3974;La29-75_ Lo65-25;WS50M;A2015;0,00;0,00;0,00;0,452173913;0,547826087;0,00;0,00;0,00;0,00
ID3975;La29-75_ Lo65-25;WS50M;A2016;0,00;0,00;0,00;0,00;0,996226415;0,003773585;0,00;0,00;0,00
ID3976;La29-75_ Lo65-25;WS50M;A2017;0,00;0,00;0,00;0,247826087;0,752173913;0,00;0,00;0,00;0,00
ID3977;La29-75_ Lo65-25;WS50M;A2018;0,00;0,00;0,00;0,508695652;0,491304348;0,00;0,00;0,00;0,00
ID3978;La29-75_ Lo65-25;WS50M;A2019;0,00;0,00;0,00;0,160869565;0,839130435;0,00;0,00;0,00;0,00
ID3979;La29-75_ Lo65-75;WS10M;A1981;0,00;0,00;0,323076923;0,668421053;0,00;0,00;0,00;0,00;0,00
ID3980;La29-75_ Lo65-75;WS10M;A1982;0,00;0,00;0,00;0,834782609;0,165217391;0,00;0,00;0,00;0,00
ID3981;La29-75_ Lo65-75;WS10M;A1983;0,00;0,00;0,035897436;0,963157895;0,00;0,00;0,00;0,00;0,00
ID3982;La29-75_ Lo65-75;WS10M;A1984;0,00;0,00;0,00;0,895652174;0,104347826;0,00;0,00;0,00;0,00
ID3983;La29-75_ Lo65-75;WS10M;A1985;0,00;0,00;0,00;0,87826087;0,12173913;0,00;0,00;0,00;0,00
ID3984;La29-75_ Lo65-75;WS10M;A1986;0,00;0,00;0,00;0,917391304;0,082608696;0,00;0,00;0,00;0,00
ID3985;La29-75_ Lo65-75;WS10M;A1987;0,00;0,00;0,00;0,9;0,1;0,00;0,00;0,00;0,00
ID3986;La29-75_ Lo65-75;WS10M;A1988;0,00;0,00;0,00;0,834782609;0,165217391;0,00;0,00;0,00;0,00
ID3987;La29-75_ Lo65-75;WS10M;A1989;0,00;0,00;0,00;0,852173913;0,147826087;0,00;0,00;0,00;0,00
ID3988;La29-75_ Lo65-75;WS10M;A1990;0,00;0,00;0,174358974;0,821052632;0,00;0,00;0,00;0,00;0,00
ID3989;La29-75_ Lo65-75;WS10M;A1991;0,00;0,00;0,00;0,886956522;0,113043478;0,00;0,00;0,00;0,00
ID3990;La29-75_ Lo65-75;WS10M;A1992;0,00;0,00;0,117948718;0,878947368;0,00;0,00;0,00;0,00;0,00
ID3991;La29-75_ Lo65-75;WS10M;A1993;0,00;0,00;0,174358974;0,821052632;0,00;0,00;0,00;0,00;0,00
ID3992;La29-75_ Lo65-75;WS10M;A1994;0,00;0,00;0,00;0,926086957;0,073913043;0,00;0,00;0,00;0,00
ID3993;La29-75_ Lo65-75;WS10M;A1995;0,00;0,00;0,00;0,947826087;0,052173913;0,00;0,00;0,00;0,00
ID3994;La29-75_ Lo65-75;WS10M;A1996;0,00;0,00;0,056410256;0,942105263;0,00;0,00;0,00;0,00;0,00
ID3995;La29-75_ Lo65-75;WS10M;A1997;0,00;0,00;0,00;0,891304348;0,108695652;0,00;0,00;0,00;0,00
ID3996;La29-75_ Lo65-75;WS10M;A1998;0,00;0,00;0,00;0,917391304;0,082608696;0,00;0,00;0,00;0,00
ID3997;La29-75_ Lo65-75;WS10M;A1999;0,00;0,00;0,00;0,97826087;0,02173913;0,00;0,00;0,00;0,00
ID3998;La29-75_ Lo65-75;WS10M;A2000;0,00;0,00;0,00;0,952173913;0,047826087;0,00;0,00;0,00;0,00
ID3999;La29-75_ Lo65-75;WS10M;A2001;0,00;0,00;0,00;0,826086957;0,173913043;0,00;0,00;0,00;0,00
ID4000;La29-75_ Lo65-75;WS10M;A2002;0,00;0,00;0,00;0,947826087;0,052173913;0,00;0,00;0,00;0,00
ID4001;La29-75_ Lo65-75;WS10M;A2003;0,00;0,00;0,051282051;0,947368421;0,00;0,00;0,00;0,00;0,00
ID4002;La29-75_ Lo65-75;WS10M;A2004;0,00;0,00;0,046153846;0,952631579;0,00;0,00;0,00;0,00;0,00
ID4003;La29-75_ Lo65-75;WS10M;A2005;0,00;0,00;0,00;0,647826087;0,352173913;0,00;0,00;0,00;0,00
ID4004;La29-75_ Lo65-75;WS10M;A2006;0,00;0,00;0,00;0,843478261;0,156521739;0,00;0,00;0,00;0,00
ID4005;La29-75_ Lo65-75;WS10M;A2007;0,00;0,00;0,00;0,982608696;0,017391304;0,00;0,00;0,00;0,00
ID4006;La29-75_ Lo65-75;WS10M;A2008;0,00;0,00;0,00;0,830434783;0,169565217;0,00;0,00;0,00;0,00
ID4007;La29-75_ Lo65-75;WS10M;A2009;0,00;0,00;0,015384615;0,984210526;0,00;0,00;0,00;0,00;0,00
ID4008;La29-75_ Lo65-75;WS10M;A2010;0,00;0,00;0,00;0,847826087;0,152173913;0,00;0,00;0,00;0,00
ID4009;La29-75_ Lo65-75;WS10M;A2011;0,00;0,00;0,00;0,834782609;0,165217391;0,00;0,00;0,00;0,00
ID4010;La29-75_ Lo65-75;WS10M;A2012;0,00;0,00;0,041025641;0,957894737;0,00;0,00;0,00;0,00;0,00
ID4011;La29-75_ Lo65-75;WS10M;A2013;0,00;0,00;0,00;0,952173913;0,047826087;0,00;0,00;0,00;0,00
ID4012;La29-75_ Lo65-75;WS10M;A2014;0,00;0,00;0,00;0,782608696;0,217391304;0,00;0,00;0,00;0,00
ID4013;La29-75_ Lo65-75;WS10M;A2015;0,00;0,00;0,251282051;0,742105263;0,00;0,00;0,00;0,00;0,00
ID4014;La29-75_ Lo65-75;WS10M;A2016;0,00;0,00;0,00;0,991304348;0,008695652;0,00;0,00;0,00;0,00
ID4015;La29-75_ Lo65-75;WS10M;A2017;0,00;0,00;0,00;0,982608696;0,017391304;0,00;0,00;0,00;0,00
ID4016;La29-75_ Lo65-75;WS10M;A2018;0,00;0,00;0,276923077;0,715789474;0,00;0,00;0,00;0,00;0,00
ID4017;La29-75_ Lo65-75;WS10M;A2019;0,00;0,00;0,00;0,995652174;0,004347826;0,00;0,00;0,00;0,00
ID4018;La29-75_ Lo65-75;WS50M;A1981;0,00;0,00;0,00;0,395652174;0,604347826;0,00;0,00;0,00;0,00
ID4019;La29-75_ Lo65-75;WS50M;A1982;0,00;0,00;0,00;0,00;0,988679245;0,011320755;0,00;0,00;0,00
ID4020;La29-75_ Lo65-75;WS50M;A1983;0,00;0,00;0,00;0,113043478;0,886956522;0,00;0,00;0,00;0,00
ID4021;La29-75_ Lo65-75;WS50M;A1984;0,00;0,00;0,00;0,00;0,977358491;0,022641509;0,00;0,00;0,00
ID4022;La29-75_ Lo65-75;WS50M;A1985;0,00;0,00;0,00;0,00;0,98490566;0,01509434;0,00;0,00;0,00
ID4023;La29-75_ Lo65-75;WS50M;A1986;0,00;0,00;0,00;0,026086957;0,973913043;0,00;0,00;0,00;0,00
ID4024;La29-75_ Lo65-75;WS50M;A1987;0,00;0,00;0,00;0,00;0,954716981;0,045283019;0,00;0,00;0,00
ID4025;La29-75_ Lo65-75;WS50M;A1988;0,00;0,00;0,00;0,00;0,920754717;0,079245283;0,00;0,00;0,00
ID4026;La29-75_ Lo65-75;WS50M;A1989;0,00;0,00;0,00;0,00;0,939622642;0,060377358;0,00;0,00;0,00
ID4027;La29-75_ Lo65-75;WS50M;A1990;0,00;0,00;0,00;0,195652174;0,804347826;0,00;0,00;0,00;0,00
ID4028;La29-75_ Lo65-75;WS50M;A1991;0,00;0,00;0,00;0,00;0,996226415;0,003773585;0,00;0,00;0,00
ID4029;La29-75_ Lo65-75;WS50M;A1992;0,00;0,00;0,00;0,130434783;0,869565217;0,00;0,00;0,00;0,00
ID4030;La29-75_ Lo65-75;WS50M;A1993;0,00;0,00;0,00;0,260869565;0,739130435;0,00;0,00;0,00;0,00
ID4031;La29-75_ Lo65-75;WS50M;A1994;0,00;0,00;0,00;0,043478261;0,956521739;0,00;0,00;0,00;0,00
ID4032;La29-75_ Lo65-75;WS50M;A1995;0,00;0,00;0,00;0,013043478;0,986956522;0,00;0,00;0,00;0,00
ID4033;La29-75_ Lo65-75;WS50M;A1996;0,00;0,00;0,00;0,130434783;0,869565217;0,00;0,00;0,00;0,00
ID4034;La29-75_ Lo65-75;WS50M;A1997;0,00;0,00;0,00;0,060869565;0,939130435;0,00;0,00;0,00;0,00
ID4035;La29-75_ Lo65-75;WS50M;A1998;0,00;0,00;0,00;0,004347826;0,995652174;0,00;0,00;0,00;0,00
ID4036;La29-75_ Lo65-75;WS50M;A1999;0,00;0,00;0,00;0,108695652;0,891304348;0,00;0,00;0,00;0,00
ID4037;La29-75_ Lo65-75;WS50M;A2000;0,00;0,00;0,00;0,00;0,98490566;0,01509434;0,00;0,00;0,00
ID4038;La29-75_ Lo65-75;WS50M;A2001;0,00;0,00;0,00;0,00;0,99245283;0,00754717;0,00;0,00;0,00
ID4039;La29-75_ Lo65-75;WS50M;A2002;0,00;0,00;0,00;0,00;0,98490566;0,01509434;0,00;0,00;0,00
ID4040;La29-75_ Lo65-75;WS50M;A2003;0,00;0,00;0,00;0,173913043;0,826086957;0,00;0,00;0,00;0,00
ID4041;La29-75_ Lo65-75;WS50M;A2004;0,00;0,00;0,00;0,17826087;0,82173913;0,00;0,00;0,00;0,00
ID4042;La29-75_ Lo65-75;WS50M;A2005;0,00;0,00;0,00;0,00;0,720754717;0,279245283;0,00;0,00;0,00
ID4043;La29-75_ Lo65-75;WS50M;A2006;0,00;0,00;0,00;0,00;0,905660377;0,094339623;0,00;0,00;0,00
ID4044;La29-75_ Lo65-75;WS50M;A2007;0,00;0,00;0,00;0,104347826;0,895652174;0,00;0,00;0,00;0,00
ID4045;La29-75_ Lo65-75;WS50M;A2008;0,00;0,00;0,00;0,00;0,920754717;0,079245283;0,00;0,00;0,00
ID4046;La29-75_ Lo65-75;WS50M;A2009;0,00;0,00;0,00;0,160869565;0,839130435;0,00;0,00;0,00;0,00
ID4047;La29-75_ Lo65-75;WS50M;A2010;0,00;0,00;0,00;0,00;0,950943396;0,049056604;0,00;0,00;0,00
ID4048;La29-75_ Lo65-75;WS50M;A2011;0,00;0,00;0,00;0,00;0,886792453;0,113207547;0,00;0,00;0,00
ID4049;La29-75_ Lo65-75;WS50M;A2012;0,00;0,00;0,00;0,247826087;0,752173913;0,00;0,00;0,00;0,00
ID4050;La29-75_ Lo65-75;WS50M;A2013;0,00;0,00;0,00;0,104347826;0,895652174;0,00;0,00;0,00;0,00
ID4051;La29-75_ Lo65-75;WS50M;A2014;0,00;0,00;0,00;0,00;0,928301887;0,071698113;0,00;0,00;0,00
ID4052;La29-75_ Lo65-75;WS50M;A2015;0,00;0,00;0,00;0,460869565;0,539130435;0,00;0,00;0,00;0,00
ID4053;La29-75_ Lo65-75;WS50M;A2016;0,00;0,00;0,00;0,091304348;0,908695652;0,00;0,00;0,00;0,00
ID4054;La29-75_ Lo65-75;WS50M;A2017;0,00;0,00;0,00;0,17826087;0,82173913;0,00;0,00;0,00;0,00
ID4055;La29-75_ Lo65-75;WS50M;A2018;0,00;0,00;0,00;0,469565217;0,530434783;0,00;0,00;0,00;0,00
ID4056;La29-75_ Lo65-75;WS50M;A2019;0,00;0,00;0,00;0,12173913;0,87826087;0,00;0,00;0,00;0,00
ID4057;La29-75_ Lo66-25;WS10M;A1981;0,00;0,00;0,307692308;0,684210526;0,00;0,00;0,00;0,00;0,00
ID4058;La29-75_ Lo66-25;WS10M;A1982;0,00;0,00;0,00;0,739130435;0,260869565;0,00;0,00;0,00;0,00
ID4059;La29-75_ Lo66-25;WS10M;A1983;0,00;0,00;0,117948718;0,878947368;0,00;0,00;0,00;0,00;0,00
ID4060;La29-75_ Lo66-25;WS10M;A1984;0,00;0,00;0,00;0,92173913;0,07826087;0,00;0,00;0,00;0,00
ID4061;La29-75_ Lo66-25;WS10M;A1985;0,00;0,00;0,00;0,839130435;0,160869565;0,00;0,00;0,00;0,00
ID4062;La29-75_ Lo66-25;WS10M;A1986;0,00;0,00;0,00;0,995652174;0,004347826;0,00;0,00;0,00;0,00
ID4063;La29-75_ Lo66-25;WS10M;A1987;0,00;0,00;0,00;0,908695652;0,091304348;0,00;0,00;0,00;0,00
ID4064;La29-75_ Lo66-25;WS10M;A1988;0,00;0,00;0,00;0,830434783;0,169565217;0,00;0,00;0,00;0,00
ID4065;La29-75_ Lo66-25;WS10M;A1989;0,00;0,00;0,00;0,852173913;0,147826087;0,00;0,00;0,00;0,00
ID4066;La29-75_ Lo66-25;WS10M;A1990;0,00;0,00;0,164102564;0,831578947;0,00;0,00;0,00;0,00;0,00
ID4067;La29-75_ Lo66-25;WS10M;A1991;0,00;0,00;0,00;0,9;0,1;0,00;0,00;0,00;0,00
ID4068;La29-75_ Lo66-25;WS10M;A1992;0,00;0,00;0,164102564;0,831578947;0,00;0,00;0,00;0,00;0,00
ID4069;La29-75_ Lo66-25;WS10M;A1993;0,00;0,00;0,133333333;0,863157895;0,00;0,00;0,00;0,00;0,00
ID4070;La29-75_ Lo66-25;WS10M;A1994;0,00;0,00;0,00;0,943478261;0,056521739;0,00;0,00;0,00;0,00
ID4071;La29-75_ Lo66-25;WS10M;A1995;0,00;0,00;0,00;0,973913043;0,026086957;0,00;0,00;0,00;0,00
ID4072;La29-75_ Lo66-25;WS10M;A1996;0,00;0,00;0,051282051;0,947368421;0,00;0,00;0,00;0,00;0,00
ID4073;La29-75_ Lo66-25;WS10M;A1997;0,00;0,00;0,00;0,830434783;0,169565217;0,00;0,00;0,00;0,00
ID4074;La29-75_ Lo66-25;WS10M;A1998;0,00;0,00;0,00;0,860869565;0,139130435;0,00;0,00;0,00;0,00
ID4075;La29-75_ Lo66-25;WS10M;A1999;0,00;0,00;0,00;0,956521739;0,043478261;0,00;0,00;0,00;0,00
ID4076;La29-75_ Lo66-25;WS10M;A2000;0,00;0,00;0,041025641;0,957894737;0,00;0,00;0,00;0,00;0,00
ID4077;La29-75_ Lo66-25;WS10M;A2001;0,00;0,00;0,00;0,765217391;0,234782609;0,00;0,00;0,00;0,00
ID4078;La29-75_ Lo66-25;WS10M;A2002;0,00;0,00;0,00;0,982608696;0,017391304;0,00;0,00;0,00;0,00
ID4079;La29-75_ Lo66-25;WS10M;A2003;0,00;0,00;0,056410256;0,942105263;0,00;0,00;0,00;0,00;0,00
ID4080;La29-75_ Lo66-25;WS10M;A2004;0,00;0,00;0,00;0,969565217;0,030434783;0,00;0,00;0,00;0,00
ID4081;La29-75_ Lo66-25;WS10M;A2005;0,00;0,00;0,00;0,656521739;0,343478261;0,00;0,00;0,00;0,00
ID4082;La29-75_ Lo66-25;WS10M;A2006;0,00;0,00;0,00;0,873913043;0,126086957;0,00;0,00;0,00;0,00
ID4083;La29-75_ Lo66-25;WS10M;A2007;0,00;0,00;0,00;0,97826087;0,02173913;0,00;0,00;0,00;0,00
ID4084;La29-75_ Lo66-25;WS10M;A2008;0,00;0,00;0,00;0,852173913;0,147826087;0,00;0,00;0,00;0,00
ID4085;La29-75_ Lo66-25;WS10M;A2009;0,00;0,00;0,020512821;0,978947368;0,00;0,00;0,00;0,00;0,00
ID4086;La29-75_ Lo66-25;WS10M;A2010;0,00;0,00;0,00;0,943478261;0,056521739;0,00;0,00;0,00;0,00
ID4087;La29-75_ Lo66-25;WS10M;A2011;0,00;0,00;0,00;0,869565217;0,130434783;0,00;0,00;0,00;0,00
ID4088;La29-75_ Lo66-25;WS10M;A2012;0,00;0,00;0,00;0,956521739;0,043478261;0,00;0,00;0,00;0,00
ID4089;La29-75_ Lo66-25;WS10M;A2013;0,00;0,00;0,00;0,947826087;0,052173913;0,00;0,00;0,00;0,00
ID4090;La29-75_ Lo66-25;WS10M;A2014;0,00;0,00;0,00;0,730434783;0,269565217;0,00;0,00;0,00;0,00
ID4091;La29-75_ Lo66-25;WS10M;A2015;0,00;0,00;0,174358974;0,821052632;0,00;0,00;0,00;0,00;0,00
ID4092;La29-75_ Lo66-25;WS10M;A2016;0,00;0,00;0,087179487;0,910526316;0,00;0,00;0,00;0,00;0,00
ID4093;La29-75_ Lo66-25;WS10M;A2017;0,00;0,00;0,030769231;0,968421053;0,00;0,00;0,00;0,00;0,00
