"";"V1_Calma";"V2_Ventolina";"V3_BrisaMuyDebil";"V4_BrisaDebilFlojo";"V5_BrisaModerada";"V6_BrisaFresca";"V7_BrisaFuerte";"v8_VientoFuerte";"v9_Temporal";"LOCALIDAD";"PARAMETRO";"MES"
"538";"0e+00";"0.000e+00";"5.538e-01";"4.462e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La28.75Lo65.75";"WS10M";"marzo"
"539";"0e+00";"0.000e+00";"0.000e+00";"8.913e-01";"1.087e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La28.75Lo65.25";"WS50M";"marzo"
"540";"0e+00";"0.000e+00";"7.846e-01";"2.154e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La28.75Lo65.25";"WS10M";"marzo"
"541";"0e+00";"0.000e+00";"3.231e-01";"6.769e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La28.25Lo69.75";"WS50M";"marzo"
"542";"0e+00";"0.000e+00";"3.897e-01";"6.103e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La28.25Lo69.75";"WS10M";"marzo"
"543";"0e+00";"0.000e+00";"0.000e+00";"7.000e-01";"3.000e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La28.25Lo69.25";"WS50M";"marzo"
"544";"0e+00";"0.000e+00";"4.620e-02";"9.538e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La28.25Lo69.25";"WS10M";"marzo"
"545";"0e+00";"0.000e+00";"0.000e+00";"7.783e-01";"2.217e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La28.25Lo68.75";"WS50M";"marzo"
"546";"0e+00";"0.000e+00";"3.231e-01";"6.769e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La28.25Lo68.75";"WS10M";"marzo"
"547";"0e+00";"0.000e+00";"7.897e-01";"2.103e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La28.25Lo68.25";"WS50M";"marzo"
"548";"0e+00";"0.000e+00";"9.179e-01";"8.210e-02";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La28.25Lo68.25";"WS10M";"marzo"
"549";"0e+00";"0.000e+00";"7.538e-01";"2.462e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La28.25Lo67.75";"WS50M";"marzo"
"550";"0e+00";"0.000e+00";"8.513e-01";"1.487e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La28.25Lo67.75";"WS10M";"marzo"
"551";"0e+00";"0.000e+00";"6.410e-01";"3.590e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La28.25Lo67.25";"WS50M";"marzo"
"552";"0e+00";"0.000e+00";"8.872e-01";"1.128e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La28.25Lo67.25";"WS10M";"marzo"
"553";"0e+00";"0.000e+00";"4.308e-01";"5.692e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La28.25Lo66.75";"WS50M";"marzo"
"554";"0e+00";"0.000e+00";"8.462e-01";"1.538e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La28.25Lo66.75";"WS10M";"marzo"
"555";"0e+00";"0.000e+00";"1.538e-01";"8.462e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La28.25Lo66.25";"WS50M";"marzo"
"556";"0e+00";"0.000e+00";"5.949e-01";"4.051e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La28.25Lo66.25";"WS10M";"marzo"
"557";"0e+00";"0.000e+00";"1.231e-01";"8.769e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La28.25Lo65.75";"WS50M";"marzo"
"558";"0e+00";"0.000e+00";"6.513e-01";"3.487e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La28.25Lo65.75";"WS10M";"marzo"
"559";"0e+00";"0.000e+00";"1.540e-02";"9.846e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La28.25Lo65.25";"WS50M";"marzo"
"560";"0e+00";"0.000e+00";"7.590e-01";"2.410e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La28.25Lo65.25";"WS10M";"marzo"
"561";"0e+00";"0.000e+00";"4.667e-01";"5.333e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.75Lo69.75";"WS50M";"marzo"
"562";"0e+00";"0.000e+00";"4.872e-01";"5.128e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.75Lo69.75";"WS10M";"marzo"
"563";"0e+00";"0.000e+00";"0.000e+00";"9.261e-01";"7.390e-02";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.75Lo69.25";"WS50M";"marzo"
"564";"0e+00";"0.000e+00";"1.333e-01";"8.667e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.75Lo69.25";"WS10M";"marzo"
"565";"0e+00";"0.000e+00";"0.000e+00";"2.217e-01";"7.783e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.75Lo68.75";"WS50M";"marzo"
"566";"0e+00";"0.000e+00";"0.000e+00";"7.174e-01";"2.826e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.75Lo68.75";"WS10M";"marzo"
"567";"0e+00";"0.000e+00";"6.923e-01";"3.077e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.75Lo68.25";"WS50M";"marzo"
"568";"0e+00";"0.000e+00";"9.436e-01";"5.640e-02";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.75Lo68.25";"WS10M";"marzo"
"569";"0e+00";"0.000e+00";"8.308e-01";"1.692e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.75Lo67.75";"WS50M";"marzo"
"570";"0e+00";"0.000e+00";"8.718e-01";"1.282e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.75Lo67.75";"WS10M";"marzo"
"571";"0e+00";"0.000e+00";"6.000e-01";"4.000e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.75Lo67.25";"WS50M";"marzo"
"572";"0e+00";"0.000e+00";"7.538e-01";"2.462e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.75Lo67.25";"WS10M";"marzo"
"573";"0e+00";"0.000e+00";"5.333e-01";"4.667e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.75Lo66.75";"WS50M";"marzo"
"574";"0e+00";"0.000e+00";"7.897e-01";"2.103e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.75Lo66.75";"WS10M";"marzo"
"575";"0e+00";"0.000e+00";"0.000e+00";"1.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.75Lo66.25";"WS50M";"marzo"
"576";"0e+00";"0.000e+00";"4.256e-01";"5.744e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.75Lo66.25";"WS10M";"marzo"
"577";"0e+00";"0.000e+00";"1.538e-01";"8.462e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.75Lo65.75";"WS50M";"marzo"
"578";"0e+00";"0.000e+00";"6.205e-01";"3.795e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.75Lo65.75";"WS10M";"marzo"
"579";"0e+00";"0.000e+00";"0.000e+00";"9.696e-01";"3.040e-02";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.75Lo65.25";"WS50M";"marzo"
"580";"0e+00";"0.000e+00";"6.359e-01";"3.641e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.75Lo65.25";"WS10M";"marzo"
"581";"0e+00";"0.000e+00";"3.744e-01";"6.256e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.25Lo69.75";"WS50M";"marzo"
"582";"0e+00";"0.000e+00";"4.513e-01";"5.487e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.25Lo69.75";"WS10M";"marzo"
"583";"0e+00";"0.000e+00";"5.640e-02";"9.436e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.25Lo69.25";"WS50M";"marzo"
"584";"0e+00";"0.000e+00";"2.000e-01";"8.000e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.25Lo69.25";"WS10M";"marzo"
"585";"0e+00";"0.000e+00";"0.000e+00";"4.565e-01";"5.435e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.25Lo68.75";"WS50M";"marzo"
"586";"0e+00";"0.000e+00";"0.000e+00";"7.826e-01";"2.174e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.25Lo68.75";"WS10M";"marzo"
"587";"0e+00";"0.000e+00";"3.795e-01";"6.205e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.25Lo68.25";"WS50M";"marzo"
"588";"0e+00";"0.000e+00";"7.692e-01";"2.308e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.25Lo68.25";"WS10M";"marzo"
"589";"0e+00";"0.000e+00";"8.154e-01";"1.846e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.25Lo67.75";"WS50M";"marzo"
"590";"0e+00";"0.000e+00";"9.795e-01";"2.050e-02";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.25Lo67.75";"WS10M";"marzo"
"591";"0e+00";"0.000e+00";"6.769e-01";"3.231e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.25Lo67.25";"WS50M";"marzo"
"592";"0e+00";"0.000e+00";"8.000e-01";"2.000e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.25Lo67.25";"WS10M";"marzo"
"593";"0e+00";"0.000e+00";"7.179e-01";"2.821e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.25Lo66.75";"WS50M";"marzo"
"594";"0e+00";"0.000e+00";"8.256e-01";"1.744e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.25Lo66.75";"WS10M";"marzo"
"595";"0e+00";"0.000e+00";"3.077e-01";"6.923e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.25Lo66.25";"WS50M";"marzo"
"596";"0e+00";"0.000e+00";"5.538e-01";"4.462e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.25Lo66.25";"WS10M";"marzo"
"597";"0e+00";"0.000e+00";"3.231e-01";"6.769e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.25Lo65.75";"WS50M";"marzo"
"598";"0e+00";"0.000e+00";"6.615e-01";"3.385e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.25Lo65.75";"WS10M";"marzo"
"599";"0e+00";"0.000e+00";"0.000e+00";"9.652e-01";"3.480e-02";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.25Lo65.25";"WS50M";"marzo"
"600";"0e+00";"0.000e+00";"5.795e-01";"4.205e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La27.25Lo65.25";"WS10M";"marzo"
"601";"0e+00";"0.000e+00";"7.795e-01";"2.205e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.75Lo69.75";"WS50M";"abril"
"602";"0e+00";"2.500e-02";"9.750e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.75Lo69.75";"WS10M";"abril"
"603";"0e+00";"0.000e+00";"7.590e-01";"2.410e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.75Lo69.25";"WS50M";"abril"
"604";"0e+00";"0.000e+00";"9.846e-01";"1.540e-02";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.75Lo69.25";"WS10M";"abril"
"605";"0e+00";"0.000e+00";"1.026e-01";"8.974e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.75Lo68.75";"WS50M";"abril"
"606";"0e+00";"0.000e+00";"5.641e-01";"4.359e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.75Lo68.75";"WS10M";"abril"
"607";"0e+00";"0.000e+00";"5.100e-03";"9.949e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.75Lo68.25";"WS50M";"abril"
"608";"0e+00";"0.000e+00";"6.256e-01";"3.744e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.75Lo68.25";"WS10M";"abril"
"609";"0e+00";"0.000e+00";"0.000e+00";"8.043e-01";"1.957e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.75Lo67.75";"WS50M";"abril"
"610";"0e+00";"0.000e+00";"5.128e-01";"4.872e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.75Lo67.75";"WS10M";"abril"
"611";"0e+00";"0.000e+00";"0.000e+00";"6.435e-01";"3.565e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.75Lo67.25";"WS50M";"abril"
"612";"0e+00";"0.000e+00";"4.154e-01";"5.846e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.75Lo67.25";"WS10M";"abril"
"613";"0e+00";"0.000e+00";"0.000e+00";"6.000e-01";"4.000e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.75Lo66.75";"WS50M";"abril"
"614";"0e+00";"0.000e+00";"4.205e-01";"5.795e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.75Lo66.75";"WS10M";"abril"
"615";"0e+00";"0.000e+00";"0.000e+00";"6.304e-01";"3.696e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.75Lo66.25";"WS50M";"abril"
"616";"0e+00";"0.000e+00";"4.410e-01";"5.590e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.75Lo66.25";"WS10M";"abril"
"617";"0e+00";"0.000e+00";"0.000e+00";"9.435e-01";"5.650e-02";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.75Lo65.75";"WS50M";"abril"
"618";"0e+00";"0.000e+00";"7.641e-01";"2.359e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.75Lo65.75";"WS10M";"abril"
"619";"0e+00";"0.000e+00";"1.179e-01";"8.821e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.75Lo65.25";"WS50M";"abril"
"620";"0e+00";"0.000e+00";"8.462e-01";"1.538e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.75Lo65.25";"WS10M";"abril"
"621";"0e+00";"0.000e+00";"6.974e-01";"3.026e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.25Lo69.75";"WS50M";"abril"
"622";"0e+00";"0.000e+00";"9.692e-01";"3.080e-02";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.25Lo69.75";"WS10M";"abril"
"623";"0e+00";"0.000e+00";"7.179e-01";"2.821e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.25Lo69.25";"WS50M";"abril"
"624";"0e+00";"0.000e+00";"9.538e-01";"4.620e-02";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.25Lo69.25";"WS10M";"abril"
"625";"0e+00";"0.000e+00";"1.846e-01";"8.154e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.25Lo68.75";"WS50M";"abril"
"626";"0e+00";"0.000e+00";"6.308e-01";"3.692e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.25Lo68.75";"WS10M";"abril"
"627";"0e+00";"0.000e+00";"1.179e-01";"8.821e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.25Lo68.25";"WS50M";"abril"
"628";"0e+00";"0.000e+00";"6.769e-01";"3.231e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.25Lo68.25";"WS10M";"abril"
"629";"0e+00";"0.000e+00";"0.000e+00";"9.261e-01";"7.390e-02";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.25Lo67.75";"WS50M";"abril"
"630";"0e+00";"0.000e+00";"5.692e-01";"4.308e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.25Lo67.75";"WS10M";"abril"
"631";"0e+00";"0.000e+00";"0.000e+00";"6.957e-01";"3.043e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.25Lo67.25";"WS50M";"abril"
"632";"0e+00";"0.000e+00";"4.154e-01";"5.846e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.25Lo67.25";"WS10M";"abril"
"633";"0e+00";"0.000e+00";"0.000e+00";"6.043e-01";"3.957e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.25Lo66.75";"WS50M";"abril"
"634";"0e+00";"0.000e+00";"3.846e-01";"6.154e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.25Lo66.75";"WS10M";"abril"
"635";"0e+00";"0.000e+00";"0.000e+00";"6.261e-01";"3.739e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.25Lo66.25";"WS50M";"abril"
"636";"0e+00";"0.000e+00";"4.205e-01";"5.795e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.25Lo66.25";"WS10M";"abril"
"637";"0e+00";"0.000e+00";"0.000e+00";"9.739e-01";"2.610e-02";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.25Lo65.75";"WS50M";"abril"
"638";"0e+00";"0.000e+00";"9.026e-01";"9.740e-02";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.25Lo65.75";"WS10M";"abril"
"639";"0e+00";"0.000e+00";"4.100e-02";"9.590e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.25Lo65.25";"WS50M";"abril"
"640";"0e+00";"0.000e+00";"8.872e-01";"1.128e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La31.25Lo65.25";"WS10M";"abril"
"641";"0e+00";"0.000e+00";"6.000e-01";"4.000e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.75Lo69.75";"WS50M";"abril"
"642";"0e+00";"0.000e+00";"9.077e-01";"9.230e-02";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.75Lo69.75";"WS10M";"abril"
"643";"0e+00";"0.000e+00";"7.385e-01";"2.615e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.75Lo69.25";"WS50M";"abril"
"644";"0e+00";"0.000e+00";"9.590e-01";"4.100e-02";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.75Lo69.25";"WS10M";"abril"
"645";"0e+00";"0.000e+00";"2.769e-01";"7.231e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.75Lo68.75";"WS50M";"abril"
"646";"0e+00";"0.000e+00";"6.769e-01";"3.231e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.75Lo68.75";"WS10M";"abril"
"647";"0e+00";"0.000e+00";"1.231e-01";"8.769e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.75Lo68.25";"WS50M";"abril"
"648";"0e+00";"0.000e+00";"7.128e-01";"2.872e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.75Lo68.25";"WS10M";"abril"
"649";"0e+00";"0.000e+00";"0.000e+00";"9.913e-01";"8.700e-03";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.75Lo67.75";"WS50M";"abril"
"650";"0e+00";"0.000e+00";"6.103e-01";"3.897e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.75Lo67.75";"WS10M";"abril"
"651";"0e+00";"0.000e+00";"0.000e+00";"8.870e-01";"1.130e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.75Lo67.25";"WS50M";"abril"
"652";"0e+00";"0.000e+00";"5.282e-01";"4.718e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.75Lo67.25";"WS10M";"abril"
"653";"0e+00";"0.000e+00";"0.000e+00";"8.000e-01";"2.000e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.75Lo66.75";"WS50M";"abril"
"654";"0e+00";"0.000e+00";"5.282e-01";"4.718e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.75Lo66.75";"WS10M";"abril"
"655";"0e+00";"0.000e+00";"0.000e+00";"7.826e-01";"2.174e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.75Lo66.25";"WS50M";"abril"
"656";"0e+00";"0.000e+00";"5.333e-01";"4.667e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.75Lo66.25";"WS10M";"abril"
"657";"0e+00";"0.000e+00";"0.000e+00";"9.565e-01";"4.350e-02";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.75Lo65.75";"WS50M";"abril"
"658";"0e+00";"0.000e+00";"8.718e-01";"1.282e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.75Lo65.75";"WS10M";"abril"
"659";"0e+00";"0.000e+00";"6.670e-02";"9.333e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.75Lo65.25";"WS50M";"abril"
"660";"0e+00";"0.000e+00";"1.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.75Lo65.25";"WS10M";"abril"
"661";"0e+00";"0.000e+00";"6.154e-01";"3.846e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.25Lo69.75";"WS50M";"abril"
"662";"0e+00";"0.000e+00";"9.128e-01";"8.720e-02";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.25Lo69.75";"WS10M";"abril"
"663";"0e+00";"0.000e+00";"8.154e-01";"1.846e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.25Lo69.25";"WS50M";"abril"
"664";"0e+00";"3.120e-02";"9.688e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.25Lo69.25";"WS10M";"abril"
"665";"0e+00";"0.000e+00";"4.256e-01";"5.744e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.25Lo68.75";"WS50M";"abril"
"666";"0e+00";"0.000e+00";"7.128e-01";"2.872e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.25Lo68.75";"WS10M";"abril"
"667";"0e+00";"0.000e+00";"3.641e-01";"6.359e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.25Lo68.25";"WS50M";"abril"
"668";"0e+00";"0.000e+00";"8.718e-01";"1.282e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.25Lo68.25";"WS10M";"abril"
"669";"0e+00";"0.000e+00";"1.436e-01";"8.564e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.25Lo67.75";"WS50M";"abril"
"670";"0e+00";"0.000e+00";"6.872e-01";"3.128e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.25Lo67.75";"WS10M";"abril"
"671";"0e+00";"0.000e+00";"6.670e-02";"9.333e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.25Lo67.25";"WS50M";"abril"
"672";"0e+00";"0.000e+00";"6.359e-01";"3.641e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.25Lo67.25";"WS10M";"abril"
"673";"0e+00";"0.000e+00";"0.000e+00";"9.609e-01";"3.910e-02";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.25Lo66.75";"WS50M";"abril"
"674";"0e+00";"0.000e+00";"6.462e-01";"3.538e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.25Lo66.75";"WS10M";"abril"
"675";"0e+00";"0.000e+00";"0.000e+00";"7.913e-01";"2.087e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.25Lo66.25";"WS50M";"abril"
"676";"0e+00";"0.000e+00";"5.692e-01";"4.308e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.25Lo66.25";"WS10M";"abril"
"677";"0e+00";"0.000e+00";"0.000e+00";"7.391e-01";"2.609e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.25Lo65.75";"WS50M";"abril"
"678";"0e+00";"0.000e+00";"5.590e-01";"4.410e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.25Lo65.75";"WS10M";"abril"
"679";"0e+00";"0.000e+00";"0.000e+00";"8.435e-01";"1.565e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.25Lo65.25";"WS50M";"abril"
"680";"0e+00";"0.000e+00";"7.128e-01";"2.872e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La30.25Lo65.25";"WS10M";"abril"
"681";"0e+00";"0.000e+00";"5.436e-01";"4.564e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La29.75Lo69.75";"WS50M";"abril"
"682";"0e+00";"0.000e+00";"8.154e-01";"1.846e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La29.75Lo69.75";"WS10M";"abril"
"683";"0e+00";"0.000e+00";"6.718e-01";"3.282e-01";"0.000e+00";"0.000e+00";"0.000e+00";"0.000e+00";"0e+00";"La29.75Lo69.25";"WS50M";"abril"
