"id";"C1";"C2";"C3";"C4";"C5";"C6";"C7";"HORMIGUERO";"SITIO";"MES";"ESPECIE_VEGETAL";"ESTADO";"ORGANO"
"ID253";0,849365816568312;0,486752255959972;0,0198410947443703;1,34381227763152e-06;2,8679750088881e-13;4,17501005585051e-19;4,69835486089801e-26;"H3";"V";"ENE";"sin";"seco";"tallo"
"ID254";0,520450121020702;0,923116346386636;0,135335283236613;6,25215037748203e-05;9,10147076448794e-11;4,76530473529909e-16;1,92874984796392e-22;"H4";"V";"ENE";"AD";"verde";"hoja"
"ID255";0,135335283236613;0,726149037073691;0,726149037073691;0,00597602289500594;1,5497531357029e-07;5,53461007170101e-12;1,5279799682873e-17;"H4";"V";"ENE";"Y";"verde";"hoja"
"ID256";0,960005441285478;0,278037300453194;0,00597602289500594;1,5497531357029e-07;1,26641655490942e-14;9,72098502030078e-21;5,76832996124788e-28;"H4";"V";"ENE";"T";"verde";"hoja"
"ID257";0,849365816568312;0,486752255959972;0,0198410947443703;1,34381227763152e-06;2,8679750088881e-13;4,17501005585051e-19;4,69835486089801e-26;"H4";"V";"ENE";"AQ";"verde";"hoja"
"ID258";0,960005441285478;0,278037300453194;0,00597602289500594;1,5497531357029e-07;1,26641655490942e-14;9,72098502030078e-21;5,76832996124788e-28;"H4";"V";"ENE";"sin";"seco";"hoja"
"ID259";0,960005441285478;0,278037300453194;0,00597602289500594;1,5497531357029e-07;1,26641655490942e-14;9,72098502030078e-21;5,76832996124788e-28;"H4";"V";"ENE";"sin";"verde";"hoja"
"ID260";0,960005441285478;0,278037300453194;0,00597602289500594;1,5497531357029e-07;1,26641655490942e-14;9,72098502030078e-21;5,76832996124788e-28;"H4";"V";"ENE";"sin";"verde";"flor"
"ID261";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H4";"V";"ENE";"R";"verde";"hoja"
"ID262";0,520450121020702;0,923116346386636;0,135335283236613;6,25215037748203e-05;9,10147076448794e-11;4,76530473529909e-16;1,92874984796392e-22;"H4";"V";"ENE";"R";"verde";"flor"
"ID263";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H5";"V";"ENE";"AO";"seco";"hoja"
"ID264";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H5";"V";"ENE";"AQ";"seco";"hoja"
"ID265";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H6";"V";"ENE";"sin";"seco";"tallo"
"ID266";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H7";"V";"ENE";"sin";"seco";"tallo"
