ID;LOCALIDAD;PARAMETRO;MES;Viento
I0503;La29.25Lo69.25;WS50M;marzo;3.19
I0504;La29.25Lo69.25;WS10M;marzo;2.58
I0505;La29.25Lo68.75;WS50M;marzo;3.21
I0506;La29.25Lo68.75;WS10M;marzo;3.05
I0507;La29.25Lo68.25;WS50M;marzo;3.31
I0508;La29.25Lo68.25;WS10M;marzo;2.76
I0509;La29.25Lo67.75;WS50M;marzo;3.04
I0510;La29.25Lo67.75;WS10M;marzo;2.61
I0511;La29.25Lo67.25;WS50M;marzo;3.23
I0512;La29.25Lo67.25;WS10M;marzo;2.8
I0513;La29.25Lo66.75;WS50M;marzo;3.88
I0514;La29.25Lo66.75;WS10M;marzo;3.13
I0515;La29.25Lo66.25;WS50M;marzo;4.99
I0516;La29.25Lo66.25;WS10M;marzo;3.69
I0517;La29.25Lo65.75;WS50M;marzo;5.25
I0518;La29.25Lo65.75;WS10M;marzo;3.62
I0519;La29.25Lo65.25;WS50M;marzo;5.09
I0520;La29.25Lo65.25;WS10M;marzo;3.18
I0521;La28.75Lo69.75;WS50M;marzo;3.8
I0522;La28.75Lo69.75;WS10M;marzo;3.54
I0523;La28.75Lo69.25;WS50M;marzo;4.44
I0524;La28.75Lo69.25;WS10M;marzo;3.55
I0525;La28.75Lo68.75;WS50M;marzo;3.55
I0526;La28.75Lo68.75;WS10M;marzo;2.97
I0527;La28.75Lo68.25;WS50M;marzo;3.08
I0528;La28.75Lo68.25;WS10M;marzo;2.66
I0529;La28.75Lo67.75;WS50M;marzo;2.81
I0530;La28.75Lo67.75;WS10M;marzo;2.48
I0531;La28.75Lo67.25;WS50M;marzo;2.91
I0532;La28.75Lo67.25;WS10M;marzo;2.53
I0533;La28.75Lo66.75;WS50M;marzo;3.56
I0534;La28.75Lo66.75;WS10M;marzo;2.86
I0535;La28.75Lo66.25;WS50M;marzo;4.06
I0536;La28.75Lo66.25;WS10M;marzo;3.14
I0537;La28.75Lo65.75;WS50M;marzo;4.63
I0538;La28.75Lo65.75;WS10M;marzo;3.27
I0539;La28.75Lo65.25;WS50M;marzo;4.6
I0540;La28.75Lo65.25;WS10M;marzo;2.82
I0541;La28.25Lo69.75;WS50M;marzo;3.72
I0542;La28.25Lo69.75;WS10M;marzo;3.59
I0543;La28.25Lo69.25;WS50M;marzo;5.04
I0544;La28.25Lo69.25;WS10M;marzo;4.26
I0545;La28.25Lo68.75;WS50M;marzo;4.86
I0546;La28.25Lo68.75;WS10M;marzo;3.72
I0547;La28.25Lo68.25;WS50M;marzo;2.81
I0548;La28.25Lo68.25;WS10M;marzo;2.56
I0549;La28.25Lo67.75;WS50M;marzo;2.88
I0550;La28.25Lo67.75;WS10M;marzo;2.69
I0551;La28.25Lo67.25;WS50M;marzo;3.1
I0552;La28.25Lo67.25;WS10M;marzo;2.62
I0553;La28.25Lo66.75;WS50M;marzo;3.51
I0554;La28.25Lo66.75;WS10M;marzo;2.7
I0555;La28.25Lo66.25;WS50M;marzo;4.05
I0556;La28.25Lo66.25;WS10M;marzo;3.19
I0557;La28.25Lo65.75;WS50M;marzo;4.11
I0558;La28.25Lo65.75;WS10M;marzo;3.08
I0559;La28.25Lo65.25;WS50M;marzo;4.32
I0560;La28.25Lo65.25;WS10M;marzo;2.87
I0561;La27.75Lo69.75;WS50M;marzo;3.44
I0562;La27.75Lo69.75;WS10M;marzo;3.4
I0563;La27.75Lo69.25;WS50M;marzo;4.52
I0564;La27.75Lo69.25;WS10M;marzo;4.09
I0565;La27.75Lo68.75;WS50M;marzo;6.14
I0566;La27.75Lo68.75;WS10M;marzo;5
I0567;La27.75Lo68.25;WS50M;marzo;3
I0568;La27.75Lo68.25;WS10M;marzo;2.51
I0569;La27.75Lo67.75;WS50M;marzo;2.73
I0570;La27.75Lo67.75;WS10M;marzo;2.65
I0571;La27.75Lo67.25;WS50M;marzo;3.18
I0572;La27.75Lo67.25;WS10M;marzo;2.88
I0573;La27.75Lo66.75;WS50M;marzo;3.31
I0574;La27.75Lo66.75;WS10M;marzo;2.81
I0575;La27.75Lo66.25;WS50M;marzo;4.35
I0576;La27.75Lo66.25;WS10M;marzo;3.52
I0577;La27.75Lo65.75;WS50M;marzo;4.05
I0578;La27.75Lo65.75;WS10M;marzo;3.14
I0579;La27.75Lo65.25;WS50M;marzo;4.42
I0580;La27.75Lo65.25;WS10M;marzo;3.11
I0581;La27.25Lo69.75;WS50M;marzo;3.62
I0582;La27.25Lo69.75;WS10M;marzo;3.47
I0583;La27.25Lo69.25;WS50M;marzo;4.24
I0584;La27.25Lo69.25;WS10M;marzo;3.96
I0585;La27.25Lo68.75;WS50M;marzo;5.6
I0586;La27.25Lo68.75;WS10M;marzo;4.85
I0587;La27.25Lo68.25;WS50M;marzo;3.61
I0588;La27.25Lo68.25;WS10M;marzo;2.85
I0589;La27.25Lo67.75;WS50M;marzo;2.76
I0590;La27.25Lo67.75;WS10M;marzo;2.44
I0591;La27.25Lo67.25;WS50M;marzo;3.03
I0592;La27.25Lo67.25;WS10M;marzo;2.79
I0593;La27.25Lo66.75;WS50M;marzo;2.95
I0594;La27.25Lo66.75;WS10M;marzo;2.74
I0595;La27.25Lo66.25;WS50M;marzo;3.75
I0596;La27.25Lo66.25;WS10M;marzo;3.27
I0597;La27.25Lo65.75;WS50M;marzo;3.72
I0598;La27.25Lo65.75;WS10M;marzo;3.06
I0599;La27.25Lo65.25;WS50M;marzo;4.43
I0600;La27.25Lo65.25;WS10M;marzo;3.22
I0601;La31.75Lo69.75;WS50M;abril;2.83
I0602;La31.75Lo69.75;WS10M;abril;2.36
I0603;La31.75Lo69.25;WS50M;abril;2.87
I0604;La31.75Lo69.25;WS10M;abril;2.43
I0605;La31.75Lo68.75;WS50M;abril;4.15
I0606;La31.75Lo68.75;WS10M;abril;3.25
I0607;La31.75Lo68.25;WS50M;abril;4.34
I0608;La31.75Lo68.25;WS10M;abril;3.13
I0609;La31.75Lo67.75;WS50M;abril;4.8
I0610;La31.75Lo67.75;WS10M;abril;3.35
I0611;La31.75Lo67.25;WS50M;abril;5.17
I0612;La31.75Lo67.25;WS10M;abril;3.54
I0613;La31.75Lo66.75;WS50M;abril;5.27
I0614;La31.75Lo66.75;WS10M;abril;3.53
I0615;La31.75Lo66.25;WS50M;abril;5.2
I0616;La31.75Lo66.25;WS10M;abril;3.49
I0617;La31.75Lo65.75;WS50M;abril;4.48
I0618;La31.75Lo65.75;WS10M;abril;2.86
I0619;La31.75Lo65.25;WS50M;abril;4.12
I0620;La31.75Lo65.25;WS10M;abril;2.7
I0621;La31.25Lo69.75;WS50M;abril;2.99
I0622;La31.25Lo69.75;WS10M;abril;2.46
I0623;La31.25Lo69.25;WS50M;abril;2.95
I0624;La31.25Lo69.25;WS10M;abril;2.49
I0625;La31.25Lo68.75;WS50M;abril;3.99
I0626;La31.25Lo68.75;WS10M;abril;3.12
I0627;La31.25Lo68.25;WS50M;abril;4.12
I0628;La31.25Lo68.25;WS10M;abril;3.03
I0629;La31.25Lo67.75;WS50M;abril;4.52
I0630;La31.25Lo67.75;WS10M;abril;3.24
I0631;La31.25Lo67.25;WS50M;abril;5.05
I0632;La31.25Lo67.25;WS10M;abril;3.54
I0633;La31.25Lo66.75;WS50M;abril;5.26
I0634;La31.25Lo66.75;WS10M;abril;3.6
I0635;La31.25Lo66.25;WS50M;abril;5.21
I0636;La31.25Lo66.25;WS10M;abril;3.53
I0637;La31.25Lo65.75;WS50M;abril;4.41
I0638;La31.25Lo65.75;WS10M;abril;2.59
I0639;La31.25Lo65.25;WS50M;abril;4.27
I0640;La31.25Lo65.25;WS10M;abril;2.62
I0641;La30.75Lo69.75;WS50M;abril;3.18
I0642;La30.75Lo69.75;WS10M;abril;2.58
I0643;La30.75Lo69.25;WS50M;abril;2.91
I0644;La30.75Lo69.25;WS10M;abril;2.48
I0645;La30.75Lo68.75;WS50M;abril;3.81
I0646;La30.75Lo68.75;WS10M;abril;3.03
I0647;La30.75Lo68.25;WS50M;abril;4.11
I0648;La30.75Lo68.25;WS10M;abril;2.96
I0649;La30.75Lo67.75;WS50M;abril;4.37
I0650;La30.75Lo67.75;WS10M;abril;3.16
I0651;La30.75Lo67.25;WS50M;abril;4.61
I0652;La30.75Lo67.25;WS10M;abril;3.32
I0653;La30.75Lo66.75;WS50M;abril;4.81
I0654;La30.75Lo66.75;WS10M;abril;3.32
I0655;La30.75Lo66.25;WS50M;abril;4.85
I0656;La30.75Lo66.25;WS10M;abril;3.31
I0657;La30.75Lo65.75;WS50M;abril;4.45
I0658;La30.75Lo65.75;WS10M;abril;2.65
I0659;La30.75Lo65.25;WS50M;abril;4.22
I0660;La30.75Lo65.25;WS10M;abril;2.4
I0661;La30.25Lo69.75;WS50M;abril;3.15
I0662;La30.25Lo69.75;WS10M;abril;2.57
I0663;La30.25Lo69.25;WS50M;abril;2.76
I0664;La30.25Lo69.25;WS10M;abril;2.35
I0665;La30.25Lo68.75;WS50M;abril;3.52
I0666;La30.25Lo68.75;WS10M;abril;2.96
I0667;La30.25Lo68.25;WS50M;abril;3.64
I0668;La30.25Lo68.25;WS10M;abril;2.65
I0669;La30.25Lo67.75;WS50M;abril;4.07
I0670;La30.25Lo67.75;WS10M;abril;3.01
I0671;La30.25Lo67.25;WS50M;abril;4.22
I0672;La30.25Lo67.25;WS10M;abril;3.11
I0673;La30.25Lo66.75;WS50M;abril;4.44
I0674;La30.25Lo66.75;WS10M;abril;3.09
I0675;La30.25Lo66.25;WS50M;abril;4.83
I0676;La30.25Lo66.25;WS10M;abril;3.24
I0677;La30.25Lo65.75;WS50M;abril;4.95
I0678;La30.25Lo65.75;WS10M;abril;3.26
I0679;La30.25Lo65.25;WS50M;abril;4.71
I0680;La30.25Lo65.25;WS10M;abril;2.96
I0681;La29.75Lo69.75;WS50M;abril;3.29
I0682;La29.75Lo69.75;WS10M;abril;2.76
I0683;La29.75Lo69.25;WS50M;abril;3.04
I0684;La29.75Lo69.25;WS10M;abril;2.47
I0685;La29.75Lo68.75;WS50M;abril;3.03
I0686;La29.75Lo68.75;WS10M;abril;2.75
I0687;La29.75Lo68.25;WS50M;abril;3.24
I0688;La29.75Lo68.25;WS10M;abril;2.48
I0689;La29.75Lo67.75;WS50M;abril;3.39
I0690;La29.75Lo67.75;WS10M;abril;2.66
I0691;La29.75Lo67.25;WS50M;abril;3.46
I0692;La29.75Lo67.25;WS10M;abril;2.74
I0693;La29.75Lo66.75;WS50M;abril;3.8
I0694;La29.75Lo66.75;WS10M;abril;2.8
I0695;La29.75Lo66.25;WS50M;abril;4.78
I0696;La29.75Lo66.25;WS10M;abril;3.21
I0697;La29.75Lo65.75;WS50M;abril;4.91
I0698;La29.75Lo65.75;WS10M;abril;3.23
I0699;La29.75Lo65.25;WS50M;abril;4.93
I0700;La29.75Lo65.25;WS10M;abril;3.2
I0701;La29.25Lo69.75;WS50M;abril;3.6
I0702;La29.25Lo69.75;WS10M;abril;3.09
I0703;La29.25Lo69.25;WS50M;abril;3.88
I0704;La29.25Lo69.25;WS10M;abril;3.1
I0705;La29.25Lo68.75;WS50M;abril;2.98
I0706;La29.25Lo68.75;WS10M;abril;2.63
I0707;La29.25Lo68.25;WS50M;abril;2.97
I0708;La29.25Lo68.25;WS10M;abril;2.36
I0709;La29.25Lo67.75;WS50M;abril;2.64
I0710;La29.25Lo67.75;WS10M;abril;2.19
I0711;La29.25Lo67.25;WS50M;abril;2.67
I0712;La29.25Lo67.25;WS10M;abril;2.26
I0713;La29.25Lo66.75;WS50M;abril;3.23
I0714;La29.25Lo66.75;WS10M;abril;2.55
I0715;La29.25Lo66.25;WS50M;abril;4.06
I0716;La29.25Lo66.25;WS10M;abril;2.88
I0717;La29.25Lo65.75;WS50M;abril;4.38
I0718;La29.25Lo65.75;WS10M;abril;2.89
I0719;La29.25Lo65.25;WS50M;abril;4.42
I0720;La29.25Lo65.25;WS10M;abril;2.64
I0721;La28.75Lo69.75;WS50M;abril;3.78
I0722;La28.75Lo69.75;WS10M;abril;3.35
I0723;La28.75Lo69.25;WS50M;abril;4.98
I0724;La28.75Lo69.25;WS10M;abril;3.93
I0725;La28.75Lo68.75;WS50M;abril;4.01
I0726;La28.75Lo68.75;WS10M;abril;3.08
I0727;La28.75Lo68.25;WS50M;abril;2.76
I0728;La28.75Lo68.25;WS10M;abril;2.3
I0729;La28.75Lo67.75;WS50M;abril;2.42
I0730;La28.75Lo67.75;WS10M;abril;2.06
I0731;La28.75Lo67.25;WS50M;abril;2.46
I0732;La28.75Lo67.25;WS10M;abril;2.06
I0733;La28.75Lo66.75;WS50M;abril;3.08
I0734;La28.75Lo66.75;WS10M;abril;2.4
I0735;La28.75Lo66.25;WS50M;abril;3.42
I0736;La28.75Lo66.25;WS10M;abril;2.58
I0737;La28.75Lo65.75;WS50M;abril;3.91
I0738;La28.75Lo65.75;WS10M;abril;2.7
I0739;La28.75Lo65.25;WS50M;abril;3.99
I0740;La28.75Lo65.25;WS10M;abril;2.38
I0741;La28.25Lo69.75;WS50M;abril;3.6
I0742;La28.25Lo69.75;WS10M;abril;3.35
I0743;La28.25Lo69.25;WS50M;abril;5.13
I0744;La28.25Lo69.25;WS10M;abril;4.18
I0745;La28.25Lo68.75;WS50M;abril;5.62
I0746;La28.25Lo68.75;WS10M;abril;4.36
I0747;La28.25Lo68.25;WS50M;abril;2.81
I0748;La28.25Lo68.25;WS10M;abril;2.35
I0749;La28.25Lo67.75;WS50M;abril;2.51
I0750;La28.25Lo67.75;WS10M;abril;2.24
I0751;La28.25Lo67.25;WS50M;abril;2.65
I0752;La28.25Lo67.25;WS10M;abril;2.18
I0753;La28.25Lo66.75;WS50M;abril;2.98
I0754;La28.25Lo66.75;WS10M;abril;2.22
I0755;La28.25Lo66.25;WS50M;abril;3.29
I0756;La28.25Lo66.25;WS10M;abril;2.52
I0757;La28.25Lo65.75;WS50M;abril;3.44
I0758;La28.25Lo65.75;WS10M;abril;2.5
I0759;La28.25Lo65.25;WS50M;abril;3.7
I0760;La28.25Lo65.25;WS10M;abril;2.39
I0761;La27.75Lo69.75;WS50M;abril;3.4
I0762;La27.75Lo69.75;WS10M;abril;3.21
I0763;La27.75Lo69.25;WS50M;abril;4.31
I0764;La27.75Lo69.25;WS10M;abril;3.74
I0765;La27.75Lo68.75;WS50M;abril;6.06
I0766;La27.75Lo68.75;WS10M;abril;4.85
I0767;La27.75Lo68.25;WS50M;abril;3.74
I0768;La27.75Lo68.25;WS10M;abril;2.95
I0769;La27.75Lo67.75;WS50M;abril;2.51
I0770;La27.75Lo67.75;WS10M;abril;2.25
I0771;La27.75Lo67.25;WS50M;abril;2.83
I0772;La27.75Lo67.25;WS10M;abril;2.48
I0773;La27.75Lo66.75;WS50M;abril;2.94
I0774;La27.75Lo66.75;WS10M;abril;2.44
I0775;La27.75Lo66.25;WS50M;abril;3.5
I0776;La27.75Lo66.25;WS10M;abril;2.74
I0777;La27.75Lo65.75;WS50M;abril;3.24
I0778;La27.75Lo65.75;WS10M;abril;2.46
I0779;La27.75Lo65.25;WS50M;abril;3.6
I0780;La27.75Lo65.25;WS10M;abril;2.45
I0781;La27.25Lo69.75;WS50M;abril;3.67
I0782;La27.25Lo69.75;WS10M;abril;3.36
I0783;La27.25Lo69.25;WS50M;abril;4.1
I0784;La27.25Lo69.25;WS10M;abril;3.67
I0785;La27.25Lo68.75;WS50M;abril;5.22
I0786;La27.25Lo68.75;WS10M;abril;4.35
I0787;La27.25Lo68.25;WS50M;abril;4.39
I0788;La27.25Lo68.25;WS10M;abril;3.48
I0789;La27.25Lo67.75;WS50M;abril;3.28
I0790;La27.25Lo67.75;WS10M;abril;2.63
I0791;La27.25Lo67.25;WS50M;abril;3.05
I0792;La27.25Lo67.25;WS10M;abril;2.52
I0793;La27.25Lo66.75;WS50M;abril;2.9
I0794;La27.25Lo66.75;WS10M;abril;2.48
I0795;La27.25Lo66.25;WS50M;abril;3.22
I0796;La27.25Lo66.25;WS10M;abril;2.73
I0797;La27.25Lo65.75;WS50M;abril;3.02
I0798;La27.25Lo65.75;WS10M;abril;2.47
I0799;La27.25Lo65.25;WS50M;abril;3.52
I0800;La27.25Lo65.25;WS10M;abril;2.5
I0801;La31.75Lo69.75;WS50M;mayo;4.38
I0802;La31.75Lo69.75;WS10M;mayo;3.56
I0803;La31.75Lo69.25;WS50M;mayo;3.4
I0804;La31.75Lo69.25;WS10M;mayo;2.56
I0805;La31.75Lo68.75;WS50M;mayo;4.07
I0806;La31.75Lo68.75;WS10M;mayo;3.05
I0807;La31.75Lo68.25;WS50M;mayo;4.41
I0808;La31.75Lo68.25;WS10M;mayo;3.2
I0809;La31.75Lo67.75;WS50M;mayo;5.12
I0810;La31.75Lo67.75;WS10M;mayo;3.6
I0811;La31.75Lo67.25;WS50M;mayo;5.58
I0812;La31.75Lo67.25;WS10M;mayo;3.86
I0813;La31.75Lo66.75;WS50M;mayo;5.72
I0814;La31.75Lo66.75;WS10M;mayo;3.9
I0815;La31.75Lo66.25;WS50M;mayo;5.34
I0816;La31.75Lo66.25;WS10M;mayo;3.59
I0817;La31.75Lo65.75;WS50M;mayo;4.38
I0818;La31.75Lo65.75;WS10M;mayo;2.82
I0819;La31.75Lo65.25;WS50M;mayo;3.85
I0820;La31.75Lo65.25;WS10M;mayo;2.55
I0821;La31.25Lo69.75;WS50M;mayo;4.97
I0822;La31.25Lo69.75;WS10M;mayo;4
I0823;La31.25Lo69.25;WS50M;mayo;3.53
I0824;La31.25Lo69.25;WS10M;mayo;2.65
I0825;La31.25Lo68.75;WS50M;mayo;3.99
I0826;La31.25Lo68.75;WS10M;mayo;2.99
I0827;La31.25Lo68.25;WS50M;mayo;4.28
I0828;La31.25Lo68.25;WS10M;mayo;3.19
I0829;La31.25Lo67.75;WS50M;mayo;4.83
I0830;La31.25Lo67.75;WS10M;mayo;3.53
I0831;La31.25Lo67.25;WS50M;mayo;5.47
I0832;La31.25Lo67.25;WS10M;mayo;3.91
I0833;La31.25Lo66.75;WS50M;mayo;5.79
I0834;La31.25Lo66.75;WS10M;mayo;4.08
I0835;La31.25Lo66.25;WS50M;mayo;5.64
I0836;La31.25Lo66.25;WS10M;mayo;3.91
I0837;La31.25Lo65.75;WS50M;mayo;4.57
I0838;La31.25Lo65.75;WS10M;mayo;2.76
I0839;La31.25Lo65.25;WS50M;mayo;4.05
I0840;La31.25Lo65.25;WS10M;mayo;2.49
I0841;La30.75Lo69.75;WS50M;mayo;5.31
I0842;La30.75Lo69.75;WS10M;mayo;4.29
I0843;La30.75Lo69.25;WS50M;mayo;3.74
I0844;La30.75Lo69.25;WS10M;mayo;2.86
I0845;La30.75Lo68.75;WS50M;mayo;3.42
I0846;La30.75Lo68.75;WS10M;mayo;2.65
I0847;La30.75Lo68.25;WS50M;mayo;4.1
I0848;La30.75Lo68.25;WS10M;mayo;2.96
I0849;La30.75Lo67.75;WS50M;mayo;4.52
I0850;La30.75Lo67.75;WS10M;mayo;3.3
I0851;La30.75Lo67.25;WS50M;mayo;4.92
I0852;La30.75Lo67.25;WS10M;mayo;3.59
I0853;La30.75Lo66.75;WS50M;mayo;5.24
I0854;La30.75Lo66.75;WS10M;mayo;3.73
I0855;La30.75Lo66.25;WS50M;mayo;5.24
I0856;La30.75Lo66.25;WS10M;mayo;3.68
I0857;La30.75Lo65.75;WS50M;mayo;4.69
I0858;La30.75Lo65.75;WS10M;mayo;2.86
I0859;La30.75Lo65.25;WS50M;mayo;4.11
I0860;La30.75Lo65.25;WS10M;mayo;2.35
I0861;La30.25Lo69.75;WS50M;mayo;5.13
I0862;La30.25Lo69.75;WS10M;mayo;4.22
I0863;La30.25Lo69.25;WS50M;mayo;4.06
I0864;La30.25Lo69.25;WS10M;mayo;3.21
I0865;La30.25Lo68.75;WS50M;mayo;2.88
I0866;La30.25Lo68.75;WS10M;mayo;2.41
I0867;La30.25Lo68.25;WS50M;mayo;3.51
I0868;La30.25Lo68.25;WS10M;mayo;2.57
I0869;La30.25Lo67.75;WS50M;mayo;4.05
I0870;La30.25Lo67.75;WS10M;mayo;2.98
I0871;La30.25Lo67.25;WS50M;mayo;4.32
I0872;La30.25Lo67.25;WS10M;mayo;3.16
I0873;La30.25Lo66.75;WS50M;mayo;4.72
I0874;La30.25Lo66.75;WS10M;mayo;3.32
I0875;La30.25Lo66.25;WS50M;mayo;5.07
I0876;La30.25Lo66.25;WS10M;mayo;3.47
I0877;La30.25Lo65.75;WS50M;mayo;5.1
I0878;La30.25Lo65.75;WS10M;mayo;3.38
I0879;La30.25Lo65.25;WS50M;mayo;4.61
I0880;La30.25Lo65.25;WS10M;mayo;2.92
I0881;La29.75Lo69.75;WS50M;mayo;5.07
I0882;La29.75Lo69.75;WS10M;mayo;4.2
I0883;La29.75Lo69.25;WS50M;mayo;4.89
I0884;La29.75Lo69.25;WS10M;mayo;3.85
I0885;La29.75Lo68.75;WS50M;mayo;2.63
I0886;La29.75Lo68.75;WS10M;mayo;2.23
I0887;La29.75Lo68.25;WS50M;mayo;3.07
I0888;La29.75Lo68.25;WS10M;mayo;2.34
I0889;La29.75Lo67.75;WS50M;mayo;3.27
I0890;La29.75Lo67.75;WS10M;mayo;2.54
I0891;La29.75Lo67.25;WS50M;mayo;3.3
I0892;La29.75Lo67.25;WS10M;mayo;2.56
I0893;La29.75Lo66.75;WS50M;mayo;3.81
I0894;La29.75Lo66.75;WS10M;mayo;2.77
I0895;La29.75Lo66.25;WS50M;mayo;4.88
I0896;La29.75Lo66.25;WS10M;mayo;3.29
I0897;La29.75Lo65.75;WS50M;mayo;4.94
I0898;La29.75Lo65.75;WS10M;mayo;3.25
I0899;La29.75Lo65.25;WS50M;mayo;4.85
I0900;La29.75Lo65.25;WS10M;mayo;3.15
I0901;La29.25Lo69.75;WS50M;mayo;5.23
I0902;La29.25Lo69.75;WS10M;mayo;4.39
I0903;La29.25Lo69.25;WS50M;mayo;6.06
I0904;La29.25Lo69.25;WS10M;mayo;4.79
I0905;La29.25Lo68.75;WS50M;mayo;3.77
I0906;La29.25Lo68.75;WS10M;mayo;2.93
I0907;La29.25Lo68.25;WS50M;mayo;2.98
I0908;La29.25Lo68.25;WS10M;mayo;2.28
I0909;La29.25Lo67.75;WS50M;mayo;2.53
I0910;La29.25Lo67.75;WS10M;mayo;2.03
I0911;La29.25Lo67.25;WS50M;mayo;2.43
I0912;La29.25Lo67.25;WS10M;mayo;2
I0913;La29.25Lo66.75;WS50M;mayo;2.99
I0914;La29.25Lo66.75;WS10M;mayo;2.33
I0915;La29.25Lo66.25;WS50M;mayo;3.9
I0916;La29.25Lo66.25;WS10M;mayo;2.74
I0917;La29.25Lo65.75;WS50M;mayo;4.42
I0918;La29.25Lo65.75;WS10M;mayo;2.91
I0919;La29.25Lo65.25;WS50M;mayo;4.49
I0920;La29.25Lo65.25;WS10M;mayo;2.69
I0921;La28.75Lo69.75;WS50M;mayo;5.2
I0922;La28.75Lo69.75;WS10M;mayo;4.44
I0923;La28.75Lo69.25;WS50M;mayo;7.59
I0924;La28.75Lo69.25;WS10M;mayo;6.12
I0925;La28.75Lo68.75;WS50M;mayo;6.57
I0926;La28.75Lo68.75;WS10M;mayo;4.96
I0927;La28.75Lo68.25;WS50M;mayo;3.14
I0928;La28.75Lo68.25;WS10M;mayo;2.42
I0929;La28.75Lo67.75;WS50M;mayo;2.32
I0930;La28.75Lo67.75;WS10M;mayo;1.86
I0931;La28.75Lo67.25;WS50M;mayo;2.09
I0932;La28.75Lo67.25;WS10M;mayo;1.72
I0933;La28.75Lo66.75;WS50M;mayo;2.82
I0934;La28.75Lo66.75;WS10M;mayo;2.19
I0935;La28.75Lo66.25;WS50M;mayo;3.22
I0936;La28.75Lo66.25;WS10M;mayo;2.42
I0937;La28.75Lo65.75;WS50M;mayo;3.96
I0938;La28.75Lo65.75;WS10M;mayo;2.73
I0939;La28.75Lo65.25;WS50M;mayo;4.15
I0940;La28.75Lo65.25;WS10M;mayo;2.49
I0941;La28.25Lo69.75;WS50M;mayo;4.61
I0942;La28.25Lo69.75;WS10M;mayo;4
I0943;La28.25Lo69.25;WS50M;mayo;7.63
I0944;La28.25Lo69.25;WS10M;mayo;6.31
I0945;La28.25Lo68.75;WS50M;mayo;9.12
I0946;La28.25Lo68.75;WS10M;mayo;7.3
I0947;La28.25Lo68.25;WS50M;mayo;4.38
I0948;La28.25Lo68.25;WS10M;mayo;3.37
I0949;La28.25Lo67.75;WS50M;mayo;2.22
I0950;La28.25Lo67.75;WS10M;mayo;1.84
I0951;La28.25Lo67.25;WS50M;mayo;2.19
I0952;La28.25Lo67.25;WS10M;mayo;1.81
I0953;La28.25Lo66.75;WS50M;mayo;2.65
I0954;La28.25Lo66.75;WS10M;mayo;1.98
I0955;La28.25Lo66.25;WS50M;mayo;3.09
I0956;La28.25Lo66.25;WS10M;mayo;2.33
I0957;La28.25Lo65.75;WS50M;mayo;3.36
I0958;La28.25Lo65.75;WS10M;mayo;2.46
I0959;La28.25Lo65.25;WS50M;mayo;3.67
I0960;La28.25Lo65.25;WS10M;mayo;2.38
I0961;La27.75Lo69.75;WS50M;mayo;4.01
I0962;La27.75Lo69.75;WS10M;mayo;3.49
I0963;La27.75Lo69.25;WS50M;mayo;6.27
I0964;La27.75Lo69.25;WS10M;mayo;5.26
I0965;La27.75Lo68.75;WS50M;mayo;9.12
I0966;La27.75Lo68.75;WS10M;mayo;7.53
I0967;La27.75Lo68.25;WS50M;mayo;6.53
I0968;La27.75Lo68.25;WS10M;mayo;5.05
I0969;La27.75Lo67.75;WS50M;mayo;3.08
I0970;La27.75Lo67.75;WS10M;mayo;2.43
I0971;La27.75Lo67.25;WS50M;mayo;2.35
I0972;La27.75Lo67.25;WS10M;mayo;2.03
I0973;La27.75Lo66.75;WS50M;mayo;2.54
I0974;La27.75Lo66.75;WS10M;mayo;2.11
I0975;La27.75Lo66.25;WS50M;mayo;3.13
I0976;La27.75Lo66.25;WS10M;mayo;2.4
I0977;La27.75Lo65.75;WS50M;mayo;2.86
I0978;La27.75Lo65.75;WS10M;mayo;2.17
I0979;La27.75Lo65.25;WS50M;mayo;3.35
I0980;La27.75Lo65.25;WS10M;mayo;2.27
I0981;La27.25Lo69.75;WS50M;mayo;4.25
I0982;La27.25Lo69.75;WS10M;mayo;3.58
I0983;La27.25Lo69.25;WS50M;mayo;5.6
I0984;La27.25Lo69.25;WS10M;mayo;4.7
I0985;La27.25Lo68.75;WS50M;mayo;7.92
I0986;La27.25Lo68.75;WS10M;mayo;6.64
I0987;La27.25Lo68.25;WS50M;mayo;7.76
I0988;La27.25Lo68.25;WS10M;mayo;6.27
I0989;La27.25Lo67.75;WS50M;mayo;5.29
I0990;La27.25Lo67.75;WS10M;mayo;4.03
I0991;La27.25Lo67.25;WS50M;mayo;3.77
I0992;La27.25Lo67.25;WS10M;mayo;2.8
I0993;La27.25Lo66.75;WS50M;mayo;3.3
I0994;La27.25Lo66.75;WS10M;mayo;2.58
I0995;La27.25Lo66.25;WS50M;mayo;2.89
I0996;La27.25Lo66.25;WS10M;mayo;2.35
I0997;La27.25Lo65.75;WS50M;mayo;2.47
I0998;La27.25Lo65.75;WS10M;mayo;2.01
I0999;La27.25Lo65.25;WS50M;mayo;3.22
I1000;La27.25Lo65.25;WS10M;mayo;2.24
I1001;La31.75Lo69.75;WS50M;junio;6.67
I1002;La31.75Lo69.75;WS10M;junio;5.1
I1003;La31.75Lo69.25;WS50M;junio;5.31
I1004;La31.75Lo69.25;WS10M;junio;3.75
I1005;La31.75Lo68.75;WS50M;junio;4.4
I1006;La31.75Lo68.75;WS10M;junio;3.09
I1007;La31.75Lo68.25;WS50M;junio;4.25
I1008;La31.75Lo68.25;WS10M;junio;2.98
