ID;LOCALIDAD;PARAMETRO;MES;Viento
I1009;La31.75Lo67.75;WS50M;junio;4.97
I1010;La31.75Lo67.75;WS10M;junio;3.38
I1011;La31.75Lo67.25;WS50M;junio;5.46
I1012;La31.75Lo67.25;WS10M;junio;3.68
I1013;La31.75Lo66.75;WS50M;junio;5.57
I1014;La31.75Lo66.75;WS10M;junio;3.77
I1015;La31.75Lo66.25;WS50M;junio;5.23
I1016;La31.75Lo66.25;WS10M;junio;3.53
I1017;La31.75Lo65.75;WS50M;junio;4.3
I1018;La31.75Lo65.75;WS10M;junio;2.81
I1019;La31.75Lo65.25;WS50M;junio;4.01
I1020;La31.75Lo65.25;WS10M;junio;2.65
I1021;La31.25Lo69.75;WS50M;junio;7.38
I1022;La31.25Lo69.75;WS10M;junio;5.65
I1023;La31.25Lo69.25;WS50M;junio;5.4
I1024;La31.25Lo69.25;WS10M;junio;3.8
I1025;La31.25Lo68.75;WS50M;junio;4.6
I1026;La31.25Lo68.75;WS10M;junio;3.21
I1027;La31.25Lo68.25;WS50M;junio;4.33
I1028;La31.25Lo68.25;WS10M;junio;3.07
I1029;La31.25Lo67.75;WS50M;junio;4.63
I1030;La31.25Lo67.75;WS10M;junio;3.25
I1031;La31.25Lo67.25;WS50M;junio;5.27
I1032;La31.25Lo67.25;WS10M;junio;3.65
I1033;La31.25Lo66.75;WS50M;junio;5.63
I1034;La31.25Lo66.75;WS10M;junio;3.9
I1035;La31.25Lo66.25;WS50M;junio;5.64
I1036;La31.25Lo66.25;WS10M;junio;3.9
I1037;La31.25Lo65.75;WS50M;junio;4.62
I1038;La31.25Lo65.75;WS10M;junio;2.84
I1039;La31.25Lo65.25;WS50M;junio;4.26
I1040;La31.25Lo65.25;WS10M;junio;2.65
I1041;La30.75Lo69.75;WS50M;junio;7.96
I1042;La30.75Lo69.75;WS10M;junio;6.13
I1043;La30.75Lo69.25;WS50M;junio;5.69
I1044;La30.75Lo69.25;WS10M;junio;4.13
I1045;La30.75Lo68.75;WS50M;junio;3.92
I1046;La30.75Lo68.75;WS10M;junio;2.8
I1047;La30.75Lo68.25;WS50M;junio;4.19
I1048;La30.75Lo68.25;WS10M;junio;2.87
I1049;La30.75Lo67.75;WS50M;junio;4.29
I1050;La30.75Lo67.75;WS10M;junio;2.98
I1051;La30.75Lo67.25;WS50M;junio;4.44
I1052;La30.75Lo67.25;WS10M;junio;3.14
I1053;La30.75Lo66.75;WS50M;junio;4.86
I1054;La30.75Lo66.75;WS10M;junio;3.41
I1055;La30.75Lo66.25;WS50M;junio;5.03
I1056;La30.75Lo66.25;WS10M;junio;3.53
I1057;La30.75Lo65.75;WS50M;junio;4.7
I1058;La30.75Lo65.75;WS10M;junio;2.9
I1059;La30.75Lo65.25;WS50M;junio;4.21
I1060;La30.75Lo65.25;WS10M;junio;2.44
I1061;La30.25Lo69.75;WS50M;junio;7.82
I1062;La30.25Lo69.75;WS10M;junio;6.15
I1063;La30.25Lo69.25;WS50M;junio;6.46
I1064;La30.25Lo69.25;WS10M;junio;4.85
I1065;La30.25Lo68.75;WS50M;junio;3.13
I1066;La30.25Lo68.75;WS10M;junio;2.42
I1067;La30.25Lo68.25;WS50M;junio;3.48
I1068;La30.25Lo68.25;WS10M;junio;2.43
I1069;La30.25Lo67.75;WS50M;junio;3.68
I1070;La30.25Lo67.75;WS10M;junio;2.59
I1071;La30.25Lo67.25;WS50M;junio;3.6
I1072;La30.25Lo67.25;WS10M;junio;2.58
I1073;La30.25Lo66.75;WS50M;junio;4.12
I1074;La30.25Lo66.75;WS10M;junio;2.87
I1075;La30.25Lo66.25;WS50M;junio;4.71
I1076;La30.25Lo66.25;WS10M;junio;3.17
I1077;La30.25Lo65.75;WS50M;junio;4.96
I1078;La30.25Lo65.75;WS10M;junio;3.28
I1079;La30.25Lo65.25;WS50M;junio;4.63
I1080;La30.25Lo65.25;WS10M;junio;2.92
I1081;La29.75Lo69.75;WS50M;junio;7.66
I1082;La29.75Lo69.75;WS10M;junio;6.11
I1083;La29.75Lo69.25;WS50M;junio;7.7
I1084;La29.75Lo69.25;WS10M;junio;5.9
I1085;La29.75Lo68.75;WS50M;junio;3.19
I1086;La29.75Lo68.75;WS10M;junio;2.45
I1087;La29.75Lo68.25;WS50M;junio;3.46
I1088;La29.75Lo68.25;WS10M;junio;2.48
I1089;La29.75Lo67.75;WS50M;junio;3.14
I1090;La29.75Lo67.75;WS10M;junio;2.32
I1091;La29.75Lo67.25;WS50M;junio;2.58
I1092;La29.75Lo67.25;WS10M;junio;2
I1093;La29.75Lo66.75;WS50M;junio;3.21
I1094;La29.75Lo66.75;WS10M;junio;2.34
I1095;La29.75Lo66.25;WS50M;junio;4.26
I1096;La29.75Lo66.25;WS10M;junio;2.79
I1097;La29.75Lo65.75;WS50M;junio;4.57
I1098;La29.75Lo65.75;WS10M;junio;2.95
I1099;La29.75Lo65.25;WS50M;junio;4.72
I1100;La29.75Lo65.25;WS10M;junio;3.02
I1101;La29.25Lo69.75;WS50M;junio;7.66
I1102;La29.25Lo69.75;WS10M;junio;6.15
I1103;La29.25Lo69.25;WS50M;junio;9.05
I1104;La29.25Lo69.25;WS10M;junio;7.02
I1105;La29.25Lo68.75;WS50M;junio;5.72
I1106;La29.25Lo68.75;WS10M;junio;4.13
I1107;La29.25Lo68.25;WS50M;junio;3.98
I1108;La29.25Lo68.25;WS10M;junio;2.81
I1109;La29.25Lo67.75;WS50M;junio;2.99
I1110;La29.25Lo67.75;WS10M;junio;2.21
I1111;La29.25Lo67.25;WS50M;junio;2.18
I1112;La29.25Lo67.25;WS10M;junio;1.74
I1113;La29.25Lo66.75;WS50M;junio;2.64
I1114;La29.25Lo66.75;WS10M;junio;2.06
I1115;La29.25Lo66.25;WS50M;junio;3.4
I1116;La29.25Lo66.25;WS10M;junio;2.37
I1117;La29.25Lo65.75;WS50M;junio;4.01
I1118;La29.25Lo65.75;WS10M;junio;2.61
I1119;La29.25Lo65.25;WS50M;junio;4.37
I1120;La29.25Lo65.25;WS10M;junio;2.61
I1121;La28.75Lo69.75;WS50M;junio;7.04
I1122;La28.75Lo69.75;WS10M;junio;5.75
I1123;La28.75Lo69.25;WS50M;junio;10.7
I1124;La28.75Lo69.25;WS10M;junio;8.47
I1125;La28.75Lo68.75;WS50M;junio;9.84
I1126;La28.75Lo68.75;WS10M;junio;7.36
I1127;La28.75Lo68.25;WS50M;junio;4.6
I1128;La28.75Lo68.25;WS10M;junio;3.32
I1129;La28.75Lo67.75;WS50M;junio;2.8
I1130;La28.75Lo67.75;WS10M;junio;2.06
I1131;La28.75Lo67.25;WS50M;junio;1.93
I1132;La28.75Lo67.25;WS10M;junio;1.55
I1133;La28.75Lo66.75;WS50M;junio;2.73
I1134;La28.75Lo66.75;WS10M;junio;2.09
I1135;La28.75Lo66.25;WS50M;junio;2.94
I1136;La28.75Lo66.25;WS10M;junio;2.2
I1137;La28.75Lo65.75;WS50M;junio;3.77
I1138;La28.75Lo65.75;WS10M;junio;2.6
I1139;La28.75Lo65.25;WS50M;junio;4.19
I1140;La28.75Lo65.25;WS10M;junio;2.55
I1141;La28.25Lo69.75;WS50M;junio;5.66
I1142;La28.25Lo69.75;WS10M;junio;4.74
I1143;La28.25Lo69.25;WS50M;junio;10.18
I1144;La28.25Lo69.25;WS10M;junio;8.23
I1145;La28.25Lo68.75;WS50M;junio;12.59
I1146;La28.25Lo68.75;WS10M;junio;9.95
I1147;La28.25Lo68.25;WS50M;junio;6.9
I1148;La28.25Lo68.25;WS10M;junio;5.04
I1149;La28.25Lo67.75;WS50M;junio;2.88
I1150;La28.25Lo67.75;WS10M;junio;2.13
I1151;La28.25Lo67.25;WS50M;junio;1.95
I1152;La28.25Lo67.25;WS10M;junio;1.61
I1153;La28.25Lo66.75;WS50M;junio;2.68
I1154;La28.25Lo66.75;WS10M;junio;1.98
I1155;La28.25Lo66.25;WS50M;junio;3.15
I1156;La28.25Lo66.25;WS10M;junio;2.34
I1157;La28.25Lo65.75;WS50M;junio;3.28
I1158;La28.25Lo65.75;WS10M;junio;2.39
I1159;La28.25Lo65.25;WS50M;junio;3.78
I1160;La28.25Lo65.25;WS10M;junio;2.47
I1161;La27.75Lo69.75;WS50M;junio;4.66
I1162;La27.75Lo69.75;WS10M;junio;3.91
I1163;La27.75Lo69.25;WS50M;junio;7.85
I1164;La27.75Lo69.25;WS10M;junio;6.38
I1165;La27.75Lo68.75;WS50M;junio;11.93
I1166;La27.75Lo68.75;WS10M;junio;9.66
I1167;La27.75Lo68.25;WS50M;junio;9.56
I1168;La27.75Lo68.25;WS10M;junio;7.27
I1169;La27.75Lo67.75;WS50M;junio;4.88
I1170;La27.75Lo67.75;WS10M;junio;3.58
I1171;La27.75Lo67.25;WS50M;junio;2.72
I1172;La27.75Lo67.25;WS10M;junio;2.13
I1173;La27.75Lo66.75;WS50M;junio;2.53
I1174;La27.75Lo66.75;WS10M;junio;2.03
I1175;La27.75Lo66.25;WS50M;junio;3.08
I1176;La27.75Lo66.25;WS10M;junio;2.29
I1177;La27.75Lo65.75;WS50M;junio;2.7
I1178;La27.75Lo65.75;WS10M;junio;2.05
I1179;La27.75Lo65.25;WS50M;junio;3.41
I1180;La27.75Lo65.25;WS10M;junio;2.32
I1181;La27.25Lo69.75;WS50M;junio;4.75
I1182;La27.25Lo69.75;WS10M;junio;3.84
I1183;La27.25Lo69.25;WS50M;junio;6.57
I1184;La27.25Lo69.25;WS10M;junio;5.35
I1185;La27.25Lo68.75;WS50M;junio;9.88
I1186;La27.25Lo68.75;WS10M;junio;8.13
I1187;La27.25Lo68.25;WS50M;junio;10.53
I1188;La27.25Lo68.25;WS10M;junio;8.42
I1189;La27.25Lo67.75;WS50M;junio;7.61
I1190;La27.25Lo67.75;WS10M;junio;5.73
I1191;La27.25Lo67.25;WS50M;junio;5.5
I1192;La27.25Lo67.25;WS10M;junio;3.92
I1193;La27.25Lo66.75;WS50M;junio;4.48
I1194;La27.25Lo66.75;WS10M;junio;3.25
I1195;La27.25Lo66.25;WS50M;junio;3.3
I1196;La27.25Lo66.25;WS10M;junio;2.45
I1197;La27.25Lo65.75;WS50M;junio;2.29
I1198;La27.25Lo65.75;WS10M;junio;1.86
I1199;La27.25Lo65.25;WS50M;junio;3.26
I1200;La27.25Lo65.25;WS10M;junio;2.27
I1201;La31.75Lo69.75;WS50M;julio;5.84
I1202;La31.75Lo69.75;WS10M;julio;4.62
I1203;La31.75Lo69.25;WS50M;julio;4.79
I1204;La31.75Lo69.25;WS10M;julio;3.56
I1205;La31.75Lo68.75;WS50M;julio;4.21
I1206;La31.75Lo68.75;WS10M;julio;3.03
I1207;La31.75Lo68.25;WS50M;julio;4
I1208;La31.75Lo68.25;WS10M;julio;2.84
I1209;La31.75Lo67.75;WS50M;julio;4.68
I1210;La31.75Lo67.75;WS10M;julio;3.19
I1211;La31.75Lo67.25;WS50M;julio;5.09
I1212;La31.75Lo67.25;WS10M;julio;3.4
I1213;La31.75Lo66.75;WS50M;julio;5.26
I1214;La31.75Lo66.75;WS10M;julio;3.52
I1215;La31.75Lo66.25;WS50M;julio;5.11
I1216;La31.75Lo66.25;WS10M;julio;3.41
I1217;La31.75Lo65.75;WS50M;julio;4.59
I1218;La31.75Lo65.75;WS10M;julio;2.96
I1219;La31.75Lo65.25;WS50M;julio;4.1
I1220;La31.75Lo65.25;WS10M;julio;2.68
I1221;La31.25Lo69.75;WS50M;julio;6.38
I1222;La31.25Lo69.75;WS10M;julio;4.99
I1223;La31.25Lo69.25;WS50M;julio;4.92
I1224;La31.25Lo69.25;WS10M;julio;3.61
I1225;La31.25Lo68.75;WS50M;julio;4.37
I1226;La31.25Lo68.75;WS10M;julio;3.11
I1227;La31.25Lo68.25;WS50M;julio;4.01
I1228;La31.25Lo68.25;WS10M;julio;2.89
I1229;La31.25Lo67.75;WS50M;julio;4.45
I1230;La31.25Lo67.75;WS10M;julio;3.15
I1231;La31.25Lo67.25;WS50M;julio;4.99
I1232;La31.25Lo67.25;WS10M;julio;3.46
I1233;La31.25Lo66.75;WS50M;julio;5.23
I1234;La31.25Lo66.75;WS10M;julio;3.6
I1235;La31.25Lo66.25;WS50M;julio;5.19
I1236;La31.25Lo66.25;WS10M;julio;3.57
I1237;La31.25Lo65.75;WS50M;julio;4.58
I1238;La31.25Lo65.75;WS10M;julio;2.79
I1239;La31.25Lo65.25;WS50M;julio;4.26
I1240;La31.25Lo65.25;WS10M;julio;2.64
I1241;La30.75Lo69.75;WS50M;julio;6.63
I1242;La30.75Lo69.75;WS10M;julio;5.22
I1243;La30.75Lo69.25;WS50M;julio;5.26
I1244;La30.75Lo69.25;WS10M;julio;3.96
I1245;La30.75Lo68.75;WS50M;julio;3.86
I1246;La30.75Lo68.75;WS10M;julio;2.82
I1247;La30.75Lo68.25;WS50M;julio;4.04
I1248;La30.75Lo68.25;WS10M;julio;2.83
I1249;La30.75Lo67.75;WS50M;julio;4.19
I1250;La30.75Lo67.75;WS10M;julio;2.97
I1251;La30.75Lo67.25;WS50M;julio;4.27
I1252;La30.75Lo67.25;WS10M;julio;3.05
I1253;La30.75Lo66.75;WS50M;julio;4.47
I1254;La30.75Lo66.75;WS10M;julio;3.15
I1255;La30.75Lo66.25;WS50M;julio;4.62
I1256;La30.75Lo66.25;WS10M;julio;3.23
I1257;La30.75Lo65.75;WS50M;julio;4.46
I1258;La30.75Lo65.75;WS10M;julio;2.75
I1259;La30.75Lo65.25;WS50M;julio;4.27
I1260;La30.75Lo65.25;WS10M;julio;2.49
I1261;La30.25Lo69.75;WS50M;julio;6.22
I1262;La30.25Lo69.75;WS10M;julio;4.99
I1263;La30.25Lo69.25;WS50M;julio;5.67
I1264;La30.25Lo69.25;WS10M;julio;4.39
I1265;La30.25Lo68.75;WS50M;julio;3.25
I1266;La30.25Lo68.75;WS10M;julio;2.55
I1267;La30.25Lo68.25;WS50M;julio;3.32
I1268;La30.25Lo68.25;WS10M;julio;2.38
I1269;La30.25Lo67.75;WS50M;julio;3.65
I1270;La30.25Lo67.75;WS10M;julio;2.62
I1271;La30.25Lo67.25;WS50M;julio;3.54
I1272;La30.25Lo67.25;WS10M;julio;2.57
I1273;La30.25Lo66.75;WS50M;julio;3.92
I1274;La30.25Lo66.75;WS10M;julio;2.76
I1275;La30.25Lo66.25;WS50M;julio;4.61
I1276;La30.25Lo66.25;WS10M;julio;3.1
I1277;La30.25Lo65.75;WS50M;julio;4.85
I1278;La30.25Lo65.75;WS10M;julio;3.18
I1279;La30.25Lo65.25;WS50M;julio;4.77
I1280;La30.25Lo65.25;WS10M;julio;3
I1281;La29.75Lo69.75;WS50M;julio;5.76
I1282;La29.75Lo69.75;WS10M;julio;4.68
I1283;La29.75Lo69.25;WS50M;julio;6.23
I1284;La29.75Lo69.25;WS10M;julio;4.87
I1285;La29.75Lo68.75;WS50M;julio;3.23
I1286;La29.75Lo68.75;WS10M;julio;2.6
I1287;La29.75Lo68.25;WS50M;julio;2.96
I1288;La29.75Lo68.25;WS10M;julio;2.22
I1289;La29.75Lo67.75;WS50M;julio;2.88
I1290;La29.75Lo67.75;WS10M;julio;2.2
I1291;La29.75Lo67.25;WS50M;julio;2.62
I1292;La29.75Lo67.25;WS10M;julio;2.06
I1293;La29.75Lo66.75;WS50M;julio;3.07
I1294;La29.75Lo66.75;WS10M;julio;2.25
I1295;La29.75Lo66.25;WS50M;julio;4.28
I1296;La29.75Lo66.25;WS10M;julio;2.81
I1297;La29.75Lo65.75;WS50M;julio;4.71
I1298;La29.75Lo65.75;WS10M;julio;3.04
I1299;La29.75Lo65.25;WS50M;julio;4.97
I1300;La29.75Lo65.25;WS10M;julio;3.19
I1301;La29.25Lo69.75;WS50M;julio;5.43
I1302;La29.25Lo69.75;WS10M;julio;4.45
I1303;La29.25Lo69.25;WS50M;julio;6.91
I1304;La29.25Lo69.25;WS10M;julio;5.43
I1305;La29.25Lo68.75;WS50M;julio;5.04
I1306;La29.25Lo68.75;WS10M;julio;3.87
I1307;La29.25Lo68.25;WS50M;julio;3.27
I1308;La29.25Lo68.25;WS10M;julio;2.45
I1309;La29.25Lo67.75;WS50M;julio;2.52
I1310;La29.25Lo67.75;WS10M;julio;1.96
I1311;La29.25Lo67.25;WS50M;julio;2.13
I1312;La29.25Lo67.25;WS10M;julio;1.76
I1313;La29.25Lo66.75;WS50M;julio;2.49
I1314;La29.25Lo66.75;WS10M;julio;1.99
I1315;La29.25Lo66.25;WS50M;julio;3.35
I1316;La29.25Lo66.25;WS10M;julio;2.35
I1317;La29.25Lo65.75;WS50M;julio;4.2
I1318;La29.25Lo65.75;WS10M;julio;2.73
I1319;La29.25Lo65.25;WS50M;julio;4.64
I1320;La29.25Lo65.25;WS10M;julio;2.81
I1321;La28.75Lo69.75;WS50M;julio;4.93
I1322;La28.75Lo69.75;WS10M;julio;4.12
I1323;La28.75Lo69.25;WS50M;julio;8.01
I1324;La28.75Lo69.25;WS10M;julio;6.32
I1325;La28.75Lo68.75;WS50M;julio;7.74
I1326;La28.75Lo68.75;WS10M;julio;5.89
I1327;La28.75Lo68.25;WS50M;julio;3.83
I1328;La28.75Lo68.25;WS10M;julio;2.9
I1329;La28.75Lo67.75;WS50M;julio;2.55
I1330;La28.75Lo67.75;WS10M;julio;1.97
I1331;La28.75Lo67.25;WS50M;julio;1.93
I1332;La28.75Lo67.25;WS10M;julio;1.57
I1333;La28.75Lo66.75;WS50M;julio;2.5
I1334;La28.75Lo66.75;WS10M;julio;1.96
I1335;La28.75Lo66.25;WS50M;julio;2.94
I1336;La28.75Lo66.25;WS10M;julio;2.21
I1337;La28.75Lo65.75;WS50M;julio;3.88
I1338;La28.75Lo65.75;WS10M;julio;2.65
I1339;La28.75Lo65.25;WS50M;julio;4.32
I1340;La28.75Lo65.25;WS10M;julio;2.65
I1341;La28.25Lo69.75;WS50M;julio;4.21
I1342;La28.25Lo69.75;WS10M;julio;3.64
I1343;La28.25Lo69.25;WS50M;julio;7.57
I1344;La28.25Lo69.25;WS10M;julio;6.1
I1345;La28.25Lo68.75;WS50M;julio;9.78
I1346;La28.25Lo68.75;WS10M;julio;7.72
I1347;La28.25Lo68.25;WS50M;julio;5.59
I1348;La28.25Lo68.25;WS10M;julio;4.26
I1349;La28.25Lo67.75;WS50M;julio;2.73
I1350;La28.25Lo67.75;WS10M;julio;2.15
I1351;La28.25Lo67.25;WS50M;julio;2.05
I1352;La28.25Lo67.25;WS10M;julio;1.7
I1353;La28.25Lo66.75;WS50M;julio;2.52
I1354;La28.25Lo66.75;WS10M;julio;1.9
I1355;La28.25Lo66.25;WS50M;julio;3.13
I1356;La28.25Lo66.25;WS10M;julio;2.35
I1357;La28.25Lo65.75;WS50M;julio;3.32
I1358;La28.25Lo65.75;WS10M;julio;2.43
I1359;La28.25Lo65.25;WS50M;julio;3.85
I1360;La28.25Lo65.25;WS10M;julio;2.53
I1361;La27.75Lo69.75;WS50M;julio;3.72
I1362;La27.75Lo69.75;WS10M;julio;3.24
I1363;La27.75Lo69.25;WS50M;julio;5.88
I1364;La27.75Lo69.25;WS10M;julio;4.86
I1365;La27.75Lo68.75;WS50M;julio;9.45
I1366;La27.75Lo68.75;WS10M;julio;7.64
I1367;La27.75Lo68.25;WS50M;julio;7.53
I1368;La27.75Lo68.25;WS10M;julio;5.82
I1369;La27.75Lo67.75;WS50M;julio;3.84
I1370;La27.75Lo67.75;WS10M;julio;2.98
I1371;La27.75Lo67.25;WS50M;julio;2.47
I1372;La27.75Lo67.25;WS10M;julio;2.1
I1373;La27.75Lo66.75;WS50M;julio;2.53
I1374;La27.75Lo66.75;WS10M;julio;2.1
I1375;La27.75Lo66.25;WS50M;julio;3.26
I1376;La27.75Lo66.25;WS10M;julio;2.48
I1377;La27.75Lo65.75;WS50M;julio;2.8
I1378;La27.75Lo65.75;WS10M;julio;2.14
I1379;La27.75Lo65.25;WS50M;julio;3.48
I1380;La27.75Lo65.25;WS10M;julio;2.38
I1381;La27.25Lo69.75;WS50M;julio;3.97
I1382;La27.25Lo69.75;WS10M;julio;3.34
I1383;La27.25Lo69.25;WS50M;julio;5.1
I1384;La27.25Lo69.25;WS10M;julio;4.27
I1385;La27.25Lo68.75;WS50M;julio;7.83
I1386;La27.25Lo68.75;WS10M;julio;6.45
I1387;La27.25Lo68.25;WS50M;julio;8.32
I1388;La27.25Lo68.25;WS10M;julio;6.64
I1389;La27.25Lo67.75;WS50M;julio;5.74
I1390;La27.25Lo67.75;WS10M;julio;4.36
I1391;La27.25Lo67.25;WS50M;julio;4.14
I1392;La27.25Lo67.25;WS10M;julio;3.07
I1393;La27.25Lo66.75;WS50M;julio;3.56
I1394;La27.25Lo66.75;WS10M;julio;2.78
I1395;La27.25Lo66.25;WS50M;julio;3.15
I1396;La27.25Lo66.25;WS10M;julio;2.55
I1397;La27.25Lo65.75;WS50M;julio;2.6
I1398;La27.25Lo65.75;WS10M;julio;2.12
I1399;La27.25Lo65.25;WS50M;julio;3.46
I1400;La27.25Lo65.25;WS10M;julio;2.43
I1401;La31.75Lo69.75;WS50M;agosto;4.72
I1402;La31.75Lo69.75;WS10M;agosto;3.77
I1403;La31.75Lo69.25;WS50M;agosto;3.65
I1404;La31.75Lo69.25;WS10M;agosto;2.75
I1405;La31.75Lo68.75;WS50M;agosto;4.45
I1406;La31.75Lo68.75;WS10M;agosto;3.3
I1407;La31.75Lo68.25;WS50M;agosto;5.15
I1408;La31.75Lo68.25;WS10M;agosto;3.66
I1409;La31.75Lo67.75;WS50M;agosto;5.79
I1410;La31.75Lo67.75;WS10M;agosto;3.99
I1411;La31.75Lo67.25;WS50M;agosto;6.1
I1412;La31.75Lo67.25;WS10M;agosto;4.15
I1413;La31.75Lo66.75;WS50M;agosto;6.28
I1414;La31.75Lo66.75;WS10M;agosto;4.23
I1415;La31.75Lo66.25;WS50M;agosto;6.25
I1416;La31.75Lo66.25;WS10M;agosto;4.18
I1417;La31.75Lo65.75;WS50M;agosto;5.73
I1418;La31.75Lo65.75;WS10M;agosto;3.77
I1419;La31.75Lo65.25;WS50M;agosto;5.26
I1420;La31.75Lo65.25;WS10M;agosto;3.49
I1421;La31.25Lo69.75;WS50M;agosto;5.13
I1422;La31.25Lo69.75;WS10M;agosto;4.07
I1423;La31.25Lo69.25;WS50M;agosto;3.86
I1424;La31.25Lo69.25;WS10M;agosto;2.89
I1425;La31.25Lo68.75;WS50M;agosto;4.46
I1426;La31.25Lo68.75;WS10M;agosto;3.27
I1427;La31.25Lo68.25;WS50M;agosto;4.97
I1428;La31.25Lo68.25;WS10M;agosto;3.59
I1429;La31.25Lo67.75;WS50M;agosto;5.33
I1430;La31.25Lo67.75;WS10M;agosto;3.78
I1431;La31.25Lo67.25;WS50M;agosto;5.83
I1432;La31.25Lo67.25;WS10M;agosto;4.08
I1433;La31.25Lo66.75;WS50M;agosto;6.28
I1434;La31.25Lo66.75;WS10M;agosto;4.35
I1435;La31.25Lo66.25;WS50M;agosto;6.42
I1436;La31.25Lo66.25;WS10M;agosto;4.4
I1437;La31.25Lo65.75;WS50M;agosto;5.6
I1438;La31.25Lo65.75;WS10M;agosto;3.49
I1439;La31.25Lo65.25;WS50M;agosto;5.54
I1440;La31.25Lo65.25;WS10M;agosto;3.5
I1441;La30.75Lo69.75;WS50M;agosto;5.43
I1442;La30.75Lo69.75;WS10M;agosto;4.29
I1443;La30.75Lo69.25;WS50M;agosto;3.99
I1444;La30.75Lo69.25;WS10M;agosto;3.01
I1445;La30.75Lo68.75;WS50M;agosto;4.02
I1446;La30.75Lo68.75;WS10M;agosto;3.02
I1447;La30.75Lo68.25;WS50M;agosto;4.73
I1448;La30.75Lo68.25;WS10M;agosto;3.33
I1449;La30.75Lo67.75;WS50M;agosto;4.94
I1450;La30.75Lo67.75;WS10M;agosto;3.5
I1451;La30.75Lo67.25;WS50M;agosto;5.2
I1452;La30.75Lo67.25;WS10M;agosto;3.7
I1453;La30.75Lo66.75;WS50M;agosto;5.68
I1454;La30.75Lo66.75;WS10M;agosto;3.96
I1455;La30.75Lo66.25;WS50M;agosto;5.93
I1456;La30.75Lo66.25;WS10M;agosto;4.1
I1457;La30.75Lo65.75;WS50M;agosto;5.48
I1458;La30.75Lo65.75;WS10M;agosto;3.43
I1459;La30.75Lo65.25;WS50M;agosto;5.42
I1460;La30.75Lo65.25;WS10M;agosto;3.26
I1461;La30.25Lo69.75;WS50M;agosto;5.2
I1462;La30.25Lo69.75;WS10M;agosto;4.2
I1463;La30.25Lo69.25;WS50M;agosto;4.14
I1464;La30.25Lo69.25;WS10M;agosto;3.21
I1465;La30.25Lo68.75;WS50M;agosto;3.43
I1466;La30.25Lo68.75;WS10M;agosto;2.78
I1467;La30.25Lo68.25;WS50M;agosto;3.98
I1468;La30.25Lo68.25;WS10M;agosto;2.85
I1469;La30.25Lo67.75;WS50M;agosto;4.39
I1470;La30.25Lo67.75;WS10M;agosto;3.18
I1471;La30.25Lo67.25;WS50M;agosto;4.53
I1472;La30.25Lo67.25;WS10M;agosto;3.28
I1473;La30.25Lo66.75;WS50M;agosto;5.02
I1474;La30.25Lo66.75;WS10M;agosto;3.49
I1475;La30.25Lo66.25;WS50M;agosto;5.69
I1476;La30.25Lo66.25;WS10M;agosto;3.83
I1477;La30.25Lo65.75;WS50M;agosto;5.82
I1478;La30.25Lo65.75;WS10M;agosto;3.87
I1479;La30.25Lo65.25;WS50M;agosto;5.81
I1480;La30.25Lo65.25;WS10M;agosto;3.74
I1481;La29.75Lo69.75;WS50M;agosto;4.89
I1482;La29.75Lo69.75;WS10M;agosto;4.07
I1483;La29.75Lo69.25;WS50M;agosto;4.65
I1484;La29.75Lo69.25;WS10M;agosto;3.67
I1485;La29.75Lo68.75;WS50M;agosto;2.95
I1486;La29.75Lo68.75;WS10M;agosto;2.57
I1487;La29.75Lo68.25;WS50M;agosto;3.39
I1488;La29.75Lo68.25;WS10M;agosto;2.56
I1489;La29.75Lo67.75;WS50M;agosto;3.52
I1490;La29.75Lo67.75;WS10M;agosto;2.74
I1491;La29.75Lo67.25;WS50M;agosto;3.48
I1492;La29.75Lo67.25;WS10M;agosto;2.74
I1493;La29.75Lo66.75;WS50M;agosto;3.98
I1494;La29.75Lo66.75;WS10M;agosto;2.91
I1495;La29.75Lo66.25;WS50M;agosto;5.32
I1496;La29.75Lo66.25;WS10M;agosto;3.54
I1497;La29.75Lo65.75;WS50M;agosto;5.59
I1498;La29.75Lo65.75;WS10M;agosto;3.68
I1499;La29.75Lo65.25;WS50M;agosto;5.88
I1500;La29.75Lo65.25;WS10M;agosto;3.86
I1501;La29.25Lo69.75;WS50M;agosto;4.75
I1502;La29.25Lo69.75;WS10M;agosto;4.04
I1503;La29.25Lo69.25;WS50M;agosto;5.54
I1504;La29.25Lo69.25;WS10M;agosto;4.41
I1505;La29.25Lo68.75;WS50M;agosto;3.57
I1506;La29.25Lo68.75;WS10M;agosto;2.95
I1507;La29.25Lo68.25;WS50M;agosto;3.28
I1508;La29.25Lo68.25;WS10M;agosto;2.54
I1509;La29.25Lo67.75;WS50M;agosto;2.83
I1510;La29.25Lo67.75;WS10M;agosto;2.31
I1511;La29.25Lo67.25;WS50M;agosto;2.73
I1512;La29.25Lo67.25;WS10M;agosto;2.32
I1513;La29.25Lo66.75;WS50M;agosto;3.24
I1514;La29.25Lo66.75;WS10M;agosto;2.58
I1515;La29.25Lo66.25;WS50M;agosto;4.15
I1516;La29.25Lo66.25;WS10M;agosto;2.93
I1517;La29.25Lo65.75;WS50M;agosto;4.95
I1518;La29.25Lo65.75;WS10M;agosto;3.27
I1519;La29.25Lo65.25;WS50M;agosto;5.31
I1520;La29.25Lo65.25;WS10M;agosto;3.29
I1521;La28.75Lo69.75;WS50M;agosto;4.5
